run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,reference_max_age_ms,scan_max_age_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_01,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_01_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,1,SEED_001,"[-0.5, 0.0, 0.0]","[-0.5, 0.0, 0.0]","[-0.42358750214278534, 0.011826927597489725, 0.020828570519997217]","[[8.714942917268893e-07, 7.531325348952065e-08, 0.0], [7.531325348952067e-08, 1.5151076980720623e-06, 0.0], [0.0, 0.0, 9.474174017291994e-07]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_01_v0001.npz,1787327711.002528,1787327713.0025775,40,100.65531730651855,66.45989418029785,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:13Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_02,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_02_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,2,SEED_002,"[0.5, 0.0, 0.0]","[0.5, 0.0, 0.0]","[0.4701417823889832, 0.030924074696219148, 0.025520816845193417]","[[5.410419558223583e-07, 1.022974952030884e-07, 0.0], [1.0229749520308839e-07, 1.1094372519492703e-06, 0.0], [0.0, 0.0, 2.3162012649314058e-06]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_02_v0002.npz,1787327715.017869,1787327717.0178943,40,91.06731414794922,51.767826080322266,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:17Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_03,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_03_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,3,SEED_003,"[0.0, -0.25, 0.0]","[0.0, -0.25, 0.0]","[-0.01422993819431833, -0.12191416617907234, 0.06780255167723838]","[[3.864386799896729e-06, 9.849530106692362e-07, 0.0], [9.84953010669236e-07, 5.976610598288516e-06, 0.0], [0.0, 0.0, 8.248059110730025e-06]]",True,,True,True,2,3,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_03_v0003.npz,1787327719.0282326,1787327721.028266,40,94.21086311340332,69.69523429870605,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:21Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_04,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_04_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,4,SEED_004,"[0.0, 0.25, 0.0]","[0.0, 0.25, 0.0]","[0.043370709746748975, 0.13177683508780014, -0.004348247404023497]","[[3.977328489840112e-06, -7.772932028122499e-07, 0.0], [-7.772932028122498e-07, 2.9049445597286854e-06, 0.0], [0.0, 0.0, 3.056497120988552e-06]]",True,,True,True,3,4,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_04_v0004.npz,1787327723.0407555,1787327725.0407848,40,89.14875984191895,52.369117736816406,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:25Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_05,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_05_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,5,SEED_005,"[0.0, 0.0, -0.7]","[0.0, 0.0, -0.7]","[0.0062279581779752305, -0.05078978070720802, -0.5941344846911732]","[[9.825412420312909e-06, -3.6906636958465855e-06, 0.0], [-3.6906636958465855e-06, 1.4556085183198144e-05, 0.0], [0.0, 0.0, 2.7696040116940203e-05]]",True,,True,True,4,5,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_05_v0005.npz,1787327727.0564132,1787327729.056447,39,92.28730201721191,55.351972579956055,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:29Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_06,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_06_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,6,SEED_006,"[0.0, 0.0, 0.7]","[0.0, 0.0, 0.7]","[0.006650948108692805, 0.0978212003291847, 0.4991947411600217]","[[1.034972584484339e-05, 2.5002088967315433e-06, 0.0], [2.5002088967315433e-06, 4.00552031063347e-06, 0.0], [0.0, 0.0, 5.10036595811382e-05]]",True,,True,True,5,6,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_06_v0006.npz,1787327731.0693333,1787327733.0693736,40,98.52981567382812,54.292917251586914,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:33Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_07,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_07_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,7,POOL_103,"[-0.553125, 0.292593, -0.6976]","[-0.553125, 0.292593, -0.6976]","[-0.4586788861672466, 0.14783201581792374, -0.6294504385163943]","[[7.025792126186739e-05, 6.073047492010815e-05, 0.0], [6.073047492010815e-05, 9.467281619909051e-05, 0.0], [0.0, 0.0, 2.0781699204524156e-06]]",True,,True,True,6,7,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_07_v0007.npz,1787327735.1201797,1787327737.1202064,40,100.7535457611084,71.81000709533691,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:37Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_08,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_08_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,8,POOL_167,"[-0.557812, -0.260494, 0.67456]","[-0.557812, -0.260494, 0.67456]","[-0.4647486937089921, -0.10959813331522614, 0.6638109276284986]","[[3.840345510081429e-05, -5.944287926245002e-05, 0.0], [-5.944287926245003e-05, 0.00012708039393893037, 0.0], [0.0, 0.0, 1.5952289064899855e-06]]",True,,True,True,7,8,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_08_v0008.npz,1787327739.177221,1787327741.1772428,40,108.97254943847656,80.01255989074707,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:41Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_09,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_09_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,9,POOL_158,"[0.454688, -0.282716, -0.66944]","[0.454688, -0.282716, -0.66944]","[0.4143485091028646, -0.32156085978783644, -0.5942424939236559]","[[0.00010765101317843834, 7.98861341424019e-05, 0.0], [7.988613414240189e-05, 7.57413018591928e-05, 0.0], [0.0, 0.0, 1.6891229280615355e-06]]",True,,True,True,8,9,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_09_v0009.npz,1787327743.3038461,1787327745.303878,39,95.33572196960449,52.214860916137695,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:45Z
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_10,NAV_BLOCK_01_B5_active_no_task_CALIBRATION_10_attempt_01,NAV_BLOCK_01,B5_active_no_task,,,calibration,10,POOL_262,"[0.557812, 0.230864, 0.66176]","[0.557812, 0.230864, 0.66176]","[0.5123468742754579, 0.31102662823567084, 0.6256766362466823]","[[3.702198631195379e-05, -7.12545643219745e-05, 0.0], [-7.12545643219745e-05, 0.00024997477597542495, 0.0], [0.0, 0.0, 2.5921867350476848e-06]]",True,,True,True,9,10,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_CALIBRATION_10_v0010.npz,1787327747.4102087,1787327749.4102397,39,90.15631675720215,63.40622901916504,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,SUCCESS,completed,2026-08-21T15:55:50Z
