run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,route_order,posterior_path,start_pose_error_m,start_yaw_error_deg,start_reference_age_ms,start_scan_age_ms,start_stable_samples,status,terminal_reason,success,route_reached,data_quality_valid,data_quality_reason,freshness_rule_version,collision,duration_s,path_length_m,final_goal_distance_m,route_goal_count,waypoints_reached,trace_ticks,planned_action_rate_hz,reference_rate_hz,scan_rate_hz,max_scan_age_ms,max_reference_age_ms,max_sent_action_age_ms,max_reference_source_age_ms,max_reference_receive_gap_ms,max_scan_receive_gap_ms,max_planned_action_receive_gap_ms,max_active_action_receive_gap_ms,max_active_action_receive_age_ms,bag_path,created_at
p8_nav_official_20260821_r31,NAV_BLOCK_01_B5_active_no_task_NAV_real_weighted_arc,NAV_BLOCK_01_B5_active_no_task_NAV_real_weighted_arc_attempt_01,NAV_BLOCK_01,B5_active_no_task,real_weighted_arc,B,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/posterior/NAV_BLOCK_01_B5_active_no_task_final.npz,0.005874875619429146,1.394146555179387,71.96736335754395,71.95234298706055,20,SUCCESS,reached,True,True,True,,p8_navigation_freshness_v2,False,19.25152885100033,7.7547426209187345,0.2228039074707185,4,3,547,28.465271731991578,19.99841170951963,19.99841170951963,101.93347930908203,145.06196975708008,16.231060028076172,97.23472595214844,80.38115501403809,60.655832290649414,61.11860275268555,61.11860275268555,12.841939926147461,/home/unitree/lly/p8_real/p8_nav_official_20260821_r31/bags/NAV_BLOCK_01_B5_active_no_task_part_01,2026-08-21T15:57:16Z
