scenario,seed,method,false_alarm,detected,detection_delay_trials,pre_shift_rmse,initial_shifted_rmse,target_rmse,recovered,recovery_trials,final_rmse
confirm_friction_payload,10101,passive,False,True,2,0.11388530302346364,0.15922475302763628,0.14,True,6,0.11349897918041922
confirm_friction_payload,10102,passive,False,True,2,0.102170066858326,0.13371840409638205,0.1328210869158238,True,4,0.08898431745217128
confirm_friction_payload,10103,passive,False,True,2,0.14043053743961456,0.15695902461599395,0.14,True,6,0.11469018944474009
confirm_friction_payload,10104,passive,False,True,2,0.12778214217053285,0.12500681706588343,0.14,True,4,0.09352030096885969
confirm_friction_payload,10105,passive,False,True,2,0.11370135324646752,0.1420001472639175,0.14,True,6,0.10147995289380891
confirm_friction_payload,10106,passive,False,True,2,0.12945210339609015,0.16154390880795244,0.14,True,7,0.09394811531911668
confirm_friction_payload,10107,passive,False,True,2,0.11860145713839744,0.15162770148363555,0.14,True,5,0.09172631798210609
confirm_friction_payload,10108,passive,False,True,2,0.1387683916699601,0.1580453539327319,0.14,True,6,0.11913665636731517
confirm_friction_payload,10109,passive,False,True,2,0.1067262548322661,0.13535325568964535,0.13874413128194593,True,4,0.11866178146257435
confirm_friction_payload,10110,passive,False,True,2,0.12305972061167762,0.1515151675314052,0.14,True,6,0.1178573557597486
confirm_friction_payload,10111,passive,False,True,2,0.12993400850506615,0.1454979027073936,0.14,True,4,0.10615538931004145
confirm_friction_payload,10112,passive,False,True,2,0.12544221758971302,0.12359591826948949,0.14,True,5,0.07938611213355044
confirm_friction_payload,10113,passive,False,True,2,0.10570363473472495,0.13565620690861976,0.13741472515514244,True,5,0.07872074444159873
confirm_friction_payload,10114,passive,False,True,2,0.12707184414402328,0.15103860335462257,0.14,True,5,0.09008430221309989
confirm_friction_payload,10115,passive,False,True,2,0.12850734307502268,0.14990131054220238,0.14,True,5,0.10251435481065724
confirm_friction_payload,10116,passive,False,True,2,0.13019222626288973,0.16746833626366558,0.14,True,7,0.12893063468533073
confirm_friction_payload,10117,passive,False,True,2,0.13043363692762763,0.1430341669376035,0.14,True,6,0.09429875528323287
confirm_friction_payload,10118,passive,False,True,2,0.13717846321864363,0.17326356948927477,0.14,True,7,0.12811053534461958
confirm_friction_payload,10119,passive,False,True,2,0.10114913858387782,0.1345541536122599,0.13149388015904118,True,5,0.09131562494454357
confirm_friction_payload,10120,passive,False,True,2,0.11730773701315138,0.13580090999603064,0.14,True,5,0.08975222975782167
confirm_friction_payload,10121,passive,False,True,2,0.12134591895033219,0.14350136707234665,0.14,True,6,0.08847792646011884
confirm_friction_payload,10122,passive,False,True,2,0.13777254142682857,0.15418490225718326,0.14,True,5,0.1019814053708311
confirm_friction_payload,10123,passive,False,True,2,0.13045034749999404,0.12730800066230238,0.14,True,4,0.0939557296763367
confirm_friction_payload,10124,passive,False,True,2,0.1234730589786457,0.15591291309432703,0.14,True,9,0.08779400268336894
confirm_friction_payload,10125,passive,False,True,2,0.12679407047160862,0.10989688966468514,0.14,True,4,0.08215606311008966
confirm_friction_payload,10126,passive,False,True,2,0.12682523641444934,0.14978934773802352,0.14,True,6,0.09312415596869343
confirm_friction_payload,10127,passive,False,True,5,0.1273456554272334,0.14199226297350032,0.14,True,4,0.09749017075081529
confirm_friction_payload,10128,passive,False,True,2,0.12494817698886596,0.132084324742475,0.14,True,4,0.10512193222449956
confirm_friction_payload,10129,passive,False,True,2,0.11361427861004351,0.13897925788752413,0.14,True,4,0.11899680398450338
confirm_friction_payload,10130,passive,False,True,2,0.12845447268695964,0.14020651214729626,0.14,True,4,0.10673429239222824
confirm_friction_payload,10131,passive,False,True,1,0.14766327614707098,0.12428514682982936,0.14,True,4,0.08640510640926656
confirm_friction_payload,10132,passive,False,True,2,0.12821761851381763,0.13328552435699892,0.14,True,5,0.10610687428805819
confirm_friction_payload,10133,passive,False,True,2,0.11871466295599196,0.15098883831125048,0.14,True,6,0.09345017025574133
confirm_friction_payload,10134,passive,False,True,2,0.1142433038401855,0.1365452720775202,0.14,True,5,0.09323375245133725
confirm_friction_payload,10135,passive,False,True,2,0.10943179066959534,0.13222352179732097,0.14,True,4,0.09235584860413852
confirm_friction_payload,10136,passive,False,True,2,0.10391877848300866,0.11567931559143176,0.13509441202791128,True,5,0.07893069270720993
confirm_friction_payload,10137,passive,False,True,2,0.12396368171966697,0.1362813750002556,0.14,True,4,0.11460050019857022
confirm_friction_payload,10138,passive,False,True,2,0.13109612623184458,0.16103822524614728,0.14,True,8,0.08136974802269233
confirm_friction_payload,10139,passive,False,True,2,0.12849433778969774,0.1419680630618383,0.14,True,6,0.1057043291390637
confirm_friction_payload,10140,passive,False,True,2,0.12421288263506931,0.1472345450553248,0.14,True,5,0.1396579929436105
confirm_friction_payload,10141,passive,False,True,2,0.13422479523963868,0.1509227275222193,0.14,True,6,0.1007717573669627
confirm_friction_payload,10142,passive,False,True,2,0.12665200155677386,0.1402877726210883,0.14,True,4,0.12089165289703599
confirm_friction_payload,10143,passive,False,True,2,0.12822756187430964,0.14713473176293645,0.14,True,5,0.08461232961384954
confirm_friction_payload,10144,passive,False,True,2,0.12881526840542978,0.14464379557368315,0.14,True,4,0.10460021875784162
confirm_friction_payload,10145,passive,False,True,2,0.132829313964942,0.1558175806576532,0.14,True,8,0.08400869278216372
confirm_friction_payload,10146,passive,False,True,2,0.12543029457020616,0.141721374093589,0.14,True,4,0.1155527897093526
confirm_friction_payload,10147,passive,False,True,2,0.12324828743404947,0.14932113924054427,0.14,True,6,0.09260702815342127
confirm_friction_payload,10148,passive,False,True,2,0.12478490728345046,0.14382990616398747,0.14,True,5,0.08856615679492233
confirm_friction_payload,10149,passive,False,True,2,0.10676344568628686,0.11775108573725764,0.13879247939217293,True,4,0.09894310175072607
confirm_friction_payload,10150,passive,False,True,2,0.1043166647885766,0.13950238665442835,0.1356116642251496,True,4,0.11207101054382111
confirm_friction_payload,10151,passive,False,True,2,0.10952975093021723,0.1511418618217043,0.14,True,6,0.10520015621345057
confirm_friction_payload,10152,passive,False,True,2,0.1094401010213184,0.13607306922218973,0.14,True,4,0.09870200692141863
confirm_friction_payload,10153,passive,False,True,2,0.13040087815447088,0.14989089901669858,0.14,True,6,0.09267366557896624
confirm_friction_payload,10154,passive,False,True,2,0.13169424543364083,0.14971105027929477,0.14,True,5,0.08576552304061646
confirm_friction_payload,10155,passive,False,True,2,0.119222850826928,0.138868004220294,0.14,True,5,0.08840968104609137
confirm_friction_payload,10156,passive,False,True,2,0.12213023334406203,0.141014439322977,0.14,True,4,0.11414496000214483
confirm_friction_payload,10157,passive,False,True,2,0.1241651819231906,0.11817582629830407,0.14,True,5,0.0730538911547024
confirm_friction_payload,10158,passive,False,True,2,0.11747779715277182,0.14172331125456497,0.14,True,5,0.08479645159664363
confirm_friction_payload,10159,passive,False,True,2,0.12787297599124853,0.13462564162289145,0.14,True,4,0.11460226318974266
confirm_friction_payload,10160,passive,False,True,2,0.13926130586004482,0.1467950247557926,0.14,True,6,0.09684532242324342
confirm_friction_payload,10161,passive,False,True,2,0.1286627469456456,0.1419885631362709,0.14,True,4,0.12587889678380926
confirm_friction_payload,10162,passive,False,True,2,0.1309885067634444,0.12867477312277215,0.14,True,4,0.10867939566977562
confirm_friction_payload,10163,passive,False,True,2,0.12430639290134186,0.14318437953796243,0.14,True,6,0.08801166070023504
confirm_friction_payload,10164,passive,False,True,2,0.1287070969840198,0.148977066052479,0.14,True,6,0.10685280509322982
confirm_friction_payload,10165,passive,False,True,2,0.1265108083360053,0.14924090986490696,0.14,True,6,0.09214992667047149
confirm_friction_payload,10166,passive,False,True,2,0.12585694226834446,0.1484767048546786,0.14,True,6,0.10436420904537685
confirm_friction_payload,10167,passive,False,True,2,0.11375876227329405,0.1416058419881157,0.14,True,5,0.09366342435439944
confirm_friction_payload,10168,passive,False,True,1,0.1263515301854929,0.13327333096825877,0.14,True,5,0.08408783542026603
confirm_friction_payload,10169,passive,False,True,2,0.10462021644136558,0.13878441043647122,0.13600628137377527,True,5,0.10333514350537253
confirm_friction_payload,10170,passive,False,True,2,0.11614411928094347,0.1565834047079134,0.14,True,7,0.1130107524045212
confirm_friction_payload,10171,passive,False,True,2,0.10334825824483203,0.14194618210221038,0.13435273571828163,True,6,0.11552136672451237
confirm_friction_payload,10172,passive,False,True,2,0.13134059808627863,0.13847173476340555,0.14,True,4,0.11844272975824013
