family,method,seed,primary_crossing_trial,audit_rmse,audit_rmse_vx,audit_rmse_vy,audit_rmse_wz,audit_coverage_vx,audit_coverage_vy,audit_coverage_wz
affine,lhs,1009,28,0.02276670067474356,0.016223030027893583,0.010972913793855218,0.03422537711153513,0.9816887080366226,0.960325534079349,0.9582909460834181
affine,lhs,1010,27,0.020690123759856096,0.01401830527710291,0.007170209429683002,0.0321919070184871,0.953204476093591,0.9694811800610377,0.9582909460834181
affine,lhs,1011,25,0.019782535847526997,0.013582209888404492,0.015977156917919323,0.027097974187078665,0.9471007121057986,0.9471007121057986,0.9389623601220752
affine,lhs,1012,23,0.016797640949618033,0.019070212742041147,0.008264779371131374,0.02035933771851794,0.8779247202441506,0.9338758901322483,0.948118006103764
affine,lhs,1013,26,0.016844724590035113,0.012883500694689215,0.021348751207281576,0.015148612850090847,0.9460834181078331,0.9613428280773143,0.9847405900305188
affine,lhs,1014,35,0.01705950089660354,0.019949771567861114,0.0142079424921642,0.01652938888928341,0.9226856561546287,0.9450661241098678,0.9521871820956256
affine,lhs,1015,22,0.026958905959088345,0.029073188313165087,0.009844804945103258,0.035187744577239076,0.866734486266531,0.9816887080366226,0.9501525940996948
affine,lhs,1016,28,0.022097131344954793,0.022886324096403465,0.016141820807728184,0.02608653735922279,0.9338758901322483,0.9643947100712106,0.9582909460834181
affine,lhs,1017,27,0.02319743825731257,0.03240529820746848,0.018263678485863046,0.015188749828591855,0.9064089521871821,0.9287894201424212,0.965412004069176
affine,lhs,1018,32,0.026148168116239802,0.031126870726643174,0.016871645255939767,0.028242620144561446,0.9389623601220752,0.9247202441505595,0.9633774160732451
affine,lhs,1019,23,0.018164100166204292,0.01710332990930869,0.00831229968736636,0.025063626722094008,0.8809766022380467,0.9796541200406917,0.9674465920651069
affine,lhs,1020,25,0.015531057868757121,0.01994976571155938,0.009320905480662174,0.015452146926640912,0.9003051881993896,0.9674465920651069,0.9796541200406917
deadzone,active,1001,18,0.021626850071007016,0.011053625545604807,0.015769369248689883,0.03212952361578794,0.8687690742624619,0.960325534079349,0.7446592065106816
deadzone,active,1002,18,0.017758317053051465,0.014047733481795695,0.01545090928401924,0.02258326947081711,0.960325534079349,0.9420142421159715,0.9898270600203459
deadzone,active,1003,18,0.021640468872323564,0.008741783486436353,0.015923350080449275,0.03278654941792047,0.987792472024415,0.9165818921668362,0.6449643947100712
deadzone,active,1004,18,0.01596006447144845,0.010483694678465676,0.01857110908876541,0.017589116717455115,0.982706002034588,0.8911495422177009,0.9674465920651069
deadzone,active,1005,18,0.021010814075788784,0.021390542598774973,0.013890010883015133,0.02595910648273176,0.9755849440488301,0.9298067141403866,0.982706002034588
deadzone,active,1006,18,0.02013356278615467,0.0186889584762273,0.010883123731615159,0.027356196744216896,0.970498474059003,0.9572736520854527,0.9796541200406917
deadzone,active,1007,18,0.025013187102734803,0.013178928664740804,0.015582075769454466,0.03821640146682975,0.9247202441505595,0.8168870803662258,0.9471007121057986
deadzone,active,1008,18,0.021449839272674305,0.01948571956136992,0.018792708785169646,0.02544459950877859,0.91353001017294,0.9542217700915565,0.960325534079349
deadzone,active,1009,18,0.019650896306746986,0.01899426528300297,0.019262572674228814,0.020655371149038437,0.953204476093591,0.9643947100712106,0.9664292980671414
deadzone,active,1010,18,0.0188747616632376,0.020008283168272686,0.013892071749235787,0.021804789168996155,0.982706002034588,0.9776195320447609,0.982706002034588
deadzone,active,1011,18,0.017672454783071945,0.01391743194502603,0.016552673348941182,0.02166243447163752,0.9471007121057986,0.9491353001017294,0.9450661241098678
deadzone,active,1012,18,0.020066772540022863,0.016741354151260875,0.015914471238558096,0.025970805665173624,0.9247202441505595,0.8891149542217701,0.9114954221770092
deadzone,active,1013,18,0.022191194871952622,0.020008458006585298,0.018973450291494685,0.026777176508545896,0.9735503560528993,0.9511698880976602,0.9766022380467956
deadzone,active,1014,18,0.02047981864798082,0.012021990729199043,0.01088328034868153,0.03154829414281548,0.9806714140386572,0.970498474059003,0.9664292980671414
deadzone,active,1015,18,0.014735565428087126,0.014239992748418194,0.01024051267991983,0.018540905372546074,0.9745676500508647,0.9796541200406917,0.9298067141403866
deadzone,active,1016,18,0.02012451353634154,0.013879003552209043,0.018742277452260547,0.025905374568290573,0.9888097660223805,0.7985757884028484,0.9633774160732451
deadzone,active,1017,18,0.02099152571324133,0.022887447915941297,0.008039951152428483,0.027082399610644785,0.960325534079349,0.9847405900305188,0.768056968463886
deadzone,active,1018,18,0.02040011449267086,0.01011926487075654,0.019030581446095072,0.02799877608470151,0.960325534079349,0.9257375381485249,0.8992878942014242
deadzone,active,1019,18,0.022124549046141164,0.01565155803919638,0.012075455742741312,0.032828327874506215,0.8850457782299085,0.982706002034588,0.9582909460834181
deadzone,active,1020,18,0.031799973268313575,0.0344832681390854,0.01923134479661888,0.03840279280674608,0.8290946083418108,0.9582909460834181,0.8565615462868769
deadzone,active_no_task,1001,23,0.023719978318318603,0.025929712454808598,0.012051632679475871,0.02950119109518202,0.8311291963377416,0.9287894201424212,0.8870803662258393
deadzone,active_no_task,1002,23,0.017792677405914507,0.011944820973139567,0.013596814863313496,0.024943656213659685,0.948118006103764,0.9175991861648016,0.9643947100712106
deadzone,active_no_task,1003,23,0.021038641882639875,0.012157476384226814,0.02521111795005403,0.02333385215675579,0.9633774160732451,0.9043743641912513,0.8880976602238047
deadzone,active_no_task,1004,23,0.02177116102317335,0.017119627538735402,0.0119050353120292,0.03141876579442831,0.9582909460834181,0.9237029501525941,0.91353001017294
deadzone,active_no_task,1005,23,0.019697654228461477,0.01671760914669493,0.018463635855141866,0.02331541210742676,0.9440488301119023,0.9766022380467956,0.9511698880976602
deadzone,active_no_task,1006,23,0.028183961625652627,0.03583398200109108,0.01605032938422259,0.029005512223579513,0.8982706002034588,0.9562563580874873,0.9643947100712106
deadzone,active_no_task,1007,23,0.02935996557816986,0.031010068598203645,0.02795682001692594,0.029031269285545724,0.9267548321464903,0.8331637843336724,0.9440488301119023
deadzone,active_no_task,1008,23,0.020425301687079508,0.02562110104983742,0.01249003360194264,0.02095559802632703,0.9043743641912513,0.8769074262461851,0.953204476093591
deadzone,active_no_task,1009,23,0.019340453251370942,0.00830096878298938,0.00984940372416978,0.030923171885295666,0.9867751780264497,0.9359104781281791,0.9267548321464903
deadzone,active_no_task,1010,23,0.020807566590465447,0.029566265951080743,0.009358394625055923,0.01836085101518033,0.960325534079349,0.9237029501525941,0.9694811800610377
deadzone,active_no_task,1011,23,0.022315051089829997,0.01185799517513379,0.022459171628809164,0.029135169050468316,0.9745676500508647,0.8708036622583927,0.948118006103764
deadzone,active_no_task,1012,23,0.024813056514491248,0.024916065120535704,0.01433656945236453,0.031948643101402,0.9328585961342828,0.9735503560528993,0.9084435401831129
deadzone,active_no_task,1013,23,0.02500581727250795,0.018982470662730913,0.02630450726148909,0.028698630588705764,0.9348931841302136,0.9023397761953205,0.940996948118006
deadzone,active_no_task,1014,23,0.013594935887682817,0.009952366197533377,0.012215046749376693,0.017498853829647127,0.9674465920651069,0.9572736520854527,0.953204476093591
deadzone,active_no_task,1015,23,0.020880907254768124,0.02727171158580396,0.00585627759501451,0.023021612090762502,0.9053916581892166,0.9766022380467956,0.9298067141403866
deadzone,active_no_task,1016,23,0.029183809379455118,0.015147228983069526,0.02296997011237198,0.042403138054397736,0.9572736520854527,0.8779247202441506,0.9267548321464903
deadzone,active_no_task,1017,23,0.036004368943914546,0.0267355764609244,0.012306289431378454,0.054979159150370466,0.8982706002034588,0.965412004069176,0.8494404883011191
deadzone,active_no_task,1018,23,0.015918757648606077,0.018720642598070967,0.010052655913595164,0.01756992273811453,0.953204476093591,0.9460834181078331,0.9623601220752798
deadzone,active_no_task,1019,23,0.020004630296390147,0.02373600171301695,0.010269188403278302,0.02305865763879983,0.9389623601220752,0.9745676500508647,0.91353001017294
deadzone,active_no_task,1020,23,0.020946515987371968,0.01377946958061566,0.013796443372316468,0.030594999009299535,0.9521871820956256,0.9267548321464903,0.8860630722278738
deadzone,d_opt,1001,19,0.030943974966450308,0.03132217625496635,0.018711227355051253,0.03926066741273402,0.8158697863682605,0.9175991861648016,0.8331637843336724
deadzone,d_opt,1002,19,0.029597539142253926,0.0283579290022813,0.01824515209297816,0.038613278255509816,0.91353001017294,0.896236012207528,0.9542217700915565
deadzone,d_opt,1003,19,0.034127547074565716,0.008909068668138662,0.024403458745845756,0.053095838864135936,0.9715157680569685,0.775178026449644,0.7822990844354019
deadzone,d_opt,1004,19,0.024192110027593357,0.016102014339866907,0.02137367434530944,0.03224384812550962,0.9501525940996948,0.9064089521871821,0.9155645981688708
deadzone,d_opt,1005,19,0.020734114642484047,0.019795424633866115,0.01594675516386443,0.02536834037401153,0.9247202441505595,0.9664292980671414,0.9420142421159715
deadzone,d_opt,1006,19,0.02305042345938954,0.02954281652030439,0.012857325588488351,0.023577048919039067,0.9450661241098678,0.9745676500508647,0.9501525940996948
deadzone,d_opt,1007,19,0.029267789376155567,0.006456321947152465,0.012303292662826985,0.048751978231334994,0.9766022380467956,0.7985757884028484,0.9186164801627671
deadzone,d_opt,1008,19,0.02836326548652293,0.03181929251189795,0.033665108591563186,0.01635902120352815,0.91353001017294,0.7741607324516785,0.9776195320447609
deadzone,d_opt,1009,19,0.028428317736480604,0.028113540514972037,0.019521461371057133,0.03539843405618731,0.9633774160732451,0.9369277721261444,0.8036622583926755
deadzone,d_opt,1010,19,0.019751045723671378,0.018891728896383176,0.019622517923382758,0.02069712035979295,0.9420142421159715,0.8728382502543235,0.9725330620549338
deadzone,d_opt,1011,19,0.02585019370226623,0.021045872486713798,0.028068145775298807,0.02781992069261903,0.9552390640895219,0.8474059003051883,0.9440488301119023
deadzone,d_opt,1012,19,0.027780607121677615,0.03076542795825709,0.016825584385330418,0.03294957585135857,0.82706002034588,0.953204476093591,0.9440488301119023
deadzone,d_opt,1013,19,0.019501953366342965,0.015236113582458473,0.02293549238808471,0.019565341477407933,0.9572736520854527,0.9369277721261444,0.970498474059003
deadzone,d_opt,1014,19,0.016188293748742765,0.010818830423999401,0.010259894021940998,0.02374594799964903,0.9593082400813835,0.9623601220752798,0.9420142421159715
deadzone,d_opt,1015,19,0.016542436231987027,0.01849100906164508,0.009826387555110113,0.019557128648321764,0.8494404883011191,0.9684638860630722,0.9613428280773143
deadzone,d_opt,1016,19,0.029422636362734497,0.015042321986999547,0.013250641415922084,0.04685321379486363,0.9694811800610377,0.9053916581892166,0.9338758901322483
deadzone,d_opt,1017,19,0.044223979739806685,0.013170003005995759,0.01944044541633609,0.07291022736843589,0.9287894201424212,0.9460834181078331,0.7405900305188199
deadzone,d_opt,1018,19,0.016923920257079055,0.010816790119347795,0.022262541892919218,0.015704569735714175,0.9745676500508647,0.930824008138352,0.9542217700915565
deadzone,d_opt,1019,19,0.0356724296573367,0.014667086755415499,0.010438485213088131,0.05910567913101215,0.9623601220752798,0.9816887080366226,0.775178026449644
deadzone,d_opt,1020,19,0.024490621432903047,0.015885241834500054,0.01159131001442177,0.03758553230324568,0.9247202441505595,0.953204476093591,0.854526958290946
deadzone,lhs,1001,32,0.019070102335878875,0.01803297349594987,0.010169022784211241,0.025737312443439794,0.9440488301119023,0.953204476093591,0.9287894201424212
deadzone,lhs,1002,31,0.02089026878211199,0.02267518997717348,0.015070979576391365,0.023830890110814882,0.9318413021363174,0.9216683621566633,0.9694811800610377
deadzone,lhs,1003,30,0.02104619572548859,0.012287461353515949,0.01517046622511299,0.030784774021345045,0.965412004069176,0.9542217700915565,0.9043743641912513
deadzone,lhs,1004,26,0.022975631506297816,0.01842545775248028,0.010042601618112521,0.03381253596953359,0.960325534079349,0.948118006103764,0.9450661241098678
deadzone,lhs,1005,32,0.02215072483357986,0.027931692048414565,0.00872404328045826,0.024812808791270256,0.8718209562563581,0.9806714140386572,0.8819938962360122
deadzone,lhs,1006,29,0.02787265816791615,0.027307588858174556,0.016372481035303997,0.03628901590754453,0.9389623601220752,0.9338758901322483,0.9664292980671414
deadzone,lhs,1007,27,0.01736356237932567,0.011096355270691872,0.015276893678663174,0.023408701688466427,0.9043743641912513,0.9125127161749745,0.8942014242115972
deadzone,lhs,1008,29,0.019575341445100005,0.019328449396071822,0.0121286712123576,0.025077646553111163,0.9460834181078331,0.8819938962360122,0.9806714140386572
deadzone,lhs,1009,28,0.024422935188406634,0.015699533812196558,0.010598244927566522,0.03782381699652138,0.9806714140386572,0.948118006103764,0.9043743641912513
deadzone,lhs,1010,27,0.019538857709458256,0.012297929688212207,0.007906042944720514,0.030521407112244874,0.9572736520854527,0.8799593082400814,0.9613428280773143
deadzone,lhs,1011,25,0.023400798850927215,0.014965440498496125,0.026987626632182127,0.026277286009642888,0.9471007121057986,0.8789420142421159,0.9237029501525941
deadzone,lhs,1012,23,0.01925106587968177,0.02010389216158686,0.00881929298714508,0.02509709552266402,0.8697863682604272,0.9074262461851476,0.948118006103764
deadzone,lhs,1013,26,0.01834033993301115,0.012187806893189613,0.024664827152964402,0.015881053844878184,0.9389623601220752,0.9552390640895219,0.9837232960325534
deadzone,lhs,1014,35,0.020027238905705996,0.022404636255335827,0.018342512532172266,0.01910118851882958,0.9104781281790437,0.9399796541200407,0.9511698880976602
deadzone,lhs,1015,22,0.03059364014175549,0.030183796311147548,0.010749020384905047,0.042205561865490536,0.8474059003051883,0.9776195320447609,0.9440488301119023
deadzone,lhs,1016,28,0.022058081680005944,0.021709571191544378,0.019340263555745186,0.024785593123405822,0.9318413021363174,0.9216683621566633,0.9623601220752798
deadzone,lhs,1017,27,0.02852355772225058,0.030619440017344617,0.016098168410738363,0.03527150269335605,0.8891149542217701,0.9389623601220752,0.8952187182095626
deadzone,lhs,1018,32,0.025085778656073573,0.03225972784374653,0.01439556793905615,0.02529755829134448,0.9277721261444557,0.9298067141403866,0.9643947100712106
deadzone,lhs,1019,23,0.020803431672453902,0.01689399523557669,0.009125275091733767,0.030490499955426603,0.8758901322482198,0.9766022380467956,0.9542217700915565
deadzone,lhs,1020,25,0.023336984839085455,0.016543203281327835,0.011568796363454576,0.03501899427500305,0.9125127161749745,0.965412004069176,0.9196337741607324
heteroscedastic,active,1001,20,0.027818666786585837,0.024330636556800365,0.01536304403995098,0.03864753120079858,0.9277721261444557,0.940996948118006,0.9318413021363174
heteroscedastic,active,1002,20,0.026953261165128015,0.033952938055831786,0.013207877856646073,0.02919220481922462,0.7924720244150559,0.953204476093591,0.9745676500508647
heteroscedastic,active,1003,20,0.015111273977010257,0.008787444662808497,0.009395457208081543,0.0227938150333372,0.9898270600203459,0.8596134282807731,0.884028484231943
heteroscedastic,active,1004,20,0.02625504276571949,0.016350427891551687,0.013107740578279164,0.04035879652052299,0.9542217700915565,0.9125127161749745,0.8565615462868769
heteroscedastic,active,1005,20,0.02226574566734403,0.029185198496556753,0.013587491752884965,0.0212342776413612,0.9837232960325534,0.9725330620549338,0.9837232960325534
heteroscedastic,active,1006,20,0.024013643509366765,0.024138716286219025,0.011065341180896367,0.032013213278092534,0.9643947100712106,0.8992878942014242,0.9776195320447609
heteroscedastic,active,1007,20,0.02298007621309437,0.02375715999614194,0.014632377914920391,0.028385605044662008,0.9420142421159715,0.930824008138352,0.9186164801627671
heteroscedastic,active,1008,20,0.02119850226899937,0.02687010116732847,0.012676678579839376,0.021573803067314958,0.9725330620549338,0.9725330620549338,0.9867751780264497
heteroscedastic,active,1009,20,0.016119570163452033,0.018144524813892244,0.01278596483954761,0.01693567090974727,0.9918616480162767,0.9694811800610377,0.9613428280773143
heteroscedastic,active,1010,20,0.01564844297055412,0.014380475782344923,0.00879232231004412,0.021225416059002133,0.987792472024415,0.9867751780264497,0.9908443540183113
heteroscedastic,active,1011,20,0.02171817981103427,0.013865010279216881,0.016650683653294092,0.030749865475289268,0.9582909460834181,0.943031536113937,0.9450661241098678
heteroscedastic,active,1012,20,0.022863736955976547,0.01944183073505054,0.014646802504210457,0.031236801962565907,0.884028484231943,0.8911495422177009,0.9318413021363174
heteroscedastic,active,1013,20,0.029048210299825926,0.01886711041425163,0.02124424104680935,0.04152240277043513,0.9125127161749745,0.9674465920651069,0.9633774160732451
heteroscedastic,active,1014,20,0.02262753671260822,0.017443933123825285,0.011376079742545132,0.033201058114223775,0.9298067141403866,0.9766022380467956,0.9664292980671414
heteroscedastic,active,1015,20,0.021780548494217976,0.01961029659937292,0.009123825608735966,0.030909043202159127,0.9684638860630722,0.930824008138352,0.9237029501525941
heteroscedastic,active,1016,20,0.024488483055692938,0.011036492900156018,0.018274043529191545,0.03665122869243128,0.987792472024415,0.9684638860630722,0.9511698880976602
heteroscedastic,active,1017,20,0.024309256222518616,0.028390244051248417,0.009754767551243004,0.02952386097731714,0.9542217700915565,0.9766022380467956,0.9440488301119023
heteroscedastic,active,1018,20,0.027476214241110363,0.02132705191148639,0.01824241002104267,0.03843433855888658,0.9725330620549338,0.8809766022380467,0.8158697863682605
heteroscedastic,active,1019,20,0.02385675008758444,0.023440949488386077,0.014846136088086907,0.03061940078710418,0.8789420142421159,0.9226856561546287,0.9613428280773143
heteroscedastic,active,1020,20,0.026405998027885236,0.0352909934931445,0.013413727342385757,0.025815652085450003,0.9318413021363174,0.9593082400813835,0.9857578840284842
heteroscedastic,active_no_task,1001,31,0.02611535286034916,0.018143766268025437,0.014071672073007361,0.038972127934495025,0.9643947100712106,0.9460834181078331,0.9074262461851476
