family,method,seed,primary_crossing_trial,audit_rmse,audit_rmse_vx,audit_rmse_vy,audit_rmse_wz,audit_coverage_vx,audit_coverage_vy,audit_coverage_wz
affine,active,1001,18,0.01717166909888787,0.010299248495844729,0.01563755287830782,0.02310824699807558,0.8931841302136317,0.9379450661241099,0.9552390640895219
affine,active,1002,18,0.018303875060386637,0.012663269148549504,0.01397446417787935,0.025484338172518693,0.9593082400813835,0.9582909460834181,0.9908443540183113
affine,active,1003,18,0.012658022829766316,0.007874685090334227,0.010838716212053645,0.017354774313695042,0.9888097660223805,0.8850457782299085,0.8921668362156663
affine,active,1004,18,0.012161307422774704,0.010897413829385513,0.012672069698002518,0.012820187833795137,0.9857578840284842,0.8911495422177009,0.960325534079349
affine,active,1005,18,0.019810708219475618,0.02112552365316726,0.0095669033164805,0.025289900984072296,0.9755849440488301,0.930824008138352,0.9725330620549338
affine,active,1006,18,0.021110840139953412,0.01886933067804826,0.013640140334274011,0.02819392923428344,0.9755849440488301,0.9562563580874873,0.9776195320447609
affine,active,1007,18,0.024028728689388296,0.013209632605960395,0.010578933819055083,0.038022771768406065,0.9287894201424212,0.8942014242115972,0.943031536113937
affine,active,1008,18,0.01736993513309364,0.0201812367832735,0.012920591210342025,0.018191205134798584,0.9155645981688708,0.9816887080366226,0.9735503560528993
affine,active,1009,18,0.014509097876329171,0.018010557812478983,0.014844783004746584,0.009316329125789717,0.9552390640895219,0.9664292980671414,0.9572736520854527
affine,active,1010,18,0.015446672476519673,0.019669617832696232,0.00887367755024826,0.01581654364393528,0.9837232960325534,0.9837232960325534,0.9928789420142421
affine,active,1011,18,0.015483731405015966,0.014106212386113271,0.012890454971102406,0.018817246276325323,0.9450661241098678,0.982706002034588,0.9277721261444557
affine,active,1012,18,0.01686651395436178,0.015899570895194136,0.013998666652694263,0.02011663133363745,0.9318413021363174,0.8870803662258393,0.9715157680569685
affine,active,1013,18,0.02254260598626827,0.019580520663924964,0.0193325907690541,0.027701288754177204,0.9766022380467956,0.9471007121057986,0.9664292980671414
affine,active,1014,18,0.019340364798005456,0.011275663299634083,0.011737041483542052,0.029278838875998532,0.9816887080366226,0.9796541200406917,0.9715157680569685
affine,active,1015,18,0.01456123594679405,0.014032901386635342,0.01147635972789412,0.017534526596505524,0.9847405900305188,0.9816887080366226,0.9155645981688708
affine,active,1016,18,0.018318293287021756,0.013516154630410204,0.013200147663913335,0.025490179922977453,0.9847405900305188,0.960325534079349,0.965412004069176
affine,active,1017,18,0.014956759696756609,0.022399726237542286,0.0040139452395094016,0.012379599750272537,0.9755849440488301,0.9867751780264497,0.9552390640895219
affine,active,1018,18,0.018546205460937198,0.009354196464594998,0.019281563765678824,0.023929177132732942,0.9664292980671414,0.9257375381485249,0.9155645981688708
affine,active,1019,18,0.022016588877515588,0.015227274949016021,0.011459794188104671,0.03303019485558603,0.8880976602238047,0.982706002034588,0.91353001017294
affine,active,1020,18,0.023906214732932852,0.03325518808471767,0.014539499982962358,0.019930296391844682,0.8392675483214649,0.965412004069176,0.9898270600203459
affine,active_no_task,1001,23,0.014135013260621334,0.015413449418093694,0.013395588718404487,0.013504798390092472,0.9643947100712106,0.9338758901322483,0.9613428280773143
affine,active_no_task,1002,23,0.018496077264662483,0.01271371760384107,0.01941680596276633,0.02208310787536838,0.9450661241098678,0.9399796541200407,0.9643947100712106
affine,active_no_task,1003,23,0.017742607063446846,0.007260405270214061,0.02379526123787858,0.01804085292210382,0.9867751780264497,0.9084435401831129,0.9623601220752798
affine,active_no_task,1004,23,0.0217959724720007,0.016642193662230454,0.013041311215230647,0.03127546706121193,0.960325534079349,0.9623601220752798,0.9145473041709054
affine,active_no_task,1005,23,0.017864034322293155,0.014393163460318364,0.018377585338867304,0.020309415784837567,0.9521871820956256,0.9735503560528993,0.965412004069176
affine,active_no_task,1006,23,0.02678525446327707,0.03422971215468718,0.012783035724344263,0.02858794104976631,0.8992878942014242,0.9623601220752798,0.970498474059003
affine,active_no_task,1007,23,0.02716087424095903,0.0321042523103154,0.020158754762680812,0.027858227844090814,0.9247202441505595,0.9155645981688708,0.940996948118006
affine,active_no_task,1008,23,0.020904318231629016,0.026194619297363456,0.016952130526769964,0.01836950605370762,0.9175991861648016,0.9471007121057986,0.9521871820956256
affine,active_no_task,1009,23,0.017451314176888763,0.00985033644399924,0.007293110208641789,0.027630173993771028,0.987792472024415,0.9501525940996948,0.9582909460834181
affine,active_no_task,1010,23,0.019042989148329782,0.028104881722106283,0.007581254623720759,0.01550956185154645,0.9623601220752798,0.9593082400813835,0.9735503560528993
affine,active_no_task,1011,23,0.021897895748973353,0.012856828211705758,0.022732475500653167,0.027504364029106453,0.9745676500508647,0.9501525940996948,0.943031536113937
affine,active_no_task,1012,23,0.019537216260371786,0.024940024501939797,0.012810314957923317,0.01894728123333416,0.9471007121057986,0.9735503560528993,0.970498474059003
affine,active_no_task,1013,23,0.02402688724265823,0.01916821435134462,0.024669350321008043,0.027493210889863798,0.9287894201424212,0.91353001017294,0.948118006103764
affine,active_no_task,1014,23,0.012414834090047754,0.01092550777282375,0.010012910179419743,0.015580732527550682,0.9735503560528993,0.9562563580874873,0.9511698880976602
affine,active_no_task,1015,23,0.0214570249146983,0.029269874800377158,0.006370366481593708,0.021997832043871634,0.9389623601220752,0.9776195320447609,0.9359104781281791
affine,active_no_task,1016,23,0.028367926930060947,0.015522100242077631,0.019248865952589952,0.04245896134553869,0.9643947100712106,0.9277721261444557,0.9338758901322483
affine,active_no_task,1017,23,0.02396197766800619,0.02544508545191181,0.010542560052659826,0.031047241023431534,0.9216683621566633,0.965412004069176,0.9460834181078331
affine,active_no_task,1018,23,0.014787650183425953,0.018265500003580425,0.011079115157587978,0.014129703138645228,0.9562563580874873,0.9521871820956256,0.9643947100712106
affine,active_no_task,1019,23,0.01607566818832785,0.024705998506977106,0.0077095366212652705,0.010269274850848163,0.9389623601220752,0.9796541200406917,0.9633774160732451
affine,active_no_task,1020,23,0.01649910726785758,0.013017356133271681,0.011075141394749667,0.022903085038804012,0.9552390640895219,0.9298067141403866,0.9613428280773143
affine,d_opt,1001,19,0.018724215627072955,0.018861077167872962,0.018252039791923226,0.01905023790006206,0.9389623601220752,0.9664292980671414,0.9582909460834181
affine,d_opt,1002,19,0.02650387383400502,0.030566800229496004,0.006092151197843613,0.033703447926573676,0.9287894201424212,0.9735503560528993,0.9643947100712106
affine,d_opt,1003,19,0.018809918783576476,0.004886891113562061,0.013858281338331575,0.02907757671344138,0.9816887080366226,0.8433367243133265,0.9460834181078331
affine,d_opt,1004,19,0.021886378480877558,0.017240344042943088,0.013082417117404774,0.031123328688812374,0.9562563580874873,0.965412004069176,0.91353001017294
affine,d_opt,1005,19,0.01867249592176671,0.02270404522141405,0.009748769945655532,0.02086801684338626,0.9399796541200407,0.9776195320447609,0.9816887080366226
affine,d_opt,1006,19,0.023748854660399978,0.028686406842508085,0.015187444387619323,0.025267684667999977,0.943031536113937,0.9694811800610377,0.9511698880976602
affine,d_opt,1007,19,0.031097501213647592,0.009232162425125718,0.007097530980326306,0.05258855366082856,0.9745676500508647,0.9684638860630722,0.9084435401831129
affine,d_opt,1008,19,0.02022125281909487,0.02939469762533641,0.011579255876866349,0.015118524450962626,0.9165818921668362,0.9593082400813835,0.9816887080366226
affine,d_opt,1009,19,0.021600638815197224,0.030605228876802396,0.007340027794026103,0.02022885931176741,0.9633774160732451,0.953204476093591,0.8769074262461851
affine,d_opt,1010,19,0.01722053446202771,0.019389810043521947,0.010309803804422663,0.020183746764763453,0.9471007121057986,0.953204476093591,0.9725330620549338
affine,d_opt,1011,19,0.020237295613963913,0.017891192810672817,0.010021754565245325,0.02842734698395548,0.9735503560528993,0.943031536113937,0.9369277721261444
affine,d_opt,1012,19,0.024647232739119024,0.02731755614560413,0.0175945542875552,0.027688283275474873,0.8830111902339777,0.9593082400813835,0.9633774160732451
affine,d_opt,1013,19,0.020470264233692116,0.016939757855860136,0.026335957872718748,0.01663000541499405,0.965412004069176,0.9318413021363174,0.9745676500508647
affine,d_opt,1014,19,0.015342679530475951,0.013172001718472312,0.0069963118638923846,0.0219941682397034,0.9664292980671414,0.9694811800610377,0.9511698880976602
affine,d_opt,1015,19,0.01807592830462899,0.022138800254111073,0.011120496965376219,0.01914224706699535,0.9521871820956256,0.9674465920651069,0.960325534079349
affine,d_opt,1016,19,0.030364452010450873,0.014435644686920214,0.0063043859997833525,0.05017834908926009,0.9786368260427264,0.9715157680569685,0.9277721261444557
affine,d_opt,1017,19,0.019942413048078096,0.01642986929769126,0.014861258541970799,0.026500979301715414,0.960325534079349,0.9511698880976602,0.9165818921668362
affine,d_opt,1018,19,0.015180084488589412,0.010758485470067306,0.022420249982374393,0.008537697368748208,0.9745676500508647,0.9257375381485249,0.9633774160732451
affine,d_opt,1019,19,0.019979158212458544,0.01235563782920738,0.011763330992502012,0.030107516444065105,0.970498474059003,0.9786368260427264,0.9338758901322483
affine,d_opt,1020,19,0.01762954899059101,0.01600054363477959,0.006291131960878133,0.025235040219450344,0.9338758901322483,0.948118006103764,0.9715157680569685
affine,lhs,1001,32,0.01983298277517356,0.018336826727292237,0.009929121912642187,0.027298625256560877,0.9511698880976602,0.9593082400813835,0.9582909460834181
affine,lhs,1002,31,0.018820695285974697,0.022559301185631084,0.008262523834688798,0.02203325538906391,0.9399796541200407,0.970498474059003,0.9715157680569685
affine,lhs,1003,30,0.021252509032353147,0.017233852932084338,0.014858365563893677,0.0289349391980654,0.9562563580874873,0.9643947100712106,0.9420142421159715
affine,lhs,1004,26,0.024779031586776724,0.017761379353156324,0.007905349254453603,0.038262776634397797,0.9694811800610377,0.9745676500508647,0.9379450661241099
affine,lhs,1005,32,0.021207509522969712,0.029381764549153387,0.005041353972465322,0.02146094225804109,0.8819938962360122,0.9806714140386572,0.8952187182095626
affine,lhs,1006,29,0.02680417410588644,0.026739489954715038,0.016578879451016385,0.03413988403035924,0.948118006103764,0.9389623601220752,0.9715157680569685
affine,lhs,1007,27,0.014600475583333907,0.011241537988119093,0.009991161648295678,0.02033042484450066,0.9104781281790437,0.9552390640895219,0.9094608341810784
affine,lhs,1008,29,0.015258830348363296,0.01581371249626801,0.012677660163395617,0.016961696279182304,0.953204476093591,0.9582909460834181,0.9796541200406917
