scenario,tier,seed,phase,trial,profile_phase,sample,timestamp_s,cmd_vx,cmd_vy,cmd_wz,effective_vx,effective_vy,effective_wz,pose_x,pose_y,pose_yaw,base_height,roll,pitch,velocity_vx,velocity_vy,velocity_wz,aborted,abort_reason
tier_a_deadzone,A,5306,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946129,0.00017392635,-0.0006244572,0.3819601,0.012190707,0.014070882,-0.014654001,-0.005256259,-0.0007777209,False,
tier_a_deadzone,A,5307,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946129,0.00017428398,-0.0006244579,0.3819599,0.012190717,0.014070882,-0.0146539975,-0.005256282,-0.0007777316,False,
tier_a_deadzone,A,5308,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946129,0.00017309189,-0.0006244565,0.3819599,0.01219072,0.014070879,-0.014653948,-0.005256271,-0.00077767664,False,
tier_a_deadzone,A,5309,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946241,0.00017499924,-0.0006244575,0.3819601,0.012190715,0.014070879,-0.014654007,-0.0052562607,-0.00077778305,False,
tier_a_deadzone,A,5310,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946296,0.00017392635,-0.0006244549,0.3819599,0.012190719,0.014070886,-0.014653973,-0.005256277,-0.00077766756,False,
tier_a_deadzone,A,5311,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946241,0.00017428398,-0.0006244558,0.38195992,0.012190713,0.014070879,-0.0146539835,-0.0052562575,-0.0007776303,False,
tier_a_deadzone,A,5312,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012946241,0.00017309189,-0.0006244596,0.3819601,0.012190717,0.014070879,-0.014653993,-0.0052562635,-0.0007778266,False,
tier_a_deadzone,A,5313,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012953281,0.00017499924,-0.0006244572,0.3819601,0.012190721,0.014070882,-0.014653997,-0.0052562766,-0.0007777705,False,
tier_a_deadzone,A,5314,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012953281,0.00017392635,-0.0006244542,0.3819599,0.012190717,0.014070882,-0.014653982,-0.0052562715,-0.00077761564,False,
tier_a_deadzone,A,5315,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012953281,0.00017428398,-0.0006244551,0.38195992,0.012190721,0.014070879,-0.014653992,-0.005256269,-0.0007776559,False,
tier_a_deadzone,A,5316,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012953281,0.00017309189,-0.0006244579,0.3819601,0.012190707,0.014070879,-0.014653999,-0.005256265,-0.00077779655,False,
tier_a_deadzone,A,5317,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012950897,0.00017499924,-0.0006244589,0.38195992,0.012190735,0.014070882,-0.014653988,-0.0052562775,-0.00077762495,False,
tier_a_deadzone,A,5318,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012950897,0.00017392635,-0.00062445854,0.3819601,0.0121907145,0.014070886,-0.014654004,-0.0052562533,-0.0007776471,False,
tier_a_deadzone,A,5319,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012950897,0.00017428398,-0.0006244582,0.3819599,0.012190724,0.014070882,-0.014653965,-0.005256278,-0.000777483,False,
tier_a_deadzone,A,5320,calibration,1,-1,2,0.04,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0012950897,0.00017309189,-0.0006244595,0.3819601,0.012190717,0.014070882,-0.014654017,-0.00525626,-0.00077768526,False,
tier_a_deadzone,A,5301,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0019021034,0.0003027916,-0.0013041396,0.36925903,0.017351557,0.020709442,-0.014381239,-0.007168719,-0.032434117,False,
tier_a_deadzone,A,5302,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0019021034,0.00030231476,-0.0013041382,0.36925864,0.017351579,0.020709438,-0.01438127,-0.007168777,-0.032434426,False,
tier_a_deadzone,A,5303,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0019021034,0.0003027916,-0.0013041337,0.36925903,0.01735156,0.02070945,-0.014381241,-0.007168743,-0.032433864,False,
tier_a_deadzone,A,5304,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0019021034,0.00030183792,-0.0013041378,0.36925903,0.017351553,0.020709446,-0.014381268,-0.007168722,-0.03243408,False,
tier_a_deadzone,A,5305,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018997192,0.0003027916,-0.001304135,0.36925858,0.017351577,0.020709438,-0.01438124,-0.0071687326,-0.032434106,False,
tier_a_deadzone,A,5306,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018997192,0.00030231476,-0.0013041337,0.36925903,0.017351547,0.020709453,-0.014381251,-0.0071687517,-0.032434035,False,
tier_a_deadzone,A,5307,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018997192,0.0003026724,-0.0013041351,0.36925858,0.017351573,0.02070943,-0.014381247,-0.0071687554,-0.03243414,False,
tier_a_deadzone,A,5308,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018997192,0.00030183792,-0.0013041344,0.36925858,0.017351571,0.020709435,-0.014381255,-0.00716873,-0.03243412,False,
tier_a_deadzone,A,5309,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018987171,0.0003027916,-0.0013041359,0.36925903,0.017351553,0.020709442,-0.014381272,-0.007168736,-0.03243403,False,
tier_a_deadzone,A,5310,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018987227,0.00030231476,-0.0013041324,0.36925858,0.017351577,0.020709435,-0.01438121,-0.007168757,-0.032434147,False,
tier_a_deadzone,A,5311,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018987227,0.0003026724,-0.0013041319,0.36925867,0.017351566,0.020709427,-0.014381246,-0.007168731,-0.03243416,False,
tier_a_deadzone,A,5312,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018987171,0.00030183792,-0.0013041412,0.36925903,0.017351551,0.020709446,-0.014381258,-0.007168703,-0.032434266,False,
tier_a_deadzone,A,5313,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018997192,0.0003027916,-0.0013041362,0.36925903,0.01735156,0.020709446,-0.014381253,-0.0071687195,-0.03243427,False,
tier_a_deadzone,A,5314,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018999577,0.00030231476,-0.0013041296,0.36925858,0.017351577,0.02070943,-0.01438123,-0.0071687466,-0.03243418,False,
tier_a_deadzone,A,5315,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018999577,0.0003026724,-0.0013041322,0.36925867,0.017351568,0.02070943,-0.014381263,-0.007168751,-0.03243434,False,
tier_a_deadzone,A,5316,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018997192,0.00030183792,-0.0013041401,0.369259,0.017351542,0.020709446,-0.014381232,-0.007168717,-0.03243424,False,
tier_a_deadzone,A,5317,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018992424,0.0003027916,-0.0013041365,0.36925864,0.017351583,0.020709446,-0.014381244,-0.0071687475,-0.032434303,False,
tier_a_deadzone,A,5318,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018982887,0.00030231476,-0.0013041336,0.36925903,0.017351551,0.020709453,-0.014381247,-0.0071687256,-0.03243413,False,
tier_a_deadzone,A,5319,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018982887,0.0003026724,-0.001304131,0.36925858,0.01735158,0.02070943,-0.014381236,-0.0071687624,-0.032433864,False,
tier_a_deadzone,A,5320,calibration,1,-1,3,0.06,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0018982887,0.00030183792,-0.0013041357,0.36925903,0.017351551,0.02070945,-0.014381255,-0.00716872,-0.03243399,False,
tier_a_deadzone,A,5301,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025773048,0.000562191,-0.0028563326,0.35331163,0.020712653,0.022521837,-0.02437174,0.0018624375,-0.071069755,False,
tier_a_deadzone,A,5302,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025773048,0.00056135654,-0.0028564725,0.35331124,0.020712635,0.022521382,-0.024373952,0.0018602347,-0.07107821,False,
tier_a_deadzone,A,5303,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025773048,0.0005619526,-0.002856313,0.35331157,0.020712681,0.02252187,-0.024371613,0.0018621933,-0.0710704,False,
tier_a_deadzone,A,5304,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025773048,0.0005617142,-0.0028563188,0.35331157,0.020712698,0.022521852,-0.024371738,0.0018621989,-0.07107015,False,
tier_a_deadzone,A,5305,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.002575636,0.00056123734,-0.0028563277,0.3533113,0.020713136,0.022520889,-0.024376383,0.0018549914,-0.07109489,False,
tier_a_deadzone,A,5306,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.002575636,0.00056135654,-0.0028564981,0.35331175,0.020712888,0.022521371,-0.024373619,0.0018586146,-0.07108161,False,
tier_a_deadzone,A,5307,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.002575636,0.0005618334,-0.0028565533,0.35331133,0.020712972,0.022521231,-0.024375247,0.001857065,-0.07108809,False,
tier_a_deadzone,A,5308,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.002575636,0.0005609989,-0.002856327,0.3533113,0.020713229,0.022520892,-0.024376236,0.0018547232,-0.071094885,False,
tier_a_deadzone,A,5309,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025746543,0.00056123734,-0.0028562846,0.3533118,0.02071289,0.022520969,-0.024375817,0.001856863,-0.07108944,False,
tier_a_deadzone,A,5310,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.00257466,0.00056123734,-0.0028564315,0.3533114,0.020712921,0.022520464,-0.024378141,0.0018546602,-0.07109768,False,
tier_a_deadzone,A,5311,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.002574658,0.00056159496,-0.0028564376,0.35331157,0.020712975,0.022520453,-0.024378024,0.0018542599,-0.07109859,False,
tier_a_deadzone,A,5312,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025746468,0.0005609989,-0.0028563004,0.3533118,0.020712981,0.022520976,-0.02437562,0.0018566415,-0.07108967,False,
tier_a_deadzone,A,5313,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025749207,0.00056123734,-0.0028564285,0.3533118,0.02071282,0.022520516,-0.024377853,0.0018552898,-0.071096085,False,
tier_a_deadzone,A,5314,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025753975,0.0005611181,-0.0028564758,0.35331145,0.020712845,0.022520365,-0.024379967,0.0018535836,-0.07110311,False,
tier_a_deadzone,A,5315,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025753975,0.0005617142,-0.0028565058,0.3533116,0.020713104,0.022520337,-0.024379846,0.0018518331,-0.07110767,False,
tier_a_deadzone,A,5316,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025749207,0.0005609989,-0.0028564292,0.35331175,0.02071287,0.02252052,-0.02437783,0.001855098,-0.07109616,False,
tier_a_deadzone,A,5317,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025715828,0.00056123734,-0.0028564,0.35331154,0.020713063,0.022519842,-0.02438304,0.0018496949,-0.07111693,False,
tier_a_deadzone,A,5318,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025744438,0.0005611181,-0.0028564653,0.3533119,0.020712826,0.022520408,-0.024379328,0.0018536247,-0.07110269,False,
tier_a_deadzone,A,5319,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025744438,0.00056159496,-0.0028565312,0.35331157,0.02071292,0.022520237,-0.024381243,0.0018514736,-0.07111019,False,
tier_a_deadzone,A,5320,calibration,1,-1,4,0.08,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0025744438,0.0005609989,-0.002856473,0.3533118,0.020712871,0.0225204,-0.024379259,0.0018535019,-0.071103,False,
tier_a_deadzone,A,5301,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042238235,0.0013246536,-0.0061201993,0.33943084,0.009776161,0.009332096,-0.095990196,0.03695598,-0.22865374,False,
tier_a_deadzone,A,5302,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042238235,0.001324296,-0.0061206315,0.3394307,0.009775914,0.009330767,-0.09599321,0.036954407,-0.22865604,False,
tier_a_deadzone,A,5303,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042238235,0.0013250113,-0.006120249,0.33943084,0.009775839,0.009331903,-0.095990084,0.03695596,-0.22865638,False,
tier_a_deadzone,A,5304,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042238235,0.001326561,-0.006120167,0.33943093,0.009776571,0.009332252,-0.095989875,0.036955412,-0.22865488,False,
tier_a_deadzone,A,5305,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.004224539,0.0013251305,-0.006120599,0.3394309,0.009777815,0.009330588,-0.095996365,0.03694864,-0.22866341,False,
tier_a_deadzone,A,5306,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042243004,0.001324296,-0.0061206096,0.3394313,0.009776446,0.009331069,-0.095992565,0.03695247,-0.2286618,False,
tier_a_deadzone,A,5307,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042243004,0.0013250113,-0.0061207362,0.33943087,0.009777108,0.009330892,-0.095994934,0.036950957,-0.22866046,False,
tier_a_deadzone,A,5308,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042243004,0.0013253689,-0.006120447,0.33943093,0.009778326,0.009330724,-0.09599629,0.03694832,-0.22866368,False,
tier_a_deadzone,A,5309,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042227693,0.0013251305,-0.0061205328,0.33943138,0.009777034,0.009330184,-0.09599562,0.036950827,-0.22866097,False,
tier_a_deadzone,A,5310,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042228177,0.0013240576,-0.006120574,0.33943123,0.009778197,0.009330061,-0.09599849,0.036948595,-0.22866268,False,
tier_a_deadzone,A,5311,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.0042228065,0.0013252497,-0.006120636,0.33943135,0.009778013,0.009329803,-0.09599849,0.036948334,-0.2286639,False,
tier_a_deadzone,A,5312,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.004222771,0.0013253689,-0.0061204517,0.33943135,0.009777371,0.009330428,-0.09599539,0.036950577,-0.22866061,False,
tier_a_deadzone,A,5313,calibration,1,-1,5,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.004224062,0.0013253689,-0.006120639,0.33943143,0.009777873,0.009329857,-0.09599846,0.036949255,-0.22866076,False,
