map,seed,method,success,collision,arrival_time_s,completion_time_s,path_length_m,arrival_x,arrival_y,goal_distance_at_arrival_m,final_x,final_y,goal_distance_m,stall_recovery_attempts,regular_recovery_attempts,emergency_recovery_attempts,velocity_feedback_updates,height_rate_guard_updates,serious_safety_event
slalom,8001,B0_raw,False,False,nan,60.0,0.8347675136178623,nan,nan,nan,0.2915802001953125,-0.15792465209960938,2.713020089810403,3,3,0,0,9,False
slalom,8002,B0_raw,False,False,nan,60.0,0.5041923945982489,nan,nan,nan,0.15447235107421875,-0.016866683959960938,2.845577636584335,3,3,0,0,0,False
slalom,8003,B0_raw,False,False,nan,60.0,1.068535138354946,nan,nan,nan,0.4888114929199219,-0.1655902862548828,2.5166421797691156,4,3,1,0,39,False
slalom,8004,B0_raw,False,False,nan,60.0,0.8412586776998978,nan,nan,nan,0.3221626281738281,-0.16170793771743774,2.6827154987194834,3,3,0,0,12,False
slalom,8005,B0_raw,False,False,nan,60.0,0.585617169109355,nan,nan,nan,0.16937637329101562,-0.036571502685546875,2.8308598677595826,3,3,0,0,3,False
slalom,8006,B0_raw,False,False,nan,60.0,0.8911583175899978,nan,nan,nan,0.48917388916015625,-0.09760665893554688,2.512722590884974,3,3,0,0,30,False
slalom,8007,B0_raw,False,False,nan,60.0,0.5099802232739421,nan,nan,nan,0.154876708984375,-0.018053054809570312,2.845180566127137,3,3,0,0,0,False
slalom,8008,B0_raw,False,False,nan,60.0,2.5851529349129123,nan,nan,nan,0.39636993408203125,-0.17354965209960938,2.6094077875824433,28,3,25,0,99,False
slalom,8009,B0_raw,False,False,nan,60.0,0.8097873090598569,nan,nan,nan,0.4079456329345703,-0.13109397888183594,2.5953673098661847,3,3,0,0,15,False
slalom,8010,B0_raw,False,False,nan,60.0,0.8603488730566369,nan,nan,nan,0.34009361267089844,-0.12467575073242188,2.6628266996135603,4,3,1,0,24,False
slalom,8011,B0_raw,False,False,nan,60.0,0.542969130093752,nan,nan,nan,0.15839004516601562,-0.018119830638170242,2.8416677257684357,3,3,0,0,0,False
slalom,8012,B0_raw,False,False,nan,60.0,0.645394541189944,nan,nan,nan,0.2809791564941406,-0.08733892440795898,2.7204232088291067,3,3,0,0,3,False
slalom,8013,B0_raw,False,False,nan,60.0,0.5746601790078785,nan,nan,nan,0.1693134307861328,-0.04937934875488281,2.831117230566624,3,3,0,0,0,False
slalom,8014,B0_raw,False,False,nan,60.0,0.559566500949586,nan,nan,nan,0.17098617553710938,-0.0426788330078125,2.8293357350779456,3,3,0,0,0,False
slalom,8015,B0_raw,False,False,nan,60.0,0.6948450042227705,nan,nan,nan,0.266082763671875,-0.113677978515625,2.73627961617438,3,3,0,0,3,False
slalom,8016,B0_raw,False,False,nan,60.0,0.9510558589374796,nan,nan,nan,0.4863319396972656,-0.1364574432373047,2.5173692123327824,3,3,0,0,18,False
slalom,8017,B0_raw,False,False,nan,60.0,0.8192916224195415,nan,nan,nan,0.3857688903808594,-0.10698127746582031,2.616419172882805,3,3,0,0,24,False
slalom,8018,B0_raw,False,False,nan,60.0,0.9489639131063541,nan,nan,nan,0.4863014221191406,-0.11994852870702744,2.516558799229463,3,3,0,0,24,False
slalom,8019,B0_raw,False,False,nan,60.0,0.7837160461240273,nan,nan,nan,0.3615589141845703,-0.15101242065429688,2.6427591858719883,3,3,0,0,21,False
slalom,8020,B0_raw,False,False,nan,60.0,1.9060921551192678,nan,nan,nan,0.4230976104736328,-0.11782455444335938,2.5795946485400525,17,3,14,0,54,False
slalom,8021,B0_raw,False,False,nan,60.0,0.8501649014554005,nan,nan,nan,0.37802696228027344,-0.15188217163085938,2.6263683680299907,3,3,0,0,15,False
slalom,8022,B0_raw,False,False,nan,60.0,0.8842831262286381,nan,nan,nan,0.4007406234741211,-0.1639251708984375,2.6044233081647428,3,3,0,0,18,False
slalom,8023,B0_raw,False,False,nan,60.0,0.6467844174728725,nan,nan,nan,0.17073917388916016,-0.0267181396484375,2.8293869797452,3,3,0,0,0,False
slalom,8024,B0_raw,False,False,nan,60.0,0.6179303352394072,nan,nan,nan,0.2518138885498047,-0.046146392822265625,2.7485735196167216,3,3,0,0,12,False
slalom,8025,B0_raw,False,False,nan,60.0,0.9873798503859916,nan,nan,nan,0.5261192321777344,-0.0423932708799839,2.4742439739881728,3,3,0,0,25,False
slalom,8026,B0_raw,False,False,nan,60.0,0.6806007113831356,nan,nan,nan,0.2586069107055664,-0.0810251235961914,2.742590224711861,3,3,0,0,3,False
