run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,freshness_rule_version,reference_max_age_ms,reference_age_p95_ms,reference_age_exceedance_count,reference_age_longest_exceedance_run,reference_measure_age_p95_ms,reference_measure_age_exceedance_count,reference_measure_age_longest_exceedance_run,reference_measure_max_gap_ms,reference_max_gap_ms,scan_max_age_ms,scan_age_p95_ms,scan_max_gap_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_01,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_01_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,1,PRE_001,"[0.351562, 0.023457, -0.31104]","[0.351562, 0.023457, -0.31104]","[0.2880177212349878, -0.021324404448058443, -0.25798903874311063]","[[6.349463003954422e-06, -5.517460389909061e-07, 0.0], [-5.517460389909064e-07, 7.191140429520313e-06, 0.0], [0.0, 0.0, 4.298804365498207e-06]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_01_v0001.npz,1787331111.7315905,1787331113.7316184,41,p8_trial_freshness_v2,85.55245399475098,78.34281921386719,0,0,77.26287841796875,0,0,65.05298614501953,69.91267204284668,62.22677230834961,52.65069007873535,67.5358772277832,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:51:54Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_02,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_02_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,2,PRE_002,"[-0.398438, 0.223457, 0.00896]","[-0.398438, 0.223457, 0.00896]","[-0.33399881340997484, 0.17646655767207964, 0.004238163498385946]","[[6.76355818550369e-07, -1.9596926064740908e-07, 0.0], [-1.9596926064740908e-07, 6.894010829015317e-07, 0.0], [0.0, 0.0, 9.043114127228689e-07]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_02_v0002.npz,1787331115.755117,1787331117.7551482,40,p8_trial_freshness_v2,96.06409072875977,83.32705497741699,0,0,83.32498073577881,0,0,69.87380981445312,81.65645599365234,62.63113021850586,53.94836664199829,62.16287612915039,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:51:58Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_03,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_03_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,3,PRE_003,"[0.201562, -0.109877, 0.32896]","[0.201562, -0.109877, 0.32896]","[0.16051130908196093, -0.017267829778107247, 0.31445707015868113]","[[1.8897791466717603e-06, -1.3617088435629432e-06, 0.0], [-1.361708843562943e-06, 8.985505348273696e-06, 0.0], [0.0, 0.0, 4.289470899556994e-06]]",True,,True,True,2,3,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_03_v0003.npz,1787331119.8562572,1787331121.8562913,40,p8_trial_freshness_v2,81.98666572570801,76.21216773986816,0,0,75.50598382949829,0,0,60.143470764160156,66.74933433532715,68.35150718688965,51.02348327636719,59.18264389038086,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:02Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_04,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_04_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,4,PRE_004,"[-0.098437, 0.090123, 0.64896]","[-0.098437, 0.090123, 0.64896]","[-0.05759920167435566, 0.11020027202371534, 0.6105979552510896]","[[1.588351778589141e-05, 1.7287289059072608e-06, 0.0], [1.728728905907261e-06, 4.976622927499823e-06, 0.0], [0.0, 0.0, 6.8940739217748305e-06]]",True,,True,True,3,4,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_04_v0004.npz,1787331123.8825345,1787331125.882567,41,p8_trial_freshness_v2,88.31405639648438,78.26368808746338,0,0,75.4392147064209,0,0,62.34455108642578,69.97561454772949,58.40349197387695,52.9627799987793,62.13021278381348,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:06Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_05,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_05_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,5,PRE_005,"[0.501563, 0.290123, -0.56704]","[0.501563, 0.290123, -0.56704]","[0.49515585915556865, 0.15606557420167336, -0.4823583862555381]","[[6.813331886603688e-06, -2.1300165848534717e-05, 0.0], [-2.130016584853472e-05, 0.00010740040615920313, 0.0], [0.0, 0.0, 6.884111506316783e-06]]",True,,True,True,4,5,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_05_v0005.npz,1787331127.912665,1787331129.9126976,40,p8_trial_freshness_v2,110.4428768157959,87.07666397094727,0,0,82.57712125778197,0,0,70.30105590820312,92.9105281829834,64.28837776184082,54.03852462768555,68.94946098327637,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:10Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_06,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_06_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,6,PRE_006,"[-0.473437, -0.280247, -0.24704]","[-0.473437, -0.280247, -0.24704]","[-0.41357915292113184, -0.21795584068201018, -0.17046805094118972]","[[4.060154495590796e-06, 3.6678928306885876e-09, 0.0], [3.6678928306886802e-09, 4.068119881823232e-06, 0.0], [0.0, 0.0, 7.983044101246992e-07]]",True,,True,True,5,6,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_06_v0006.npz,1787331131.9719152,1787331133.9719496,40,p8_trial_freshness_v2,102.45251655578613,86.04049682617188,0,0,81.39028549194336,0,0,64.48197364807129,66.89572334289551,70.8916187286377,54.78167533874512,59.88359451293945,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:14Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_07,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_07_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,7,PRE_007,"[0.126563, -0.080247, 0.07296]","[0.126563, -0.080247, 0.07296]","[0.0003112038493731, 0.003409675627170785, 0.00695842281498474]","[[2.617483356424424e-07, -2.9035368209260283e-08, 0.0], [-2.9035368209260287e-08, 1.4961321988624168e-07, 0.0], [0.0, 0.0, 1.2417612727146776e-07]]",True,,True,True,6,7,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_07_v0007.npz,1787331135.9983478,1787331137.9983802,40,p8_trial_freshness_v2,88.29736709594727,82.90815353393555,0,0,83.13454389572142,0,0,73.69232177734375,73.69232177734375,50.707101821899414,50.415682792663574,56.951045989990234,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:18Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_08,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_08_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,8,PRE_008,"[-0.173437, 0.119753, 0.39296]","[-0.173437, 0.119753, 0.39296]","[-0.07363550370730583, 0.040853757607456395, 0.34804171903851466]","[[2.0463729834787197e-06, -5.899600312827404e-07, 0.0], [-5.8996003128274e-07, 2.2114329621165946e-06, 0.0], [0.0, 0.0, 1.8703159697255393e-05]]",True,,True,True,7,8,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_08_v0008.npz,1787331140.029404,1787331142.0294318,40,p8_trial_freshness_v2,95.05009651184082,81.82835578918457,0,0,82.06037282943724,0,0,75.50930976867676,77.96931266784668,56.96368217468262,53.49993705749512,62.99090385437012,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:22Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_09,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_09_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,9,PRE_009,"[0.426563, -0.21358, 0.71296]","[0.426563, -0.21358, 0.71296]","[0.3775155496614769, -0.03720154932458039, 0.6593224539080478]","[[4.492517712336794e-05, -2.7842670170821814e-05, 0.0], [-2.7842670170821814e-05, 8.672423652187011e-05, 0.0], [0.0, 0.0, 3.5227526797092587e-06]]",True,,True,True,8,9,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_09_v0009.npz,1787331144.0627298,1787331146.062763,40,p8_trial_freshness_v2,114.92443084716797,88.49501609802246,0,0,85.63225269317626,0,0,72.33858108520508,92.34094619750977,75.76942443847656,56.0339093208313,76.85041427612305,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:26Z
p8_shift_official_20260822_r35,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_10,R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_10_attempt_01,SHIFT_BLOCK_01,passive,,R1_command_gain_coupling,pre_calibration,10,PRE_010,"[-0.323437, -0.01358, -0.50304]","[-0.323437, -0.01358, -0.50304]","[-0.2431879836955578, -0.03889774791030502, -0.4121562280803757]","[[2.1668589830997525e-06, -3.966192119524973e-06, 0.0], [-3.966192119524973e-06, 1.34483027486734e-05, 0.0], [0.0, 0.0, 1.212940724529363e-06]]",True,,True,True,9,10,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_PRE_CALIBRATION_10_v0010.npz,1787331148.0917516,1787331150.091777,40,p8_trial_freshness_v2,96.38667106628418,85.30982732772827,0,0,79.88474369049072,0,0,64.51058387756348,70.06502151489258,68.29500198364258,51.458120346069336,71.26307487487793,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r35/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_passive_part_01,SUCCESS,completed,2026-08-21T16:52:30Z
