map,seed,method,trial,source,cmd_vx,cmd_vy,cmd_wz,measured_vx,measured_vy,measured_wz,valid,safety_events
slalom,8001,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.27220155096440934,-0.015539301180716438,-0.04601946228541666,True,
slalom,8002,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.25761942408431476,-0.045601777488501666,0.00013149773955408708,True,
slalom,8003,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.25298974371714983,0.014655142558501609,-0.026186820672029827,True,
slalom,8004,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.27760043754705943,-0.011143574653625095,-0.015418639688605058,True,
slalom,8005,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.2587936970594898,-0.03282873597347861,0.06238251806529233,True,
slalom,8006,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.22082964348006653,-0.02739987968358283,0.04363283178370086,True,
slalom,8007,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.15935697716295077,-0.010720117557928609,0.0355125298882762,True,
slalom,8008,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.23831877168605295,-0.04054595428848032,-0.010339259039153581,True,
slalom,8009,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.2100255205982109,-0.0011377472747459846,0.002859923963131607,True,
slalom,8010,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.18940485796227344,-0.0034375993239132555,-0.007789410839234489,True,
slalom,8011,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.2823884409212118,-0.0031410177781788866,-0.0018090352871288455,True,
slalom,8012,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.22219583570439796,0.042187226176804864,-0.05251103776867383,True,
slalom,8013,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.27439104994942687,-0.04557988430836536,0.011182087333156173,True,
slalom,8014,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.28639613588023577,-0.032766190908645666,-0.035397452786237425,True,
slalom,8015,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.25609724706927584,-0.02439290784234536,-0.03617403981420295,True,
slalom,8016,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.24232748285121508,0.002923818358004406,-0.010189109250363154,True,
slalom,8017,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.22817791754841057,-0.00659699715203561,0.004669088471557824,True,
slalom,8018,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.14014231617905823,0.010848986377104715,0.03987034811346841,True,
slalom,8019,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.21543935114138454,-0.02271382108853799,-0.037109491736088365,True,
slalom,8020,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.19340218486412333,-0.008367117849575379,0.030220935881227314,True,
slalom,8021,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.18652563443617076,0.005357202181179858,-0.0067548744413306406,True,
slalom,8022,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.26151466059888945,-0.02411854828029845,0.029544751205625445,True,
slalom,8023,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.20678205229112773,-0.007671319269081948,0.016628735143151708,True,
slalom,8024,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.23451496880920308,-0.015659228493972593,-0.029438571072930242,True,
slalom,8025,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.12627169987627185,0.016439757342476914,0.019246317583020207,True,
slalom,8026,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.264145698070664,-0.05403744514959912,0.06018579811928756,True,
slalom,8027,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.09475475646828954,0.022755586587123042,0.01593235037665661,True,
slalom,8028,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.24077906300274776,0.0019557136002939937,-0.01843312075060764,True,
slalom,8029,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.2129011534139653,0.007985264070872718,0.045971215491729556,True,
slalom,8030,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.2406682632019604,-0.022105997131819776,-0.04876837209240864,True,
slalom,8031,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.19913108461342144,0.009937995414857749,0.05523085826272797,True,
slalom,8032,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.2774066950301001,-0.029737626387979978,-0.013783294906987115,True,
slalom,8033,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.26189331005551225,-0.010786949418630792,-0.04749534244807373,True,
slalom,8034,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.22289608196830119,0.0312390492091955,-0.031505097374828185,True,
slalom,8035,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.13558499984175465,0.0117951993324904,0.02369233813964597,True,
slalom,8036,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.24314853123900082,0.02091143482796541,0.011371872903527886,True,
slalom,8037,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.19973664698229415,-0.030703416465116384,-0.004106824519555924,True,
slalom,8038,B1_dense,1,dense_grid,-0.4,0.0,0.0,-0.252946031491574,-0.04651243029979829,-0.0012980922795682685,True,
