run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,route_order,posterior_path,start_pose_error_m,start_yaw_error_deg,start_reference_age_ms,start_scan_age_ms,start_stable_samples,status,terminal_reason,success,route_reached,data_quality_valid,data_quality_reason,collision,duration_s,path_length_m,final_goal_distance_m,route_goal_count,waypoints_reached,trace_ticks,planned_action_rate_hz,max_scan_age_ms,max_reference_age_ms,max_sent_action_age_ms,bag_path,created_at
p8_nav_official_20260821_r18,NAV_BLOCK_01_B0_raw_NAV_real_offset_slalom,NAV_BLOCK_01_B0_raw_NAV_real_offset_slalom_attempt_01,NAV_BLOCK_01,B0_raw,real_offset_slalom,AB,/home/unitree/lly/p8_real/p8_nav_official_20260821_r18/posterior/NAV_BLOCK_01_B0_raw_final.npz,0.0036299364761400187,0.12785834664340542,74.3107795715332,74.2959976196289,20,INVALID,data_quality_invalid,False,True,False,reference age exceeded data-quality threshold,False,25.139566684999863,13.128261116342415,0.24950819885171308,5,4,573,22.79275562620952,98.7858772277832,138.43035697937012,18.44501495361328,/home/unitree/lly/p8_real/p8_nav_official_20260821_r18/bags/NAV_BLOCK_01_B0_raw_part_02,2026-08-21T13:51:11Z
