map,seed,method,success,collision,arrival_time_s,completion_time_s,path_length_m,arrival_x,arrival_y,goal_distance_at_arrival_m,final_x,final_y,goal_distance_m,stall_recovery_attempts,regular_recovery_attempts,emergency_recovery_attempts,velocity_feedback_updates,height_rate_guard_updates,high_rate_height_interlock_updates,serious_safety_event
replicate_extended_lane,10501,B2_lhs,True,False,27.400000000000002,27.400000000000002,3.467649135085594,3.2946853637695312,0.07286643981933594,0.23680414555411267,3.2186813354492188,0.08259391784667969,0.3124335015198119,0,0,0,254,155,80,False
replicate_extended_lane,10502,B2_lhs,True,False,35.2,35.2,3.572272918863746,3.2753639221191406,0.03569793701171875,0.2472269267450909,3.162609100341797,0.03594779968261719,0.3591942363965789,1,1,0,318,194,173,False
replicate_extended_lane,10503,B2_lhs,True,False,36.6,36.6,3.8318848175695166,3.300312042236328,0.055115699768066406,0.2264962232517278,3.2576026916503906,0.06306648254394531,0.2698698364945326,3,3,0,304,195,135,False
replicate_extended_lane,10504,B2_lhs,True,False,37.1,37.1,3.686449571232515,3.2725982666015625,-0.01955699920654297,0.24817351572340726,3.2443580627441406,-0.02282238006591797,0.2765851380787412,0,0,0,351,211,96,False
replicate_extended_lane,10505,B2_lhs,True,False,34.9,34.9,3.709050250989094,3.2721328735351562,-0.025962352752685547,0.24922310515358267,3.1688194274902344,-0.04099392890930176,0.353565123726461,0,0,0,329,204,112,False
replicate_extended_lane,10506,B2_lhs,True,False,23.2,23.2,3.403812941553042,3.284381866455078,0.07377433776855469,0.24689786910457823,3.254180908203125,0.08646583557128906,0.27952840693703507,0,0,0,212,108,101,False
replicate_extended_lane,10507,B2_lhs,True,False,39.9,39.9,3.719772026866849,3.2990264892578125,0.08680152893066406,0.2374106102819092,3.2866172790527344,0.1173095703125,0.26120687150925537,2,2,0,351,201,284,False
replicate_extended_lane,10508,B2_lhs,True,False,33.6,33.6,3.7053287672024453,3.2883262634277344,0.07344818115234375,0.2430377656495859,3.2276458740234375,0.10899162292480469,0.3120097896593993,2,2,0,288,179,153,False
replicate_extended_lane,10509,B2_lhs,True,False,44.7,44.7,3.8930365461228575,3.2788162231445312,0.059417724609375,0.24839500843620846,3.2024459838867188,0.0591888427734375,0.3230230212516328,3,3,0,385,246,53,False
replicate_extended_lane,10510,B2_lhs,True,False,34.5,34.5,3.525211245450919,3.286998748779297,0.0809173583984375,0.24665198551926235,3.2756290435791016,0.11272430419921875,0.26911695059817886,0,0,0,325,180,200,False
replicate_extended_lane,10511,B2_lhs,True,False,31.2,31.2,3.523619320592843,3.270109176635742,0.007266044616699219,0.24999643798670126,3.2298431396484375,0.007674217224121094,0.29025832842328425,0,0,0,292,184,135,False
replicate_extended_lane,10512,B2_lhs,True,False,31.8,31.8,3.4639821312412096,3.2934036254882812,0.06826519966125488,0.23665598328934367,3.270050048828125,0.10224509239196777,0.270053766885531,0,0,0,298,138,378,False
replicate_extended_lane,10513,B2_lhs,True,False,32.5,32.5,3.6044753348396625,3.2726917266845703,-0.014312028884887695,0.24772205436953154,3.2102718353271484,-0.014465808868408203,0.3100657924019197,0,0,0,305,202,199,False
replicate_extended_lane,10514,B2_lhs,True,False,31.2,31.2,3.6450369296399003,3.2892398834228516,0.0818023681640625,0.24483026536755617,3.3130836486816406,0.09009838104248047,0.2256814008937793,0,0,0,292,175,68,False
replicate_extended_lane,10515,B2_lhs,True,False,29.2,29.2,3.482348416304376,3.2948379516601562,0.08991241455078125,0.24245038730211524,3.2738113403320312,0.12417221069335938,0.27573101758341767,3,3,0,238,147,121,False
replicate_extended_lane,10516,B2_lhs,True,False,24.6,24.6,3.5656495390066993,3.304210662841797,0.1016693115234375,0.23854074481485643,3.3465423583984375,0.10319328308105469,0.2018326215036182,0,0,0,226,117,92,False
replicate_extended_lane,10517,B2_lhs,True,False,32.0,32.0,3.5113371611732873,3.2845001220703125,0.06978607177734375,0.24562224719884454,3.273296356201172,0.10737991333007812,0.2690597213452697,0,0,0,300,184,140,False
replicate_extended_lane,10518,B2_lhs,True,False,32.4,32.4,3.7686331812674325,3.2863941192626953,0.05429840087890625,0.23983332515115208,3.2463531494140625,0.04221343994140625,0.2768836819808801,3,3,0,262,129,114,False
replicate_extended_lane,10519,B2_lhs,True,False,31.2,31.2,3.672002969266032,3.309896469116211,0.09412860870361328,0.23022529979633702,3.2958984375,0.12427997589111328,0.25625577597868326,2,2,0,264,151,101,False
