run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,route_order,posterior_path,start_pose_error_m,start_yaw_error_deg,start_reference_age_ms,start_scan_age_ms,start_stable_samples,status,terminal_reason,success,route_reached,data_quality_valid,data_quality_reason,collision,duration_s,path_length_m,final_goal_distance_m,route_goal_count,waypoints_reached,trace_ticks,planned_action_rate_hz,max_scan_age_ms,max_reference_age_ms,max_sent_action_age_ms,bag_path,created_at
p8_nav_official_20260821_r24,NAV_BLOCK_01_B6_random_NAV_real_offset_slalom,NAV_BLOCK_01_B6_random_NAV_real_offset_slalom_attempt_01,NAV_BLOCK_01,B6_random,real_offset_slalom,A,/home/unitree/lly/p8_real/p8_nav_official_20260821_r24/posterior/NAV_BLOCK_01_B6_random_final.npz,0.008670342005660874,1.3833060713877596,61.33079528808594,61.31577491760254,20,INVALID,data_quality_invalid,False,True,False,reference age exceeded data-quality threshold,False,28.78242764299921,13.553520850372337,0.21369365900582413,5,4,670,23.27809204665768,99.04885292053223,138.01813125610352,14.519453048706055,/home/unitree/lly/p8_real/p8_nav_official_20260821_r24/bags/NAV_BLOCK_01_B6_random_part_01,2026-08-21T14:39:50Z
