armed,attempt_id,bag_path,block_id,command_id,event,map_id,method_id,planned_unit_id,reference_max_age_ms,reference_max_gap_ms,run_id,scan_max_age_ms,scan_max_gap_ms,sent_action,sent_ros_time,shift_id,source,stage,timestamp,trial_index
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.1172366463484411, 0.00782229027424859, -0.10372362906178459]",1787290574.0495179,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.1289570044845434, 0.008604298684709766, -0.11409306658533169]",1787290574.0695198,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.14067824445479624, 0.009386365933110392, -0.12446328430040739]",1787290574.0895073,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.15239080260134652, 0.010167853910888506, -0.1348258208825835]",1787290574.109486,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.1655543080993404, 0.01104615232899525, -0.1464720646464033]",1787290574.132007,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.1758317632089553, 0.011731887034413458, -0.15556491210231327]",1787290574.1495078,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.18753974694756417, 0.012513069797500904, -0.16592340153534899]",1787290574.1694467,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.19938010491333633, 0.013303084863984533, -0.1763990073791938]",1787290574.1896577,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.2109812138044282, 0.014077136699104204, -0.18666294065265684]",1787290574.2094948,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.22269797194535262, 0.014858904909865505, -0.1970291931263404]",1787290574.2294319,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.23444371813058157, 0.01564260726753475, -0.2074210924028652]",1787290574.2495332,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.24613955188706385, 0.01642297935674179, -0.2177688322940259]",1787290574.2694817,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.25786197251973736, 0.017205125381569906, -0.22814009458513462]",1787290574.2895095,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.2695802874941746, 0.017986997467732163, -0.23850772444743198]",1787290574.3094954,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.28130257687735705, 0.018769134735301778, -0.24887887061722577]",1787290574.3295066,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.2930310543375157, 0.01955168488515569, -0.2592554916092777]",1787290574.3495245,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.3047409312385234, 0.020332993964256783, -0.26961565599362364]",1787290574.369547,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.3164588149628056, 0.021114837276447772, -0.2799829043128411]",1787290574.389495,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.3281703418610703, 0.021896256447042413, -0.29034452851123643]",1787290574.409481,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.33991603179697405, 0.02267995505163135, -0.3007363780218875]",1787290574.4295242,R1_command_gain_coupling,ramp_in,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.4495437,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.4694912,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.4894838,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.509472,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.5294752,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.5494905,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.5694864,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.5895119,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.6094537,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.6295033,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.650527,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.6694863,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.6895077,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.709507,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.7312543,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.7500145,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.7694936,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.789462,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.8094697,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.829485,R1_command_gain_coupling,settle,pre_calibration,,1
True,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SHIFT_BLOCK_01,PRE_001,sent_action,,full,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,,,p8_shift_script_smoke_20260821,,,"[0.351562, 0.023457, -0.31104]",1787290574.8494835,R1_command_gain_coupling,settle,pre_calibration,,1
