run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,reference_max_age_ms,scan_max_age_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_shift_script_smoke_20260821,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,1,PRE_001,"[0.351562, 0.023457, -0.31104]","[0.351562, 0.023457, -0.31104]","[0.2983196796162355, 0.020242628625870604, -0.2533507329858018]","[[4.2849600175166915e-06, -1.265793831130609e-06, 0.0], [-1.2657938311306095e-06, 6.58946701337033e-06, 0.0], [0.0, 0.0, 6.102989788233941e-06]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_v0001.npz,1787290575.2531369,1787290577.2531664,40,92.17476844787598,107.31768608093262,,,,,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T05:36:17Z
p8_shift_script_smoke_20260821,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_02,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_02_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,2,PRE_002,"[-0.398438, 0.223457, 0.00896]","[-0.398438, 0.223457, 0.00896]","[-0.32793042244515463, 0.1619041923652694, 0.016903776177291004]","[[2.302689606139916e-06, -1.8212387970824136e-06, 0.0], [-1.8212387970824136e-06, 2.8112206303806413e-06, 0.0], [0.0, 0.0, 1.348338357255675e-06]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_02_v0002.npz,1787290583.2813432,1787290585.2813737,39,94.6035385131836,109.86804962158203,,,,,/home/unitree/lly/p8_real/p8_shift_script_smoke_20260821/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_02,SUCCESS,completed,2026-08-21T05:36:25Z
