run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,reference_max_age_ms,scan_max_age_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_01,NAV_BLOCK_01_B4_d_opt_CALIBRATION_01_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,1,POOL_103,"[-0.553125, 0.292593, -0.6976]","[-0.553125, 0.292593, -0.6976]","[-0.46217813011435255, 0.13503945074261747, -0.6322840019411674]","[[3.840409629092928e-05, 6.454888678470963e-05, 0.0], [6.454888678470963e-05, 0.00014604364690346046, 0.0], [0.0, 0.0, 1.8365000313345582e-06]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_01_v0001.npz,1787327450.790091,1787327452.7901244,41,92.40221977233887,56.793928146362305,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:50:53Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_02,NAV_BLOCK_01_B4_d_opt_CALIBRATION_02_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,2,POOL_167,"[-0.557812, -0.260494, 0.67456]","[-0.557812, -0.260494, 0.67456]","[-0.4661618273400651, -0.10671541216406374, 0.661430438227788]","[[0.0001061989344541384, -7.164925498246023e-05, 0.0], [-7.164925498246023e-05, 0.00013925846845545313, 0.0], [0.0, 0.0, 1.541162058785703e-06]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_02_v0002.npz,1787327454.8328779,1787327456.8329132,40,94.14982795715332,57.32250213623047,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:50:57Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_03,NAV_BLOCK_01_B4_d_opt_CALIBRATION_03_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,3,POOL_158,"[0.454688, -0.282716, -0.66944]","[0.454688, -0.282716, -0.66944]","[0.4067778303036261, -0.3207674711042633, -0.5887192551161424]","[[7.017097077873646e-05, 8.579649259830972e-05, 0.0], [8.579649259830972e-05, 0.00010786111921594598, 0.0], [0.0, 0.0, 1.618533629671024e-06]]",True,,True,True,2,3,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_03_v0003.npz,1787327458.8776615,1787327460.8776944,40,92.38147735595703,53.914546966552734,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:01Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_04,NAV_BLOCK_01_B4_d_opt_CALIBRATION_04_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,4,POOL_262,"[0.557812, 0.230864, 0.66176]","[0.557812, 0.230864, 0.66176]","[0.5027577821346602, 0.30204897763803273, 0.6272824885935967]","[[6.20967023933141e-05, -0.00010845119620180302, 0.0], [-0.00010845119620180301, 0.00020235061478488374, 0.0], [0.0, 0.0, 1.5577898636046141e-06]]",True,,True,True,3,4,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_04_v0004.npz,1787327462.9188972,1787327464.9189277,40,94.06256675720215,54.58211898803711,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:05Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_05,NAV_BLOCK_01_B4_d_opt_CALIBRATION_05_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,5,POOL_247,"[-0.567187, 0.253086, 0.77696]","[-0.567187, 0.253086, 0.77696]","[-0.45078118267858297, 0.26454957731393075, 0.725731361431696]","[[3.856636793473913e-05, 7.855016024737197e-05, 0.0], [7.855016024737198e-05, 0.00027324337894316027, 0.0], [0.0, 0.0, 1.9065087042083675e-06]]",True,,True,True,4,5,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_05_v0005.npz,1787327466.9588823,1787327468.958922,40,84.33675765991211,52.361488342285156,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:09Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_06,NAV_BLOCK_01_B4_d_opt_CALIBRATION_06_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,6,POOL_238,"[0.501563, 0.290123, -0.56704]","[0.501563, 0.290123, -0.56704]","[0.4976634969624607, 0.15203779973349016, -0.4941427587287252]","[[4.706209345340587e-05, 7.05465743781085e-06, 0.0], [7.0546574378108495e-06, 6.459361210268696e-05, 0.0], [0.0, 0.0, 6.6041776157861194e-06]]",True,,True,True,5,6,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_06_v0006.npz,1787327470.9991271,1787327472.9991643,41,96.07982635498047,53.33876609802246,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:13Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_07,NAV_BLOCK_01_B4_d_opt_CALIBRATION_07_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,7,POOL_383,"[-0.494531, -0.267078, -0.61568]","[-0.494531, -0.267078, -0.61568]","[-0.42242123720897085, -0.24654402459309593, -0.5112587023545139]","[[5.234584415093976e-05, 1.90799550072196e-06, 0.0], [1.907995500721961e-06, 6.08099250552594e-05, 0.0], [0.0, 0.0, 9.228763399399348e-07]]",True,,True,True,6,7,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_07_v0007.npz,1787327475.042152,1787327477.042178,41,87.19110488891602,54.18109893798828,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:17Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_08,NAV_BLOCK_01_B4_d_opt_CALIBRATION_08_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,8,POOL_422,"[0.532031, -0.170782, 0.74368]","[0.532031, -0.170782, 0.74368]","[0.461511098822208, 0.011632611018060596, 0.6961981589445795]","[[0.00010147186661665221, -2.4857797514428418e-05, 0.0], [-2.4857797514428404e-05, 0.00010908603931018752, 0.0], [0.0, 0.0, 5.184869122215562e-06]]",True,,True,True,7,8,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_08_v0008.npz,1787327479.0830574,1787327481.0830882,40,94.05040740966797,57.175636291503906,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:21Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_09,NAV_BLOCK_01_B4_d_opt_CALIBRATION_09_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,9,POOL_278,"[0.595313, -0.210288, -0.73088]","[0.595313, -0.210288, -0.73088]","[0.547864191887378, -0.27864047419905147, -0.6402596835258857]","[[0.00010465992202214158, 0.00012387738173569437, 0.0], [0.00012387738173569437, 0.00019987635982894448, 0.0], [0.0, 0.0, 1.8820530067217178e-06]]",True,,True,True,8,9,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_09_v0009.npz,1787327483.122492,1787327485.1225226,40,88.58346939086914,52.57749557495117,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:25Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_10,NAV_BLOCK_01_B4_d_opt_CALIBRATION_10_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,10,POOL_347,"[-0.438281, -0.296708, 0.76672]","[-0.438281, -0.296708, 0.76672]","[-0.3539276218881214, -0.10850316302660526, 0.7510043797321178]","[[2.899773527955764e-05, -4.840521102858676e-05, 0.0], [-4.8405211028586764e-05, 0.00012041520865255, 0.0], [0.0, 0.0, 2.208999579765069e-06]]",True,,True,True,9,10,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_10_v0010.npz,1787327487.1720304,1787327489.1720667,40,84.90967750549316,54.28671836853027,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:29Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_11,NAV_BLOCK_01_B4_d_opt_CALIBRATION_11_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,11,POOL_283,"[-0.447656, 0.256379, -0.66688]","[-0.447656, 0.256379, -0.66688]","[-0.35587078892557134, 0.11176002409751523, -0.6000549219856361]","[[5.499727259445477e-05, 3.334201911148321e-06, 0.0], [3.3342019111483193e-06, 5.086421663505278e-05, 0.0], [0.0, 0.0, 2.905790314445218e-06]]",True,,True,True,10,11,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_11_v0011.npz,1787327491.2131999,1787327493.2132316,40,101.64618492126465,53.58767509460449,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:33Z
p8_nav_official_20260821_r30,NAV_BLOCK_01_B4_d_opt_CALIBRATION_12,NAV_BLOCK_01_B4_d_opt_CALIBRATION_12_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,12,POOL_382,"[0.480469, 0.244033, 0.60032]","[0.480469, 0.244033, 0.60032]","[0.4387174016031707, 0.30922219421232616, 0.568916622232231]","[[2.9105244531435655e-05, -3.3445142882743915e-05, 0.0], [-3.3445142882743915e-05, 0.0001532499380104747, 0.0], [0.0, 0.0, 3.030625561399182e-06]]",True,,True,True,11,12,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_12_v0012.npz,1787327495.2542195,1787327497.2542458,41,86.71402931213379,53.08938026428223,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r30/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T15:51:37Z
