run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,route_order,posterior_path,start_pose_error_m,start_yaw_error_deg,start_reference_age_ms,start_scan_age_ms,start_stable_samples,status,terminal_reason,success,route_reached,data_quality_valid,data_quality_reason,collision,duration_s,path_length_m,final_goal_distance_m,route_goal_count,waypoints_reached,trace_ticks,planned_action_rate_hz,max_scan_age_ms,max_reference_age_ms,max_sent_action_age_ms,bag_path,created_at
p8_nav_official_20260821_r20,NAV_BLOCK_01_B2_lhs_NAV_real_offset_slalom,NAV_BLOCK_01_B2_lhs_NAV_real_offset_slalom_attempt_01,NAV_BLOCK_01,B2_lhs,real_offset_slalom,A,/home/unitree/lly/p8_real/p8_nav_official_20260821_r20/posterior/NAV_BLOCK_01_B2_lhs_final.npz,0.006275182572019935,1.0714456752379813,73.67658615112305,73.66156578063965,20,INVALID,data_quality_invalid,False,True,False,reference age exceeded data-quality threshold,False,28.54667471799985,13.455847412838077,0.22351030270606606,5,4,662,23.190091544448148,98.59681129455566,143.46909523010254,15.37322998046875,/home/unitree/lly/p8_real/p8_nav_official_20260821_r20/bags/NAV_BLOCK_01_B2_lhs_part_01,2026-08-21T14:19:43Z
