scenario,seed,method,context_stage,monitor_trial,cmd_vx,cmd_vy,cmd_wz,measured_vx,measured_vy,measured_wz,predicted_vx,predicted_vy,predicted_wz,normalized_nis,cusum,legacy_alarm,signature_distance,alarm,valid,safety_events
signature_pilot_payload_com_only,14201,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.11685346792139441,0.029310312267127058,-0.20647149338382964,-0.20608270246057836,-0.0019352893261521517,-0.18339336912564866,1.0716769793365188,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14202,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.20663422704031675,-0.012441972858782114,-0.20570296021691412,-0.206042890852751,-0.001711950944525692,-0.18616943813137857,0.03750311023082981,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14203,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.13912490715340795,0.019175105597360916,-0.1928679452019368,-0.20292524944442927,-0.00466483894616922,-0.18691556344525664,0.5445262221586084,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14204,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.13457298853122107,0.019992282553056472,-0.22196845007319105,-0.20235660436810465,-0.0049083617226722935,-0.18766213377223126,0.6788980079457225,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14205,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.14510094355537448,0.013492153439877481,-0.19541914685786885,-0.20399949599118147,0.0005836195743864226,-0.18655032663212792,0.42713821671467533,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14206,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.11166349426785249,0.011187686089411562,-0.21053553476958226,-0.19973002058866202,-0.0007149630362034479,-0.1827335370902202,0.9822460153463348,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14207,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.12137080923027357,0.03054835797017619,-0.205585637401253,-0.20391369235396498,-0.005496373615069521,-0.18650910954161842,0.9600807836721175,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14208,frozen,pre_shift,1,-0.2,0.0,-0.2,-0.13781677628532865,0.0177371416872795,-0.18521425908637956,-0.20120625260030128,0.0033236976146961065,-0.18262090539701512,0.49169780975526906,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14201,frozen,pre_shift,2,-0.2,0.0,0.2,-0.022144990162853487,0.008974861948616863,0.08407756345614903,-0.20620794020407884,-0.005340405127078961,0.19849817128892383,4.897794207291426,3.397794207291426,False,nan,False,True,
signature_pilot_payload_com_only,14202,frozen,pre_shift,2,-0.2,0.0,0.2,-0.014033052499726894,0.010319522465109055,0.0902452188945315,-0.20515493832518783,-0.004560612376538083,0.19490592094860582,5.03961095771405,3.53961095771405,False,nan,False,True,
signature_pilot_payload_com_only,14203,frozen,pre_shift,2,-0.2,0.0,0.2,-0.03077646233730594,0.007169918234966943,0.08482522028616506,-0.2025908652276492,-0.008651294303888916,0.19983982511382417,4.383230245321384,2.883230245321384,False,nan,False,True,
signature_pilot_payload_com_only,14204,frozen,pre_shift,2,-0.2,0.0,0.2,-0.020372013959010088,0.008029963604694365,0.0922637265345577,-0.1991425817252336,-0.007084872106736851,0.19600925516400122,4.5226910822495645,3.0226910822495645,False,nan,False,True,
signature_pilot_payload_com_only,14205,frozen,pre_shift,2,-0.2,0.0,0.2,-0.012515096642156312,0.009016432304589874,0.09121137705753515,-0.2030234937701487,-0.002700039570195007,0.19455172542917193,4.984809463307514,3.4848094633075144,False,nan,False,True,
signature_pilot_payload_com_only,14206,frozen,pre_shift,2,-0.2,0.0,0.2,-0.033464178588332595,0.006656542314776458,0.10161614071284614,-0.19933530882784364,-0.001577626869906939,0.1860687997715226,3.743785622216808,2.243785622216808,False,nan,False,True,
signature_pilot_payload_com_only,14207,frozen,pre_shift,2,-0.2,0.0,0.2,-0.01535625241073668,0.011204617476696892,0.08785391205864501,-0.2035422385543302,-0.00831917014379389,0.19527296513493228,5.018060381876596,3.5180603818765963,False,nan,False,True,
signature_pilot_payload_com_only,14208,frozen,pre_shift,2,-0.2,0.0,0.2,-0.015838362106165405,0.002273181434292709,0.07653452066508916,-0.19910519194351475,9.697571757572495e-05,0.19754497063955312,4.939113686061101,3.439113686061101,False,nan,False,True,
signature_pilot_payload_com_only,14201,frozen,pre_shift,3,0.12,-0.1,-0.15,0.1159385641589398,-0.09217868319129953,-0.09602719587985398,0.12007355870990447,-0.10152512918962599,-0.1331521013674154,0.09703914533110986,1.994833352622536,False,nan,False,True,
signature_pilot_payload_com_only,14202,frozen,pre_shift,3,0.12,-0.1,-0.15,0.07983572069142138,-0.048244360169591514,-0.1354944182773626,0.11553162206458978,-0.10309056122876241,-0.1388159178091794,0.4927495689804163,2.5323605266944664,False,nan,False,True,
signature_pilot_payload_com_only,14203,frozen,pre_shift,3,0.12,-0.1,-0.15,0.11887377990437624,-0.11377647497466235,-0.07490822615344264,0.11971843578158604,-0.1067407711285055,-0.13171378696188732,0.20500077584480025,1.588231021166184,False,nan,False,True,
signature_pilot_payload_com_only,14204,frozen,pre_shift,3,0.12,-0.1,-0.15,0.08881155475100984,-0.05827143927359783,-0.1305981182191427,0.11207847324127855,-0.10463720197434134,-0.13117411482031868,0.3128183116898336,1.835509393939398,False,nan,False,True,
signature_pilot_payload_com_only,14205,frozen,pre_shift,3,0.12,-0.1,-0.15,0.0910305532625472,-0.06336887987180727,-0.12028034221412828,0.11595642288798635,-0.10137104673121879,-0.13421528543672165,0.2524261207817302,2.2372355840892446,False,nan,False,True,
signature_pilot_payload_com_only,14206,frozen,pre_shift,3,0.12,-0.1,-0.15,0.10453543176486674,-0.0937729784163089,-0.13232327751706852,0.11612678206312851,-0.0993319976694944,-0.13908397186168026,0.022188490041178944,0.7659741122579871,False,nan,False,True,
signature_pilot_payload_com_only,14207,frozen,pre_shift,3,0.12,-0.1,-0.15,0.0975633200119087,-0.0755736660147412,-0.12550977515764053,0.11122243574886628,-0.10620731662906716,-0.13315941787210053,0.13450333717779916,2.1525637190543954,False,nan,False,True,
signature_pilot_payload_com_only,14208,frozen,pre_shift,3,0.12,-0.1,-0.15,0.08582645775633407,-0.06848447096406829,-0.0913771017284065,0.11851793378327238,-0.09433883928601906,-0.12947980462117306,0.29396803787018033,2.2330817239312815,False,nan,False,True,
signature_pilot_payload_com_only,14201,frozen,pre_shift,4,0.12,0.1,0.15,0.042220211101172994,0.05173370373009689,0.06596329976272734,0.11556095356158466,0.09561841948849996,0.15072918156810283,1.2010234547378842,1.69585680736042,False,nan,False,True,
signature_pilot_payload_com_only,14202,frozen,pre_shift,4,0.12,0.1,0.15,0.04027910952070824,0.04828302610424798,0.06943577554876362,0.11465067607621318,0.09565538213792447,0.14793010867916878,1.2280057173054595,2.260366243999926,False,nan,False,True,
signature_pilot_payload_com_only,14203,frozen,pre_shift,4,0.12,0.1,0.15,0.06888701075512808,0.05873377777005829,0.11323760610743183,0.1173788534091316,0.09209861582655547,0.15560342537815802,0.49527128596839326,0.5835023071345773,False,nan,False,True,
signature_pilot_payload_com_only,14204,frozen,pre_shift,4,0.12,0.1,0.15,0.054557192600436025,0.05333713559397043,0.08639836942724358,0.11626313185899924,0.09775190775885975,0.15363486430705475,0.9018303782527114,1.2373397721921093,False,nan,False,True,
signature_pilot_payload_com_only,14205,frozen,pre_shift,4,0.12,0.1,0.15,0.039277055990918186,0.040812448567329296,0.08989358566589635,0.1174052170225061,0.09895854852819715,0.15006962911031174,1.2439364406320161,1.9811720247212607,False,nan,False,True,
signature_pilot_payload_com_only,14206,frozen,pre_shift,4,0.12,0.1,0.15,0.11422942090056112,0.10553391845007737,0.15412231432510495,0.11780054699002059,0.10148413429892833,0.13801067872518105,0.019400711174940553,0.0,False,nan,False,True,
signature_pilot_payload_com_only,14207,frozen,pre_shift,4,0.12,0.1,0.15,0.06342942286571995,0.05874861504716618,0.08713606452133753,0.11508214219563112,0.09302164843309803,0.14900881536532334,0.6558828543008103,1.3084465733552055,False,nan,False,True,
signature_pilot_payload_com_only,14208,frozen,pre_shift,4,0.12,0.1,0.15,0.10374263629397878,0.10693223978287059,0.22792842346983935,0.10975619039008189,0.09547340212608244,0.15424076011431476,0.35411229716089165,1.0871940210921731,False,nan,False,True,
signature_pilot_payload_com_only,14201,frozen,post_shift,1,-0.2,0.0,-0.2,-0.08484516725520491,0.0033275244484983644,-0.14651827014101612,-0.20608270246057836,-0.0019352893261521517,-0.18339336912564866,1.8410072050840867,2.0368640124445068,False,0.5183581140511568,False,True,
signature_pilot_payload_com_only,14202,frozen,post_shift,1,-0.2,0.0,-0.2,-0.10725332524886466,0.028710862682796028,-0.13576898131287332,-0.206042890852751,-0.001711950944525692,-0.18616943813137857,1.4243680321364147,2.1847342761363406,False,0.9588919853002893,False,True,
signature_pilot_payload_com_only,14203,frozen,post_shift,1,-0.2,0.0,-0.2,-0.09586753342762613,0.018517843420204058,-0.10702506479381442,-0.20292524944442927,-0.00466483894616922,-0.18691556344525664,1.8262764009412162,0.9097787080757935,False,0.5683090545039021,False,True,
signature_pilot_payload_com_only,14204,frozen,post_shift,1,-0.2,0.0,-0.2,-0.09236811245355506,0.020882456719415923,-0.09419557264161711,-0.20235660436810465,-0.0049083617226722935,-0.18766213377223126,2.0663364319130144,1.8036762041051237,False,0.7712911588497863,False,True,
signature_pilot_payload_com_only,14205,frozen,post_shift,1,-0.2,0.0,-0.2,-0.09885963358555562,0.013348406166322744,-0.0749738742279515,-0.20399949599118147,0.0005836195743864226,-0.18655032663212792,2.105635785163417,2.586807809884678,False,0.7462217782270988,False,True,
