map,seed,method,success,collision,arrival_time_s,completion_time_s,path_length_m,arrival_x,arrival_y,goal_distance_at_arrival_m,final_x,final_y,goal_distance_m,stall_recovery_attempts,regular_recovery_attempts,emergency_recovery_attempts,velocity_feedback_updates,height_rate_guard_updates,serious_safety_event
open_field,8001,B8_full,True,False,19.7,19.7,2.213999692177822,1.9622421264648438,0.0058345794677734375,0.23782945306568992,1.8797645568847656,-0.016431808471679688,0.3206567375822011,1,0,1,153,64,False
open_field,8002,B8_full,True,False,14.0,14.0,2.1116926551694633,1.9915351867675781,0.10529041290283203,0.2335458186422473,1.9333267211914062,0.11168575286865234,0.28911649040544846,0,0,0,120,36,False
open_field,8003,B8_full,True,False,15.5,15.5,2.0514378690713784,1.966339111328125,-0.06904983520507812,0.24364993461271212,1.8486518859863281,-0.1172628402709961,0.3703998797642697,0,0,0,135,51,False
open_field,8004,B8_full,True,False,18.2,18.2,2.2096678641755716,1.9608688354492188,-0.07238034904003143,0.24984520965303633,1.8328590393066406,-0.12722794711589813,0.38856072311309175,1,0,1,137,55,False
open_field,8005,B8_full,True,False,19.0,19.0,2.261591559552471,1.9534149169921875,0.03944969177246094,0.24972080678812497,1.8628959655761719,0.020639419555664062,0.33773527453379276,2,1,1,117,54,False
open_field,8006,B8_full,True,False,12.9,12.9,2.030391195396078,1.9569473266601562,0.04210853576660156,0.24667332811240872,1.8802261352539062,0.03602027893066406,0.3217961856033971,0,0,0,109,45,False
open_field,8007,B8_full,True,False,19.2,19.2,2.27074675491167,1.9571990966796875,0.058319091796875,0.24970661809646166,1.9091377258300781,0.06669807434082031,0.29841162118133485,1,1,0,143,51,False
open_field,8008,B8_full,True,False,13.6,13.6,2.0527763006903115,1.9527244567871094,0.010637283325195312,0.2475042344441216,1.8668327331542969,0.0070018768310546875,0.333240834797588,0,0,0,116,12,False
open_field,8009,B8_full,True,False,12.5,12.5,2.056151476346713,1.9595680236816406,0.01954174041748047,0.24122482221963892,1.8766422271728516,0.011618614196777344,0.32356644053978684,0,0,0,105,42,False
open_field,8010,B8_full,True,False,14.3,14.3,2.078693357485463,1.9653091430664062,0.00679779052734375,0.23478928485831355,1.9199867248535156,0.018581390380859375,0.28062911881475655,0,0,0,123,42,False
open_field,8011,B8_full,True,False,13.0,13.0,2.033673655052553,1.9567031860351562,0.049300115555524826,0.2482414974963533,1.8845233917236328,0.04868852347135544,0.3192116268048225,0,0,0,110,30,False
open_field,8012,B8_full,True,False,16.4,16.4,2.0901603984530084,1.9647693634033203,-0.040575504302978516,0.23870446988508676,1.8950214385986328,-0.07728862762451172,0.3146195398803578,0,0,0,144,51,False
open_field,8013,B8_full,True,False,15.6,15.6,2.0904829615392373,1.9761295318603516,0.09157752990722656,0.2418768911842849,1.9174365997314453,0.10939407348632812,0.3030002285234447,0,0,0,136,48,False
open_field,8014,B8_full,True,False,15.5,15.5,2.1036847965078778,1.981048583984375,0.051025390625,0.22481840018931104,1.9046764373779297,0.04453277587890625,0.2986623089163962,0,0,0,135,39,False
open_field,8015,B8_full,True,False,18.900000000000002,18.900000000000002,2.234825295920018,1.9526233673095703,-0.0061626434326171875,0.24745338263061475,1.8489208221435547,-0.02895355224609375,0.3522710565914052,1,0,1,145,46,False
open_field,8016,B8_full,True,False,12.3,12.3,2.0396118714124896,1.96728515625,-0.03223609924316406,0.23493693748749284,1.8792133331298828,-0.06418609619140625,0.32714513688259544,0,0,0,103,36,False
open_field,8017,B8_full,True,False,10.4,10.4,2.0086265509889927,1.9541740417480469,-0.012961387634277344,0.24616742132113478,1.885091781616211,-0.026765823364257812,0.3160436604426973,0,0,0,84,12,False
open_field,8018,B8_full,True,False,12.1,12.1,2.0507070575258695,1.96466064453125,-0.006817260757088661,0.23543807524841195,1.9017658233642578,-0.030673028901219368,0.2998073695151175,0,0,0,101,27,False
open_field,8019,B8_full,True,False,16.8,16.8,2.1516051919024903,1.9576988220214844,0.008947372436523438,0.24246631997721715,1.8882522583007812,-0.0043773651123046875,0.31177847228423156,1,0,1,124,39,False
open_field,8020,B8_full,True,False,13.8,13.8,2.196587719139643,1.9541034698486328,-0.02208232879638672,0.24688607248193253,1.8860416412353516,-0.05777931213378906,0.31923079417381656,2,0,2,80,33,False
open_field,8021,B8_full,True,False,13.4,13.4,2.0867834477539873,1.9738407135009766,-0.042633056640625,0.23014256535519495,1.8842830657958984,-0.07696342468261719,0.3249623844110484,0,0,0,114,33,False
open_field,8022,B8_full,True,False,14.200000000000001,14.200000000000001,2.0492631041124696,1.9574337005615234,-0.02881622314453125,0.24427194750849343,1.8708524703979492,-0.05827903747558594,0.3342671722622695,0,0,0,122,45,False
open_field,8023,B8_full,True,False,16.1,16.1,2.2106841273562168,1.9688034057617188,0.04794502258300781,0.23611562925368934,1.8859567642211914,0.05475330352783203,0.3187806113703206,1,1,0,112,42,False
open_field,8024,B8_full,True,False,17.2,17.2,2.2320659407887433,1.9567985534667969,0.03440999984741211,0.24562367899968734,1.9040145874023438,0.03805208206176758,0.2984213890119815,1,1,0,123,48,False
open_field,8025,B8_full,True,False,15.0,15.0,2.142767066041415,1.9662494659423828,0.011332623660564423,0.23402508526064747,1.9087553024291992,-0.005283360835164785,0.29129261536266565,1,0,1,106,61,False
open_field,8026,B8_full,True,False,19.3,19.3,2.2582799711599364,1.9644737243652344,0.035259246826171875,0.238150878648668,1.933833122253418,0.03317546844482422,0.2682264314266914,1,1,0,144,57,False
open_field,8027,B8_full,True,False,15.0,15.0,2.1301952907597297,1.9712371826171875,-0.02539539337158203,0.23016809644566186,1.8962345123291016,-0.050278663635253906,0.30789838505079214,1,0,1,106,42,False
open_field,8028,B8_full,True,False,14.6,14.6,2.0626144123089034,1.9699478149414062,-0.031101226806640625,0.2321449852120688,1.896036148071289,-0.05396270751953125,0.30871669388320727,0,0,0,126,63,False
open_field,8029,B8_full,True,False,16.0,16.0,2.1541903499964974,1.9684933423995972,0.01239013671875,0.2318379779096159,1.8991119861602783,0.004215240478515625,0.3009175387455912,1,0,1,115,48,False
open_field,8030,B8_full,True,False,13.200000000000001,13.200000000000001,2.0402050971169956,1.955109715461731,-0.0038051605224609375,0.2449198454756906,1.8805381059646606,-0.01580810546875,0.31985277541262264,0,0,0,112,55,False
open_field,8031,B8_full,True,False,13.8,13.8,2.1401709378069427,1.9685583114624023,-0.06493186950683594,0.24037762556192124,1.91830313205719,-0.053447723388671875,0.28672248698736735,1,0,1,94,24,False
open_field,8032,B8_full,True,False,23.6,23.6,2.284022485485366,1.9578099250793457,-0.00927948858588934,0.2423677810652395,1.9587335586547852,-0.008859262801706791,0.24142904186690917,1,0,1,192,69,False
open_field,8033,B8_full,True,False,14.0,14.0,2.069141082418355,1.9644564390182495,-0.0037245750427246094,0.23557300689852517,1.8781797885894775,-0.017850875854492188,0.3223149116021255,0,0,0,120,21,False
open_field,8034,B8_full,True,False,13.1,13.1,2.0442908107070252,1.963735580444336,0.00518798828125,0.23632137264830985,1.8827266693115234,-0.004076957702636719,0.3172995240309519,0,0,0,111,33,False
open_field,8035,B8_full,True,False,14.4,14.4,2.1157169209618587,1.9624730348587036,0.028371810913085938,0.23921542346538321,1.8361612558364868,0.029832839965820312,0.36505976236077947,1,0,1,100,57,False
open_field,8036,B8_full,True,False,16.6,16.6,2.0792768264182087,1.9597992897033691,-0.04661369323730469,0.24468187024017046,1.9003467559814453,-0.08453178405761719,0.3113481799638585,0,0,0,146,60,False
open_field,8037,B8_full,True,False,12.3,12.3,2.0831202611443587,1.9766936302185059,0.08777523040771484,0.23993796251972488,1.9319519996643066,0.09047603607177734,0.2829057150133689,0,0,0,103,33,False
open_field,8038,B8_full,True,False,22.2,22.2,2.2488424419971125,1.961890697479248,0.0527338981628418,0.2438788714964214,1.955451488494873,0.05720663070678711,0.2511504988571514,1,1,0,173,48,False
open_field,8039,B8_full,True,False,12.5,12.5,2.0405880020698532,1.9594292640686035,0.04764952138066292,0.24524427796460416,1.891519546508789,0.03797316178679466,0.3108088660289943,0,0,0,105,30,False
open_field,8040,B8_full,True,False,14.8,14.8,2.061531364633993,1.956474781036377,0.054416656494140625,0.2495309695714781,1.9394574165344238,0.04639434814453125,0.26464102731563144,0,0,0,128,39,False
open_field,8041,B8_full,True,False,14.5,14.5,2.0986666407552548,1.9553613662719727,0.04177284240722656,0.24817943402928253,1.8891582489013672,0.06604576110839844,0.3177807999021529,1,0,1,101,30,False
open_field,8042,B8_full,True,False,13.1,13.1,2.0300468495988753,1.9539923667907715,0.003765106201171875,0.24603644368652483,1.8623523712158203,-0.0011577606201171875,0.33764961370218216,0,0,0,111,45,False
open_field,8043,B8_full,True,False,17.8,17.8,2.1301491559061105,1.9727745056152344,0.0017604827880859375,0.2272323141589866,1.8912343978881836,-0.03304100036621094,0.31052842825202426,0,0,0,158,54,False
open_field,8044,B8_full,True,False,14.3,14.3,2.0666939743532566,1.9589109420776367,0.007668495178222656,0.24121098579499056,1.8688297271728516,-0.012294769287109375,0.33139841725064306,0,0,0,123,51,False
open_field,8045,B8_full,True,False,20.1,20.1,2.1280913525224605,1.9595918655395508,0.054166316986083984,0.24643469928277237,1.9095535278320312,0.059445858001708984,0.296467474149152,0,0,0,181,36,False
open_field,8046,B8_full,True,False,15.5,15.5,2.1348789048497565,1.951796531677246,-0.027590299025177956,0.24973222917305474,1.862441062927246,-0.06818541884422302,0.3443766649188787,1,0,1,111,36,False
open_field,8047,B8_full,True,False,16.7,16.7,2.0521663689942216,1.950230598449707,-0.005388736724853516,0.2498275253735692,1.8498811721801758,-0.03572845458984375,0.3519370910564932,0,0,0,147,60,False
open_field,8048,B8_full,True,False,18.7,18.7,2.1970928455266403,1.9650945663452148,-0.015353202819824219,0.23540663456531852,1.8932275772094727,-0.03912544250488281,0.30925736795745556,1,0,1,143,62,False
open_field,8049,B8_full,True,False,11.8,11.8,2.034469143341994,1.9592399597167969,0.0152587890625,0.24124308827575464,1.9023618698120117,-0.0074825286865234375,0.29773216953723125,0,0,0,98,18,False
open_field,8050,B8_full,True,False,14.1,14.1,2.03518506421824,1.9539432525634766,-0.0003833770751953125,0.24605704610318105,1.88677978515625,-0.021337509155273438,0.3139461614412834,0,0,0,121,48,False
