scenario,seed,method,recovery_trial,rolling_rmse,target_rmse
confirm_payload_com_only,10101,full,4,0.13083616051400224,0.14
confirm_payload_com_only,10103,full,4,0.14076963027278766,0.075
confirm_payload_com_only,10104,full,4,0.11746317602742216,0.0812191736534194
confirm_payload_com_only,10105,full,4,0.12257686607708551,0.14
confirm_payload_com_only,10106,full,4,0.08301968281300488,0.14
confirm_payload_com_only,10107,full,4,0.10900637174915044,0.14
confirm_payload_com_only,10108,full,4,0.14476430948097277,0.14
confirm_payload_com_only,10109,full,4,0.11284416736179893,0.14
confirm_payload_com_only,10110,full,4,0.13243096086147824,0.14
confirm_payload_com_only,10111,full,4,0.10563892300817287,0.14
confirm_payload_com_only,10112,full,4,0.10115427831854722,0.14
confirm_payload_com_only,10113,full,4,0.10266057758989443,0.14
confirm_payload_com_only,10114,full,4,0.13175719960420165,0.14
confirm_payload_com_only,10115,full,4,0.126142620587787,0.14
confirm_payload_com_only,10116,full,4,0.11767032080007946,0.14
confirm_payload_com_only,10117,full,4,0.11264534261612004,0.14
confirm_payload_com_only,10118,full,4,0.13233941241265568,0.14
confirm_payload_com_only,10119,full,4,0.12502122476196928,0.14
confirm_payload_com_only,10120,full,4,0.10738408159649662,0.14
confirm_payload_com_only,10121,full,4,0.12963517210688844,0.14
confirm_payload_com_only,10122,full,4,0.11693063203113108,0.14
confirm_payload_com_only,10123,full,4,0.1145216744821213,0.14
confirm_payload_com_only,10124,full,4,0.13191401147349466,0.14
confirm_payload_com_only,10125,full,4,0.11711412120543532,0.14
confirm_payload_com_only,10126,full,4,0.12809140757438464,0.14
confirm_payload_com_only,10127,full,4,0.11393604269071529,0.14
confirm_payload_com_only,10128,full,4,0.12408049961523834,0.14
confirm_payload_com_only,10129,full,4,0.1103623226926738,0.14
confirm_payload_com_only,10130,full,4,0.11960149835920263,0.08935904314577116
confirm_payload_com_only,10131,full,4,0.09014829978670943,0.14
confirm_payload_com_only,10132,full,4,0.10047660180076787,0.14
confirm_payload_com_only,10133,full,4,0.11128885083551956,0.14
confirm_payload_com_only,10134,full,4,0.1309093951385617,0.14
confirm_payload_com_only,10135,full,4,0.12998449924620048,0.14
confirm_payload_com_only,10136,full,4,0.11160860848097655,0.14
confirm_payload_com_only,10137,full,4,0.11541271535366698,0.14
confirm_payload_com_only,10138,full,4,0.10092294426781785,0.14
confirm_payload_com_only,10139,full,4,0.10104195182173499,0.14
confirm_payload_com_only,10140,full,4,0.12984979467147334,0.14
confirm_payload_com_only,10141,full,4,0.08216036374191055,0.14
confirm_payload_com_only,10142,full,4,0.1232743048522375,0.14
confirm_payload_com_only,10143,full,4,0.12633900433823184,0.075
confirm_payload_com_only,10145,full,4,0.12759625166879796,0.14
confirm_payload_com_only,10146,full,4,0.1402321107451244,0.14
confirm_payload_com_only,10147,full,4,0.11225281452186153,0.14
confirm_payload_com_only,10148,full,4,0.12129691868204913,0.14
