scenario,seed,method,recovery_trial,rolling_rmse,target_rmse
final_mixed_context,17101,passive,4,0.13095639969209324,0.10061531199862264
final_mixed_context,17102,passive,4,0.12398424884106345,0.075
final_mixed_context,17103,passive,4,0.1193391515903497,0.0822998258401282
final_mixed_context,17104,passive,4,0.12445447892547569,0.08698313286700737
final_mixed_context,17105,passive,4,0.1423749831528405,0.07953101087301631
final_mixed_context,17106,passive,4,0.15077210415308878,0.08881546641877341
final_mixed_context,17107,passive,4,0.13743334017357958,0.07794528283544629
final_mixed_context,17108,passive,4,0.1301391926616546,0.09638067512316864
final_mixed_context,17109,passive,4,0.12454052687609189,0.07899438788166792
final_mixed_context,17110,passive,4,0.1354147906211563,0.09192789730027207
final_mixed_context,17111,passive,4,0.1107254093628587,0.08259165240785647
final_mixed_context,17112,passive,4,0.13141414055783507,0.09892072420006665
final_mixed_context,17113,passive,4,0.12958794617475644,0.09687234157943432
final_mixed_context,17114,passive,4,0.1301310427676351,0.10564483873689877
final_mixed_context,17115,passive,4,0.13208154368682223,0.0918076081344796
final_mixed_context,17116,passive,4,0.12694013392905695,0.0976724162758963
final_mixed_context,17117,passive,4,0.1420837351127834,0.10357425356343278
final_mixed_context,17118,passive,4,0.11414343196110524,0.09147374919256931
final_mixed_context,17119,passive,4,0.14046791168335504,0.09003655163175331
final_mixed_context,17120,passive,4,0.14253820816326088,0.11304420265743247
final_mixed_context,17121,passive,4,0.12764107791016968,0.08146131053930795
final_mixed_context,17122,passive,4,0.12250422838573365,0.08471119290831805
final_mixed_context,17123,passive,4,0.1308685202445626,0.09693791266297443
final_mixed_context,17124,passive,4,0.14917699680432425,0.09381809475313929
final_mixed_context,17125,passive,4,0.16012894214595289,0.10626794499463917
final_mixed_context,17126,passive,4,0.1121031006551721,0.07888623154094576
final_mixed_context,17127,passive,4,0.13308400142280158,0.08225118365776884
final_mixed_context,17128,passive,4,0.11950391748443595,0.09316149267161562
final_mixed_context,17129,passive,4,0.1329210667447163,0.11115657129948613
final_mixed_context,17130,passive,4,0.13312353902044696,0.08582200967220499
final_mixed_context,17131,passive,4,0.13621984325273234,0.10213503970276629
final_mixed_context,17132,passive,4,0.13020239729441407,0.10015608665462937
final_mixed_context,17133,passive,4,0.12919449534654354,0.09662089699708191
final_mixed_context,17134,passive,4,0.13046557307668974,0.08868489589087351
final_mixed_context,17135,passive,4,0.1311601000105034,0.09206761749683198
final_mixed_context,17136,passive,4,0.11593945322444324,0.08622329422916906
final_mixed_context,17137,passive,4,0.13542046104535158,0.10202052643389212
final_mixed_context,17138,passive,4,0.14455515072792982,0.10272011548636514
final_mixed_context,17139,passive,4,0.13178503005934525,0.08475970088955041
final_mixed_context,17140,passive,4,0.1442553334712918,0.09784169649003073
final_mixed_context,17141,passive,4,0.15658891561015342,0.09657567176228794
final_mixed_context,17142,passive,4,0.14394573947580827,0.08222717203195176
final_mixed_context,17143,passive,4,0.11665723419837773,0.08626914140937399
final_mixed_context,17144,passive,4,0.12999760675824337,0.08720984033711009
final_mixed_context,17145,passive,4,0.12429891617891389,0.09398185733336714
final_mixed_context,17146,passive,4,0.13005125845909865,0.09415471406574907
final_mixed_context,17147,passive,4,0.12424060627131092,0.08025926720410834
final_mixed_context,17148,passive,4,0.13341565461120145,0.08792332728342697
final_mixed_context,17149,passive,4,0.14958899628533318,0.07776983656840931
final_mixed_context,17150,passive,4,0.11426109051257304,0.09546925710536583
final_mixed_context,17151,passive,4,0.12359573020862204,0.08629163801750436
final_mixed_context,17152,passive,4,0.14360352238464266,0.10300541425610925
final_mixed_context,17153,passive,4,0.120282449850108,0.08420205434083221
final_mixed_context,17154,passive,4,0.13397309211350766,0.08920370774845476
final_mixed_context,17155,passive,4,0.14176689321444647,0.08987849330232116
final_mixed_context,17156,passive,4,0.1259557625800407,0.08268838322970369
final_mixed_context,17157,passive,4,0.133163737437616,0.08642186759215814
final_mixed_context,17158,passive,4,0.12526024523548387,0.0925010136077295
final_mixed_context,17159,passive,4,0.1572727291426437,0.09084423288602915
final_mixed_context,17160,passive,4,0.12741333096716967,0.08975047501686231
final_mixed_context,17161,passive,4,0.13111010370089252,0.10305237352679905
final_mixed_context,17162,passive,4,0.1253926559392451,0.09047725162165587
final_mixed_context,17163,passive,4,0.1324326192404445,0.09249197527351123
final_mixed_context,17164,passive,4,0.1357165493458156,0.08362987827894519
final_mixed_context,17165,passive,4,0.14140644038169825,0.09317156436829983
final_mixed_context,17166,passive,4,0.10806043947296787,0.07682998308005963
final_mixed_context,17167,passive,4,0.1334058207061385,0.075
final_mixed_context,17168,passive,4,0.14465904113026504,0.1053877502665026
final_mixed_context,17169,passive,4,0.14351712899167499,0.099654036246243
final_mixed_context,17170,passive,4,0.1403433547841354,0.08955651562872315
final_mixed_context,17171,passive,4,0.1480819811316723,0.09504504395189795
final_mixed_context,17172,passive,4,0.14749805036824687,0.08966775851115331
final_mixed_context,17101,passive,5,0.14479366618818315,0.10061531199862264
final_mixed_context,17102,passive,5,0.1431938780375164,0.075
final_mixed_context,17103,passive,5,0.1256408210259735,0.0822998258401282
final_mixed_context,17104,passive,5,0.1528181492019024,0.08698313286700737
final_mixed_context,17105,passive,5,0.15781483968872104,0.07953101087301631
final_mixed_context,17106,passive,5,0.15936454842905237,0.08881546641877341
final_mixed_context,17107,passive,5,0.1459621383183107,0.07794528283544629
final_mixed_context,17108,passive,5,0.13803454616333644,0.09638067512316864
final_mixed_context,17109,passive,5,0.13667945385803737,0.07899438788166792
final_mixed_context,17110,passive,5,0.1510325861917294,0.09192789730027207
final_mixed_context,17111,passive,5,0.11757699970371244,0.08259165240785647
final_mixed_context,17112,passive,5,0.13636108709590916,0.09892072420006665
final_mixed_context,17113,passive,5,0.1460915989033979,0.09687234157943432
final_mixed_context,17114,passive,5,0.1438439248362394,0.10564483873689877
final_mixed_context,17115,passive,5,0.13860504830548606,0.0918076081344796
final_mixed_context,17116,passive,5,0.1456685190660782,0.0976724162758963
final_mixed_context,17117,passive,5,0.1610241536726399,0.10357425356343278
final_mixed_context,17118,passive,5,0.12175354950734579,0.09147374919256931
final_mixed_context,17119,passive,5,0.15771680369003052,0.09003655163175331
final_mixed_context,17120,passive,5,0.157460639361772,0.11304420265743247
final_mixed_context,17121,passive,5,0.13571748533796635,0.08146131053930795
final_mixed_context,17122,passive,5,0.1312400009364756,0.08471119290831805
final_mixed_context,17123,passive,5,0.14028993346766536,0.09693791266297443
final_mixed_context,17124,passive,5,0.1624077468795367,0.09381809475313929
final_mixed_context,17125,passive,5,0.1710851972785861,0.10626794499463917
final_mixed_context,17126,passive,5,0.14607097885044923,0.07888623154094576
final_mixed_context,17127,passive,5,0.14957782727656585,0.08225118365776884
final_mixed_context,17128,passive,5,0.12740462246494824,0.09316149267161562
final_mixed_context,17129,passive,5,0.14258062763116974,0.11115657129948613
final_mixed_context,17130,passive,5,0.14510201604771134,0.08582200967220499
final_mixed_context,17131,passive,5,0.15070061233617799,0.10213503970276629
final_mixed_context,17132,passive,5,0.13743859523590501,0.10015608665462937
final_mixed_context,17133,passive,5,0.14048792788003814,0.09662089699708191
final_mixed_context,17134,passive,5,0.136854539049539,0.08868489589087351
final_mixed_context,17135,passive,5,0.13265719167655418,0.09206761749683198
final_mixed_context,17136,passive,5,0.13155654774810477,0.08622329422916906
final_mixed_context,17137,passive,5,0.14878319929728573,0.10202052643389212
final_mixed_context,17138,passive,5,0.15817496014702842,0.10272011548636514
final_mixed_context,17139,passive,5,0.15703212488986432,0.08475970088955041
final_mixed_context,17140,passive,5,0.15468653785803835,0.09784169649003073
final_mixed_context,17141,passive,5,0.17613047537701343,0.09657567176228794
final_mixed_context,17142,passive,5,0.1611945234594849,0.08222717203195176
final_mixed_context,17143,passive,5,0.1376464949992741,0.08626914140937399
final_mixed_context,17144,passive,5,0.148830019345149,0.08720984033711009
final_mixed_context,17145,passive,5,0.13830988984879608,0.09398185733336714
final_mixed_context,17146,passive,5,0.1470707328460679,0.09415471406574907
final_mixed_context,17147,passive,5,0.1384648679102869,0.08025926720410834
final_mixed_context,17148,passive,5,0.16069210273564186,0.08792332728342697
final_mixed_context,17149,passive,5,0.1612719626721266,0.07776983656840931
final_mixed_context,17150,passive,5,0.1238192454728634,0.09546925710536583
final_mixed_context,17151,passive,5,0.1450261237495376,0.08629163801750436
final_mixed_context,17152,passive,5,0.15805625958416486,0.10300541425610925
final_mixed_context,17153,passive,5,0.12918519348726232,0.08420205434083221
final_mixed_context,17154,passive,5,0.1534606012135655,0.08920370774845476
final_mixed_context,17155,passive,5,0.15490982010361448,0.08987849330232116
final_mixed_context,17156,passive,5,0.1475443177465774,0.08268838322970369
final_mixed_context,17157,passive,5,0.1460085628324538,0.08642186759215814
final_mixed_context,17158,passive,5,0.15977182226028078,0.0925010136077295
final_mixed_context,17159,passive,5,0.16804794519581545,0.09084423288602915
final_mixed_context,17160,passive,5,0.1428063812236662,0.08975047501686231
final_mixed_context,17161,passive,5,0.1540585627391025,0.10305237352679905
final_mixed_context,17162,passive,5,0.14401991141793,0.09047725162165587
final_mixed_context,17163,passive,5,0.15499297834379447,0.09249197527351123
final_mixed_context,17164,passive,5,0.14319721736576096,0.08362987827894519
final_mixed_context,17165,passive,5,0.14993358345392313,0.09317156436829983
final_mixed_context,17166,passive,5,0.1152353061516886,0.07682998308005963
final_mixed_context,17167,passive,5,0.1391914520478698,0.075
final_mixed_context,17168,passive,5,0.15287241787035924,0.1053877502665026
final_mixed_context,17169,passive,5,0.15924675443859185,0.099654036246243
final_mixed_context,17170,passive,5,0.15698343199396617,0.08955651562872315
final_mixed_context,17171,passive,5,0.17043784376450138,0.09504504395189795
final_mixed_context,17172,passive,5,0.16049495569693736,0.08966775851115331
final_mixed_context,17101,passive,6,0.13977946390310428,0.10061531199862264
final_mixed_context,17102,passive,6,0.12924723830267482,0.075
final_mixed_context,17103,passive,6,0.1298465471248651,0.0822998258401282
final_mixed_context,17104,passive,6,0.14519776199053186,0.08698313286700737
final_mixed_context,17105,passive,6,0.14840451112300362,0.07953101087301631
final_mixed_context,17106,passive,6,0.1357764501847063,0.08881546641877341
final_mixed_context,17107,passive,6,0.13764300611544844,0.07794528283544629
final_mixed_context,17108,passive,6,0.12605439584060024,0.09638067512316864
final_mixed_context,17109,passive,6,0.13461415650342698,0.07899438788166792
final_mixed_context,17110,passive,6,0.1357146644979705,0.09192789730027207
final_mixed_context,17111,passive,6,0.11036964922126026,0.08259165240785647
final_mixed_context,17112,passive,6,0.12386791563309507,0.09892072420006665
final_mixed_context,17113,passive,6,0.1327658606376243,0.09687234157943432
final_mixed_context,17114,passive,6,0.13500723518789384,0.10564483873689877
final_mixed_context,17115,passive,6,0.1268378087588602,0.0918076081344796
final_mixed_context,17116,passive,6,0.13197320293461975,0.0976724162758963
final_mixed_context,17117,passive,6,0.1485552513925758,0.10357425356343278
final_mixed_context,17118,passive,6,0.11591487393795344,0.09147374919256931
final_mixed_context,17119,passive,6,0.1485192293505327,0.09003655163175331
final_mixed_context,17120,passive,6,0.14536608663591,0.11304420265743247
final_mixed_context,17121,passive,6,0.12596814214665622,0.08146131053930795
final_mixed_context,17122,passive,6,0.12002027665021654,0.08471119290831805
final_mixed_context,17123,passive,6,0.12904902152716086,0.09693791266297443
final_mixed_context,17124,passive,6,0.144551896243559,0.09381809475313929
final_mixed_context,17125,passive,6,0.15108192794236444,0.10626794499463917
final_mixed_context,17126,passive,6,0.1514816963420504,0.07888623154094576
final_mixed_context,17127,passive,6,0.14179407903487348,0.08225118365776884
final_mixed_context,17128,passive,6,0.11057512746966575,0.09316149267161562
final_mixed_context,17129,passive,6,0.1261189814667533,0.11115657129948613
final_mixed_context,17130,passive,6,0.12458851635808553,0.08582200967220499
final_mixed_context,17131,passive,6,0.13698719561873693,0.10213503970276629
final_mixed_context,17132,passive,6,0.125157389198646,0.10015608665462937
final_mixed_context,17133,passive,6,0.12587411644218077,0.09662089699708191
final_mixed_context,17134,passive,6,0.13788655940165592,0.08868489589087351
final_mixed_context,17135,passive,6,0.12226175739360322,0.09206761749683198
final_mixed_context,17136,passive,6,0.12323249728628215,0.08622329422916906
final_mixed_context,17137,passive,6,0.1459912002599265,0.10202052643389212
final_mixed_context,17138,passive,6,0.14309980468794706,0.10272011548636514
final_mixed_context,17139,passive,6,0.14379199422434014,0.08475970088955041
