run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,reference_max_age_ms,scan_max_age_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_01,NAV_BLOCK_01_B4_d_opt_CALIBRATION_01_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,1,POOL_103,"[-0.553125, 0.292593, -0.6976]","[-0.553125, 0.292593, -0.6976]","[-0.46129115839150114, 0.15071842823499948, -0.6383172355415451]","[[4.2354962608865456e-05, 6.754238487213997e-05, 0.0], [6.754238487213996e-05, 0.00012982717627710208, 0.0], [0.0, 0.0, 1.3757748762480984e-06]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_01_v0001.npz,1787322240.8312297,1787322242.8312786,41,96.87280654907227,53.21145057678223,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:03Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_02,NAV_BLOCK_01_B4_d_opt_CALIBRATION_02_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,2,POOL_167,"[-0.557812, -0.260494, 0.67456]","[-0.557812, -0.260494, 0.67456]","[-0.4648218661286436, -0.09362677741124142, 0.650316804133824]","[[8.474950769967216e-05, -4.8513438215606876e-05, 0.0], [-4.851343821560688e-05, 0.00010618242452972659, 0.0], [0.0, 0.0, 1.6303881293905547e-06]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_02_v0002.npz,1787322244.8757336,1787322246.8757665,40,84.00559425354004,56.030988693237305,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:07Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_03,NAV_BLOCK_01_B4_d_opt_CALIBRATION_03_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,3,POOL_158,"[0.454688, -0.282716, -0.66944]","[0.454688, -0.282716, -0.66944]","[0.4196445558504326, -0.33236510757787024, -0.6145244455048876]","[[6.789773916748842e-05, 8.528180654777807e-05, 0.0], [8.528180654777807e-05, 0.0001192385330949268, 0.0], [0.0, 0.0, 3.5274833945053257e-06]]",True,,True,True,2,3,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_03_v0003.npz,1787322248.9141045,1787322250.9141355,40,82.81254768371582,59.71574783325195,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:11Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_04,NAV_BLOCK_01_B4_d_opt_CALIBRATION_04_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,4,POOL_262,"[0.557812, 0.230864, 0.66176]","[0.557812, 0.230864, 0.66176]","[0.506938167593832, 0.30379051643276495, 0.627945980245116]","[[6.605983327427922e-05, -9.919667257001081e-05, 0.0], [-9.919667257001081e-05, 0.00016552517773839133, 0.0], [0.0, 0.0, 5.556216987263333e-06]]",True,,True,True,3,4,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_04_v0004.npz,1787322252.9578047,1787322254.9578648,40,84.83743667602539,53.10416221618652,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:15Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_05,NAV_BLOCK_01_B4_d_opt_CALIBRATION_05_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,5,POOL_247,"[-0.567187, 0.253086, 0.77696]","[-0.567187, 0.253086, 0.77696]","[-0.4731890913744881, 0.2883323880506891, 0.7334322982037726]","[[5.214525673976478e-05, 4.347999762335331e-05, 0.0], [4.347999762335331e-05, 0.0002558916187561014, 0.0], [0.0, 0.0, 1.6205402867125722e-06]]",True,,True,True,4,5,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_05_v0005.npz,1787322256.9993854,1787322258.9994178,40,81.51030540466309,57.27505683898926,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:19Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_06,NAV_BLOCK_01_B4_d_opt_CALIBRATION_06_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,6,POOL_238,"[0.501563, 0.290123, -0.56704]","[0.501563, 0.290123, -0.56704]","[0.4959615212123998, 0.14154485801790015, -0.49658031727063956]","[[4.233665901719476e-05, 9.8186261235172e-06, 0.0], [9.818626123517203e-06, 7.114501024131573e-05, 0.0], [0.0, 0.0, 7.317647326469977e-06]]",True,,True,True,5,6,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_06_v0006.npz,1787322261.037328,1787322263.0373666,40,87.43834495544434,54.87704277038574,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:23Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_07,NAV_BLOCK_01_B4_d_opt_CALIBRATION_07_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,7,POOL_383,"[-0.494531, -0.267078, -0.61568]","[-0.494531, -0.267078, -0.61568]","[-0.4285121030665277, -0.2507095763367224, -0.5211889503739342]","[[4.4797733540763963e-05, 3.1947759923441546e-06, 0.0], [3.194775992344154e-06, 7.15299758175054e-05, 0.0], [0.0, 0.0, 6.34878329674644e-07]]",True,,True,True,6,7,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_07_v0007.npz,1787322265.0787058,1787322267.0787492,40,95.4587459564209,56.649208068847656,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:27Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_08,NAV_BLOCK_01_B4_d_opt_CALIBRATION_08_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,8,POOL_422,"[0.532031, -0.170782, 0.74368]","[0.532031, -0.170782, 0.74368]","[0.473445264143177, 0.012050875588295484, 0.6916030945108335]","[[0.00011543904991854955, -1.7137476646310212e-06, 0.0], [-1.7137476646310206e-06, 0.00011533604682689906, 0.0], [0.0, 0.0, 5.641089314084763e-06]]",True,,True,True,7,8,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_08_v0008.npz,1787322269.118073,1787322271.1181,40,81.91275596618652,53.75099182128906,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:31Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_09,NAV_BLOCK_01_B4_d_opt_CALIBRATION_09_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,9,POOL_278,"[0.595313, -0.210288, -0.73088]","[0.595313, -0.210288, -0.73088]","[0.5439019367359942, -0.2782982931627839, -0.6399527111858442]","[[7.755621965955397e-05, 0.0001252356961742936, 0.0], [0.0001252356961742936, 0.00021567892225043083, 0.0], [0.0, 0.0, 4.275130498059541e-06]]",True,,True,True,8,9,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_09_v0009.npz,1787322273.1590974,1787322275.1591277,40,89.94460105895996,56.45108222961426,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:35Z
p8_nav_official_20260821_r22,NAV_BLOCK_01_B4_d_opt_CALIBRATION_10,NAV_BLOCK_01_B4_d_opt_CALIBRATION_10_attempt_01,NAV_BLOCK_01,B4_d_opt,,,calibration,10,POOL_347,"[-0.438281, -0.296708, 0.76672]","[-0.438281, -0.296708, 0.76672]","[-0.3573804653248402, -0.10994898462156222, 0.7549759076656125]","[[3.07183710348305e-05, -4.95782754577741e-05, 0.0], [-4.95782754577741e-05, 0.0001189533842352251, 0.0], [0.0, 0.0, 3.8024073462508157e-06]]",True,,True,True,9,10,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/posterior/NAV_BLOCK_01_B4_d_opt_CALIBRATION_10_v0010.npz,1787322277.2016828,1787322279.2017143,40,84.3510627746582,54.3212890625,,,,,/home/unitree/lly/p8_real/p8_nav_official_20260821_r22/bags/NAV_BLOCK_01_B4_d_opt_part_01,SUCCESS,completed,2026-08-21T14:24:39Z
