scenario,seed,method,false_alarm,detected,detection_delay_trials,pre_shift_rmse,initial_shifted_rmse,target_rmse,recovered,recovery_trials,final_rmse
signature_stationary_payload_com,14101,full,False,False,2,0.06647247480765081,0.04743481826668994,0.08641421724994605,True,6,0.09889330205779022
signature_stationary_payload_com,14102,full,False,False,2,0.07310500956578228,0.04994207077923221,0.09503651243551697,True,6,0.11141029257498655
signature_stationary_payload_com,14103,full,False,False,2,0.06524720003073252,0.04878909798550455,0.08482136003995228,True,6,0.09889807398728402
signature_stationary_payload_com,14104,full,False,False,2,0.06863114290814232,0.06300034760289247,0.08922048578058502,True,6,0.10196114928219176
signature_stationary_payload_com,14105,full,False,False,2,0.07747475703082334,0.07120328911241895,0.10071718414007035,True,5,0.10475583446518177
signature_stationary_payload_com,14106,full,False,False,2,0.06975172277903946,0.04618795460765235,0.0906772396127513,True,6,0.10379435888004633
signature_stationary_payload_com,14107,full,False,False,2,0.07267163996963846,0.06471603489630083,0.09447313196053,True,6,0.1126383958480567
signature_stationary_payload_com,14108,full,False,False,2,0.059141040733446205,0.06941979819901062,0.07688335295348007,True,6,0.1053318457917811
signature_stationary_payload_com,14109,full,False,False,2,0.049296546321136274,0.047619838786968155,0.075,True,6,0.08652697428462995
signature_stationary_payload_com,14110,full,False,False,2,0.06315862383766244,0.03924681236683665,0.08210621098896118,False,13,0.09276848937389635
signature_stationary_payload_com,14111,full,False,False,2,0.06660515081413021,0.07592623372372108,0.08658669605836927,True,6,0.10122032824377447
signature_stationary_payload_com,14112,full,False,False,2,0.07386803366667617,0.07444768623779904,0.09602844376667903,True,6,0.11854247333223177
signature_stationary_payload_com,14113,full,False,False,2,0.06908620817366086,0.05716879064078338,0.08981207062575912,True,6,0.11410568174338116
signature_stationary_payload_com,14114,full,False,False,2,0.0678918479467632,0.07387740703527874,0.08825940233079216,True,6,0.111930516761908
signature_stationary_payload_com,14115,full,False,False,2,0.0775454941834911,0.058281347020127605,0.10080914243853843,True,4,0.08004547696219333
signature_stationary_payload_com,14116,full,False,False,2,0.052991103558771666,0.05990724468230741,0.075,True,6,0.09541534198893412
signature_stationary_payload_com,14117,full,False,False,2,0.06582425272809674,0.08387626749006159,0.08557152854652576,True,6,0.11387134130489684
signature_stationary_payload_com,14118,full,False,False,2,0.046590623025668194,0.06752414837606141,0.075,True,6,0.11459780853713866
signature_stationary_payload_com,14119,full,False,False,2,0.06726790915874581,0.0696374120656608,0.08744828190636955,True,6,0.10371121439756284
signature_stationary_payload_com,14120,full,False,False,2,0.08466748455794873,0.09778140154639449,0.11006772992533335,True,6,0.12418758741677757
signature_stationary_payload_com,14121,full,False,False,2,0.058647813000679394,0.062437793824231494,0.07624215690088322,False,13,0.10748736028248088
signature_stationary_payload_com,14122,full,False,False,2,0.07152987391166166,0.06777295920502563,0.09298883608516016,True,5,0.09520363892980545
signature_stationary_payload_com,14123,full,False,False,2,0.07449434001347406,0.06176660165896945,0.09684264201751629,True,5,0.10117887086457443
signature_stationary_payload_com,14124,full,False,False,2,0.07300206443032801,0.06117123145606532,0.09490268375942643,True,5,0.10027894914530038
signature_stationary_payload_com,14125,full,False,False,2,0.07165167921598228,0.06226225699346071,0.09314718298077697,True,6,0.11419994647265987
signature_stationary_payload_com,14126,full,False,False,2,0.04553850704695313,0.05215013089415583,0.075,True,7,0.10765119303062552
signature_stationary_payload_com,14127,full,False,False,2,0.07230792262134837,0.04729560893125505,0.09400029940775288,True,4,0.09036214218917955
signature_stationary_payload_com,14128,full,False,False,2,0.07605302053421292,0.0788541613723419,0.0988689266944768,True,6,0.11572535022067308
signature_stationary_payload_com,14129,full,False,False,2,0.06948388780361937,0.07216471575863068,0.09032905414470518,True,6,0.1148991498832979
signature_stationary_payload_com,14130,full,False,False,2,0.06416781930177547,0.10506204679702241,0.08341816509230811,True,6,0.11473848021437971
