schema_version,seq,wall_time,ros_time,status,global_frame,base_frame,robot_x,robot_y,robot_yaw,goal_x,goal_y,goal_frame,goal_raw_x,goal_raw_y,goal_in_base_x,goal_in_base_y,target_dist,target_angle,obs_dim,coverage_count,empty_group_count,min_pooled_range,normalized_action_linear,normalized_action_angular,cmd_published_linear,cmd_published_angular,experiment_id,experiment_profile,compensation_mode,action_mapping_mode,cmd_target_linear,cmd_target_angular,cmd_desired_linear,cmd_desired_angular,cmd_compensated_raw_linear,cmd_compensated_raw_angular,compensation_linear_accepted,compensation_angular_accepted,compensation_linear_reason,compensation_angular_reason
3,0,2026-08-21T14:54:37.661,1787295277.661489010,NAVIGATING,map,base_link,3.023060,-2.364422,1.415349,4.685474,0.589450,map,4.685474,0.589450,3.175633,-1.185046,3.389540,-0.357164,548,90,0,1.580140,0.999452,-0.969449,0.599671,-0.775559,,,off,policy_direct_scale,0.599671,-0.775559,0.599671,-0.775559,nan,nan,0,0,off,off
3,1,2026-08-21T14:54:38.237,1787295278.237267971,NAVIGATING,map,base_link,3.064139,-2.300321,1.301029,4.702639,5.924940,map,4.702639,5.924940,8.364450,0.612852,8.386871,0.073138,548,90,0,1.471886,0.999725,-0.865655,0.599835,-0.692524,,,off,policy_direct_scale,0.599835,-0.692524,0.599835,-0.692524,nan,nan,0,0,off,off
3,2,2026-08-21T14:54:38.842,1787295278.842749357,NAVIGATING,map,base_link,3.057386,-2.326284,1.315977,4.702639,5.924940,map,4.702639,5.924940,8.399502,0.487762,8.413652,0.058005,548,90,0,1.510267,0.999741,-0.872883,0.599845,-0.698306,,,off,policy_direct_scale,0.599845,-0.698306,0.599845,-0.698306,nan,nan,0,0,off,off
3,3,2026-08-21T14:54:39.437,1787295279.437568903,NAVIGATING,map,base_link,3.059673,-2.320107,1.314242,4.702639,5.924940,map,4.702639,5.924940,8.392088,0.502982,8.407147,0.059864,548,90,0,1.520115,0.999752,-0.874948,0.599851,-0.699958,,,off,policy_direct_scale,0.599851,-0.699958,0.599851,-0.699958,nan,nan,0,0,off,off
3,4,2026-08-21T14:54:40.036,1787295280.036388636,NAVIGATING,map,base_link,3.060434,-2.332258,1.314318,4.702639,5.924940,map,4.702639,5.924940,8.403687,0.506166,8.418918,0.060159,548,90,0,1.526050,0.999752,-0.873659,0.599851,-0.698927,,,off,policy_direct_scale,0.599851,-0.698927,0.599851,-0.698927,nan,nan,0,0,off,off
3,5,2026-08-21T14:54:40.636,1787295280.636171818,NAVIGATING,map,base_link,3.060729,-2.333378,1.316681,4.702639,5.924940,map,4.702639,5.924940,8.405869,0.486869,8.419957,0.057856,548,90,0,1.527329,0.999754,-0.875218,0.599853,-0.700175,,,off,policy_direct_scale,0.599853,-0.700175,0.599853,-0.700175,nan,nan,0,0,off,off
3,6,2026-08-21T14:54:41.236,1787295281.235996008,NAVIGATING,map,base_link,3.056669,-2.327469,1.315043,4.702639,5.924940,map,4.702639,5.924940,8.400371,0.495220,8.414955,0.058884,548,90,0,1.527736,0.999751,-0.875580,0.599850,-0.700464,,,off,policy_direct_scale,0.599850,-0.700464,0.599850,-0.700464,nan,nan,0,0,off,off
3,7,2026-08-21T14:54:41.835,1787295281.835910797,NAVIGATING,map,base_link,3.058527,-2.327393,1.314523,4.702639,5.924940,map,4.702639,5.924940,8.399568,0.501361,8.414517,0.059618,548,90,0,1.516907,0.999750,-0.875207,0.599850,-0.700166,,,off,policy_direct_scale,0.599850,-0.700166,0.599850,-0.700166,nan,nan,0,0,off,off
3,8,2026-08-21T14:54:42.436,1787295282.436386824,NAVIGATING,map,base_link,3.065625,-2.328749,1.316080,4.702639,5.924940,map,4.702639,5.924940,8.399862,0.495494,8.414464,0.058920,548,90,0,1.530558,0.999750,-0.875301,0.599850,-0.700241,,,off,policy_direct_scale,0.599850,-0.700241,0.599850,-0.700241,nan,nan,0,0,off,off
3,9,2026-08-21T14:54:43.036,1787295283.036276340,NAVIGATING,map,base_link,3.063505,-2.328440,1.318274,4.702639,5.924940,map,4.702639,5.924940,8.401159,0.474937,8.414574,0.056472,548,90,0,1.529242,0.999752,-0.875846,0.599851,-0.700677,,,off,policy_direct_scale,0.599851,-0.700677,0.599851,-0.700677,nan,nan,0,0,off,off
