schema_version,seq,wall_time,ros_time,status,global_frame,base_frame,robot_x,robot_y,robot_yaw,goal_x,goal_y,goal_frame,goal_raw_x,goal_raw_y,goal_in_base_x,goal_in_base_y,target_dist,target_angle,obs_dim,coverage_count,empty_group_count,min_pooled_range,normalized_action_linear,normalized_action_angular,cmd_published_linear,cmd_published_angular,experiment_id,experiment_profile,compensation_mode,action_mapping_mode,cmd_target_linear,cmd_target_angular,cmd_desired_linear,cmd_desired_angular,cmd_compensated_raw_linear,cmd_compensated_raw_angular,compensation_linear_accepted,compensation_angular_accepted,compensation_linear_reason,compensation_angular_reason
3,0,2026-08-21T23:37:00.001,1787326620.001560211,NAVIGATING,map,base_link,0.423081,-0.096392,0.006562,1.781872,-0.252997,map,1.781872,-0.252997,1.357734,-0.165518,1.367786,-0.121309,548,90,0,2.000000,0.999181,-0.784999,0.599509,-0.627999,,,off,policy_direct_scale,0.599509,-0.627999,0.599509,-0.627999,nan,nan,0,0,off,off
3,1,2026-08-21T23:37:00.516,1787326620.516441107,NAVIGATING,map,base_link,0.456770,-0.105482,-0.015293,1.781872,-0.252997,map,1.781872,-0.252997,1.327203,-0.127233,1.333288,-0.095573,548,90,0,2.000000,0.999174,-0.749855,0.599504,-0.599884,,,off,policy_direct_scale,0.599504,-0.599884,0.599504,-0.599884,nan,nan,0,0,off,off
3,2,2026-08-21T23:37:01.017,1787326621.017132998,NAVIGATING,map,base_link,0.466839,-0.118549,-0.047583,1.781872,-0.252997,map,1.781872,-0.252997,1.319939,-0.071746,1.321888,-0.054302,548,90,0,2.000000,0.999184,-0.688356,0.599510,-0.550685,,,off,policy_direct_scale,0.599510,-0.550685,0.599510,-0.550685,nan,nan,0,0,off,off
3,3,2026-08-21T23:37:01.576,1787326621.576682806,NAVIGATING,map,base_link,0.599388,-0.160928,-0.172869,1.781872,-0.252997,map,1.781872,-0.252997,1.180696,0.112701,1.186063,0.095165,548,90,0,2.000000,0.999164,-0.341193,0.599498,-0.272955,,,off,policy_direct_scale,0.599498,-0.272955,0.599498,-0.272955,nan,nan,0,0,off,off
3,4,2026-08-21T23:37:02.119,1787326622.119453669,NAVIGATING,map,base_link,0.850002,-0.234358,-0.248820,1.781872,-0.252997,map,1.781872,-0.252997,0.907762,0.211418,0.932057,0.228821,548,90,0,2.000000,0.999051,0.112044,0.599431,0.089635,,,off,policy_direct_scale,0.599431,0.089635,0.599431,0.089635,nan,nan,0,0,off,off
3,5,2026-08-21T23:37:02.667,1787326622.667063713,NAVIGATING,map,base_link,1.143429,-0.282717,-0.201311,1.781872,-0.252997,map,1.781872,-0.252997,0.619607,0.156779,0.639134,0.247828,548,90,0,2.000000,0.998826,0.227408,0.599296,0.181926,,,off,policy_direct_scale,0.599296,0.181926,0.599296,0.181926,nan,nan,0,0,off,off
3,6,2026-08-21T23:37:03.217,1787326623.217151642,NAVIGATING,map,base_link,1.373249,-0.296586,-0.106776,1.781872,-0.252997,map,1.781872,-0.252997,0.401650,0.086889,0.410941,0.213046,548,90,0,2.000000,0.998566,0.170058,0.599139,0.136047,,,off,policy_direct_scale,0.599139,0.136047,0.599139,0.136047,nan,nan,0,0,off,off
3,7,2026-08-21T23:37:03.766,1787326623.766536713,NAVIGATING,map,base_link,1.564703,-0.296446,-0.080705,3.433463,-0.077331,map,3.433463,-0.077331,1.845013,0.369057,1.881562,0.197424,548,90,0,2.000000,0.999453,-0.198324,0.599672,-0.158659,,,off,policy_direct_scale,0.599672,-0.158659,0.599672,-0.158659,nan,nan,0,0,off,off
3,8,2026-08-21T23:37:04.267,1787326624.267171383,NAVIGATING,map,base_link,1.767575,-0.259333,-0.103958,3.433463,-0.077331,map,3.433463,-0.077331,1.638008,0.353889,1.675801,0.212778,548,90,0,2.000000,0.999395,-0.104660,0.599637,-0.083728,,,off,policy_direct_scale,0.599637,-0.083728,0.599637,-0.083728,nan,nan,0,0,off,off
3,9,2026-08-21T23:37:04.816,1787326624.816647768,NAVIGATING,map,base_link,2.059148,-0.301831,-0.111823,3.433463,-0.077331,map,3.433463,-0.077331,1.340679,0.376458,1.392531,0.273747,548,90,0,2.000000,0.999304,0.148215,0.599582,0.118572,,,off,policy_direct_scale,0.599582,0.118572,0.599582,0.118572,nan,nan,0,0,off,off
