schema_version,seq,wall_time,ros_time,status,global_frame,base_frame,robot_x,robot_y,robot_yaw,goal_x,goal_y,goal_frame,goal_raw_x,goal_raw_y,goal_in_base_x,goal_in_base_y,target_dist,target_angle,obs_dim,coverage_count,empty_group_count,min_pooled_range,normalized_action_linear,normalized_action_angular,cmd_published_linear,cmd_published_angular,experiment_id,experiment_profile,compensation_mode,action_mapping_mode,cmd_target_linear,cmd_target_angular,cmd_desired_linear,cmd_desired_angular,cmd_compensated_raw_linear,cmd_compensated_raw_angular,compensation_linear_accepted,compensation_angular_accepted,compensation_linear_reason,compensation_angular_reason
3,0,2026-08-21T21:50:46.170,1787320246.170169115,NAVIGATING,map,base_link,3.475967,-0.005408,0.338244,4.724869,1.129392,map,4.724869,1.129392,1.554700,0.656077,1.687462,0.399323,548,90,0,1.569695,0.999272,0.373670,0.599563,0.298936,,,off,policy_direct_scale,0.599563,0.298936,0.599563,0.298936,nan,nan,0,0,off,off
3,1,2026-08-21T21:50:46.708,1787320246.708304644,NAVIGATING,map,base_link,3.616936,0.078918,0.426440,4.724869,1.129392,map,4.724869,1.129392,1.443220,0.498121,1.526765,0.332344,548,90,0,1.396367,0.998817,0.271344,0.599290,0.217075,,,off,policy_direct_scale,0.599290,0.217075,0.599290,0.217075,nan,nan,0,0,off,off
3,2,2026-08-21T21:50:47.257,1787320247.257189512,NAVIGATING,map,base_link,3.878823,0.245451,0.544365,4.724869,1.129392,map,4.724869,1.129392,1.181526,0.318026,1.223579,0.262934,548,90,0,1.094623,0.992975,0.587692,0.595785,0.470153,,,off,policy_direct_scale,0.595785,0.470153,0.595785,0.470153,nan,nan,0,0,off,off
3,3,2026-08-21T21:50:47.797,1787320247.797172785,NAVIGATING,map,base_link,4.034883,0.411972,0.738693,4.724869,1.129392,map,4.724869,1.129392,0.993195,0.065841,0.995375,0.066195,548,90,0,0.881560,0.945613,0.896418,0.567368,0.717134,,,off,policy_direct_scale,0.567368,0.717134,0.567368,0.717134,nan,nan,0,0,off,off
3,4,2026-08-21T21:50:48.359,1787320248.359007120,NAVIGATING,map,base_link,4.153787,0.607331,1.028607,4.724869,1.129392,map,4.724869,1.129392,0.741873,-0.219788,0.773745,-0.288024,548,90,0,0.575374,0.935106,0.963424,0.561064,0.770739,,,off,policy_direct_scale,0.561064,0.770739,0.561064,0.770739,nan,nan,0,0,off,off
3,5,2026-08-21T21:50:48.858,1787320248.858269215,NAVIGATING,map,base_link,4.186932,0.878193,1.220488,4.724869,1.129392,map,4.724869,1.129392,0.420556,-0.419059,0.593698,-0.783615,548,90,0,0.583353,0.999563,-0.904086,0.599738,-0.723268,,,off,policy_direct_scale,0.599738,-0.723268,0.599738,-0.723268,nan,nan,0,0,off,off
3,6,2026-08-21T21:50:49.397,1787320249.397244692,NAVIGATING,map,base_link,4.355902,1.113444,0.915986,4.724869,1.129392,map,4.724869,1.129392,0.237354,-0.282939,0.369311,-0.872789,548,90,0,0.554242,0.999659,-0.941658,0.599795,-0.753326,,,off,policy_direct_scale,0.599795,-0.753326,0.599795,-0.753326,nan,nan,0,0,off,off
3,7,2026-08-21T21:50:49.898,1787320249.898439884,NAVIGATING,map,base_link,4.605304,1.275456,0.609495,6.930750,0.121933,map,6.930750,0.121933,1.246383,-2.277025,2.595826,-1.069972,548,90,0,0.560221,0.999823,-0.978263,0.599894,-0.782611,,,off,policy_direct_scale,0.599894,-0.782611,0.599894,-0.782611,nan,nan,0,0,off,off
3,8,2026-08-21T21:50:50.408,1787320250.408448935,NAVIGATING,map,base_link,4.887021,1.338657,0.283770,6.930750,0.121933,map,6.930750,0.121933,1.621340,-1.740260,2.378497,-0.820759,548,90,0,0.564768,0.999716,-0.617594,0.599830,-0.494075,,,off,policy_direct_scale,0.599830,-0.494075,0.599830,-0.494075,nan,nan,0,0,off,off
3,9,2026-08-21T21:50:50.908,1787320250.908265114,NAVIGATING,map,base_link,5.162854,1.364669,0.117264,6.930750,0.121933,map,6.930750,0.121933,1.610361,-1.441037,2.160984,-0.729965,548,90,0,0.521100,0.999855,-0.624257,0.599913,-0.499405,,,off,policy_direct_scale,0.599913,-0.499405,0.599913,-0.499405,nan,nan,0,0,off,off
3,10,2026-08-21T21:50:51.457,1787320251.457481623,NAVIGATING,map,base_link,5.423143,1.329344,-0.090481,6.930750,0.121933,map,6.930750,0.121933,1.610539,-1.066249,1.931508,-0.584796,548,90,0,0.482084,0.999900,-0.795744,0.599940,-0.636596,,,off,policy_direct_scale,0.599940,-0.636596,0.599940,-0.636596,nan,nan,0,0,off,off
3,11,2026-08-21T21:50:51.958,1787320251.958194494,NAVIGATING,map,base_link,5.662772,1.246163,-0.365228,6.930750,0.121933,map,6.930750,0.121933,1.585877,-0.597204,1.694597,-0.360152,548,90,0,0.461084,0.999896,-0.785461,0.599938,-0.628369,,,off,policy_direct_scale,0.599938,-0.628369,0.599938,-0.628369,nan,nan,0,0,off,off
3,12,2026-08-21T21:50:52.507,1787320252.507025242,NAVIGATING,map,base_link,5.872990,1.068926,-0.641652,6.930750,0.121933,map,6.930750,0.121933,1.414174,-0.125554,1.419737,-0.088550,548,90,0,0.529975,0.999699,-0.896723,0.599820,-0.717378,,,off,policy_direct_scale,0.599820,-0.717378,0.599820,-0.717378,nan,nan,0,0,off,off
3,13,2026-08-21T21:50:53.047,1787320253.047242641,NAVIGATING,map,base_link,6.020397,0.806124,-0.969530,6.930750,0.121933,map,6.930750,0.121933,1.079173,0.363657,1.138798,0.325027,548,90,0,0.582218,0.999709,-0.677722,0.599825,-0.542177,,,off,policy_direct_scale,0.599825,-0.542177,0.599825,-0.542177,nan,nan,0,0,off,off
3,14,2026-08-21T21:50:53.547,1787320253.547797441,NAVIGATING,map,base_link,6.144513,0.561954,-0.969802,6.930750,0.121933,map,6.930750,0.121933,0.807506,0.399652,0.900992,0.459576,548,90,0,0.628607,0.999842,0.462041,0.599905,0.369633,,,off,policy_direct_scale,0.599905,0.369633,0.599905,0.369633,nan,nan,0,0,off,off
3,15,2026-08-21T21:50:54.048,1787320254.048346758,NAVIGATING,map,base_link,6.351178,0.389169,-0.780857,6.930750,0.121933,map,6.930750,0.121933,0.599780,0.218134,0.638215,0.348818,548,90,0,0.560842,0.999818,0.439421,0.599891,0.351537,,,off,policy_direct_scale,0.599891,0.351537,0.599891,0.351537,nan,nan,0,0,off,off
3,16,2026-08-21T21:50:54.558,1787320254.558835983,NAVIGATING,map,base_link,6.557336,0.272017,-0.643977,6.930750,0.121933,map,6.930750,0.121933,0.388732,0.104166,0.402446,0.261813,548,90,0,0.521395,0.999709,0.485090,0.599825,0.388072,,,off,policy_direct_scale,0.599825,0.388072,0.599825,0.388072,nan,nan,0,0,off,off
3,17,2026-08-21T21:50:55.096,1787320255.096882820,NAVIGATING,map,base_link,6.822520,0.180105,-0.460542,7.968094,2.121824,map,7.968094,2.121824,0.163252,2.248546,2.254465,1.498320,548,90,0,0.537711,0.999866,0.999181,0.599919,0.799345,,,off,policy_direct_scale,0.599919,0.799345,0.599919,0.799345,nan,nan,0,0,off,off
3,18,2026-08-21T21:50:55.598,1787320255.598028421,NAVIGATING,map,base_link,7.059400,0.167799,-0.171895,7.968094,2.121824,map,7.968094,2.121824,0.561068,2.080660,2.154981,1.307403,548,90,0,0.636763,0.999810,0.997172,0.599886,0.797737,,,off,policy_direct_scale,0.599886,0.797737,0.599886,0.797737,nan,nan,0,0,off,off
3,19,2026-08-21T21:50:56.099,1787320256.099224329,NAVIGATING,map,base_link,7.309655,0.239293,0.190954,7.968094,2.121824,map,7.968094,2.121824,1.003766,1.723345,1.994358,1.043380,548,90,0,0.690354,0.999704,0.976491,0.599822,0.781193,,,off,policy_direct_scale,0.599822,0.781193,0.599822,0.781193,nan,nan,0,0,off,off
3,20,2026-08-21T21:50:56.617,1787320256.617633820,NAVIGATING,map,base_link,7.560572,0.424910,0.580651,7.968094,2.121824,map,7.968094,2.121824,1.271605,1.195245,1.745162,0.754454,548,90,0,0.663446,0.999609,0.863502,0.599765,0.690802,,,off,policy_direct_scale,0.599765,0.690802,0.599765,0.690802,nan,nan,0,0,off,off
3,21,2026-08-21T21:50:57.138,1787320257.138654470,NAVIGATING,map,base_link,7.718082,0.666976,0.889792,7.968094,2.121824,map,7.968094,2.121824,1.287732,0.721689,1.476174,0.510819,548,90,0,0.648207,0.997847,0.669532,0.598708,0.535626,,,off,policy_direct_scale,0.598708,0.535626,0.598708,0.535626,nan,nan,0,0,off,off
3,22,2026-08-21T21:50:57.678,1787320257.678138018,NAVIGATING,map,base_link,7.815243,0.915370,1.132088,7.968094,2.121824,map,7.968094,2.121824,1.157130,0.374089,1.216098,0.312685,548,90,0,0.668144,0.857767,0.973678,0.514660,0.778942,,,off,policy_direct_scale,0.514660,0.778942,0.514660,0.778942,nan,nan,0,0,off,off
3,23,2026-08-21T21:50:58.228,1787320258.228774548,NAVIGATING,map,base_link,7.791772,1.090989,1.521315,7.968094,2.121824,map,7.968094,2.121824,1.038294,-0.125120,1.045806,-0.119927,548,90,0,0.321139,-0.899704,0.955964,-0.539823,0.764771,,,off,policy_direct_scale,-0.539823,0.764771,-0.539823,0.764771,nan,nan,0,0,off,off
3,24,2026-08-21T21:50:58.726,1787320258.726775169,NAVIGATING,map,base_link,7.757462,0.879022,1.823127,7.968094,2.121824,map,7.968094,2.121824,1.150859,-0.514243,1.260525,-0.420218,548,90,0,0.621834,0.992641,-0.643501,0.595585,-0.514801,,,off,policy_direct_scale,0.595585,-0.514801,0.595585,-0.514801,nan,nan,0,0,off,off
3,25,2026-08-21T21:50:59.277,1787320259.277518272,NAVIGATING,map,base_link,7.724748,1.158476,1.709130,7.968094,2.121824,map,7.968094,2.121824,0.920589,-0.373860,0.993608,-0.385762,548,90,0,0.495376,0.664834,0.888641,0.398901,0.710912,,,off,policy_direct_scale,0.398901,0.710912,0.398901,0.710912,nan,nan,0,0,off,off
3,26,2026-08-21T21:50:59.817,1787320259.817942142,NAVIGATING,map,base_link,7.622327,1.407356,1.806763,7.968094,2.121824,map,7.968094,2.121824,0.613835,-0.503216,0.793737,-0.686692,548,90,0,0.562799,0.999612,-0.508264,0.599767,-0.406611,,,off,policy_direct_scale,0.599767,-0.406611,0.599767,-0.406611,nan,nan,0,0,off,off
3,27,2026-08-21T21:51:00.377,1787320260.377117634,NAVIGATING,map,base_link,7.599323,1.698280,1.714599,7.968094,2.121824,map,7.968094,2.121824,0.366324,-0.425662,0.561588,-0.860182,548,90,0,0.500244,0.999834,-0.691738,0.599900,-0.553390,,,off,policy_direct_scale,0.599900,-0.553390,0.599900,-0.553390,nan,nan,0,0,off,off
3,28,2026-08-21T21:51:00.926,1787320260.926698446,NAVIGATING,map,base_link,7.638377,2.046405,1.397519,7.968094,2.121824,map,7.968094,2.121824,0.131137,-0.311776,0.338233,-1.172649,548,90,0,0.492350,0.999855,-0.974246,0.599913,-0.779397,,,off,policy_direct_scale,0.599913,-0.779397,0.599913,-0.779397,nan,nan,0,0,off,off
