schema_version,seq,wall_time,ros_time,status,global_frame,base_frame,robot_x,robot_y,robot_yaw,goal_x,goal_y,goal_frame,goal_raw_x,goal_raw_y,goal_in_base_x,goal_in_base_y,target_dist,target_angle,obs_dim,coverage_count,empty_group_count,min_pooled_range,normalized_action_linear,normalized_action_angular,cmd_published_linear,cmd_published_angular,experiment_id,experiment_profile,compensation_mode,action_mapping_mode,cmd_target_linear,cmd_target_angular,cmd_desired_linear,cmd_desired_angular,cmd_compensated_raw_linear,cmd_compensated_raw_angular,compensation_linear_accepted,compensation_angular_accepted,compensation_linear_reason,compensation_angular_reason
3,0,2026-08-21T17:19:14.163,1787303954.163485289,NAVIGATING,map,base_link,2.932033,-2.451520,1.353883,3.362466,-0.498388,map,3.362466,-0.498388,2.000000,0.000000,2.000000,0.000000,548,90,0,1.584558,0.999320,-0.715276,0.599592,-0.572221,,,off,policy_direct_scale,0.599592,-0.572221,0.599592,-0.572221,nan,nan,0,0,off,off
3,1,2026-08-21T17:19:14.724,1787303954.724740028,NAVIGATING,map,base_link,2.930847,-2.447586,1.357365,3.354914,-0.494488,map,3.354914,-0.494488,1.998605,-0.000751,1.998605,-0.000376,548,90,0,1.592089,0.999389,-0.710262,0.599633,-0.568210,,,off,policy_direct_scale,0.599633,-0.568210,0.599633,-0.568210,nan,nan,0,0,off,off
3,2,2026-08-21T17:19:15.242,1787303955.242346048,NAVIGATING,map,base_link,2.932515,-2.449320,1.358950,3.354914,-0.494488,map,3.354914,-0.494488,1.999946,-0.001922,1.999947,-0.000961,548,90,0,1.583645,0.999323,-0.716207,0.599594,-0.572966,,,off,policy_direct_scale,0.599594,-0.572966,0.599594,-0.572966,nan,nan,0,0,off,off
3,3,2026-08-21T17:19:15.763,1787303955.763050556,NAVIGATING,map,base_link,2.931566,-2.452360,1.353841,3.354914,-0.494488,map,3.354914,-0.494488,2.003103,0.008023,2.003119,0.004005,548,90,0,1.597388,0.999325,-0.708498,0.599595,-0.566798,,,off,policy_direct_scale,0.599595,-0.566798,0.599595,-0.566798,nan,nan,0,0,off,off
3,4,2026-08-21T17:19:16.284,1787303956.284107685,NAVIGATING,map,base_link,2.932894,-2.452213,1.358056,3.354914,-0.494488,map,3.354914,-0.494488,2.002695,0.000847,2.002696,0.000423,548,90,0,1.584775,0.999382,-0.710532,0.599629,-0.568426,,,off,policy_direct_scale,0.599629,-0.568426,0.599629,-0.568426,nan,nan,0,0,off,off
3,5,2026-08-21T17:19:16.844,1787303956.844121456,NAVIGATING,map,base_link,2.922274,-2.447857,1.352624,3.354914,-0.494488,map,3.354914,-0.494488,2.000707,0.000414,2.000707,0.000207,548,90,0,1.589047,0.999384,-0.709818,0.599630,-0.567854,,,off,policy_direct_scale,0.599630,-0.567854,0.599630,-0.567854,nan,nan,0,0,off,off
3,6,2026-08-21T17:19:17.362,1787303957.362372398,NAVIGATING,map,base_link,2.924360,-2.450687,1.355397,3.354914,-0.494488,map,3.354914,-0.494488,2.003019,-0.002490,2.003020,-0.001243,548,90,0,1.579526,0.999386,-0.711455,0.599631,-0.569164,,,off,policy_direct_scale,0.599631,-0.569164,0.599631,-0.569164,nan,nan,0,0,off,off
3,7,2026-08-21T17:19:17.881,1787303957.881511450,NAVIGATING,map,base_link,2.928559,-2.450500,1.355055,3.354914,-0.494488,map,3.354914,-0.494488,2.001939,0.002257,2.001940,0.001127,548,90,0,1.596997,0.999315,-0.712521,0.599589,-0.570016,,,off,policy_direct_scale,0.599589,-0.570016,0.599589,-0.570016,nan,nan,0,0,off,off
3,8,2026-08-21T17:19:18.401,1787303958.401311159,NAVIGATING,map,base_link,2.929195,-2.453622,1.354882,3.354914,-0.494488,map,3.354914,-0.494488,2.004851,0.003893,2.004855,0.001942,548,90,0,1.581363,0.999393,-0.707910,0.599636,-0.566328,,,off,policy_direct_scale,0.599636,-0.566328,0.599636,-0.566328,nan,nan,0,0,off,off
3,9,2026-08-21T17:19:18.961,1787303958.961224318,NAVIGATING,map,base_link,2.928543,-2.446289,1.354885,3.354914,-0.494488,map,3.354914,-0.494488,1.997828,0.001679,1.997828,0.000840,548,90,0,1.593670,0.999385,-0.708983,0.599631,-0.567186,,,off,policy_direct_scale,0.599631,-0.567186,0.599631,-0.567186,nan,nan,0,0,off,off
