schema_version,seq,wall_time,ros_time,status,global_frame,base_frame,robot_x,robot_y,robot_yaw,goal_x,goal_y,goal_frame,goal_raw_x,goal_raw_y,goal_in_base_x,goal_in_base_y,target_dist,target_angle,obs_dim,coverage_count,empty_group_count,min_pooled_range,normalized_action_linear,normalized_action_angular,cmd_published_linear,cmd_published_angular,experiment_id,experiment_profile,compensation_mode,action_mapping_mode,cmd_target_linear,cmd_target_angular,cmd_desired_linear,cmd_desired_angular,cmd_compensated_raw_linear,cmd_compensated_raw_angular,compensation_linear_accepted,compensation_angular_accepted,compensation_linear_reason,compensation_angular_reason
3,0,2026-08-21T17:20:51.408,1787304051.408243656,NAVIGATING,map,base_link,2.928812,-2.452847,1.355456,3.356171,-0.499040,map,3.356171,-0.499040,2.000000,-0.000000,2.000000,-0.000000,548,90,0,1.580961,0.999337,-0.710801,0.599603,-0.568641,,,off,policy_direct_scale,0.599603,-0.568641,0.599603,-0.568641,nan,nan,0,0,off,off
3,1,2026-08-21T17:20:51.957,1787304051.957968950,NAVIGATING,map,base_link,2.932265,-2.454195,1.354812,3.361219,-0.500548,map,3.361219,-0.500548,2.000184,-0.000303,2.000184,-0.000152,548,90,0,1.584297,0.999391,-0.710872,0.599634,-0.568698,,,off,policy_direct_scale,0.599634,-0.568698,0.599634,-0.568698,nan,nan,0,0,off,off
3,2,2026-08-21T17:20:52.467,1787304052.467673779,NAVIGATING,map,base_link,2.919789,-2.441372,1.353719,3.361219,-0.500548,map,3.361219,-0.500548,1.990349,-0.013062,1.990392,-0.006563,548,90,0,1.594656,0.999325,-0.722701,0.599595,-0.578161,,,off,policy_direct_scale,0.599595,-0.578161,0.599595,-0.578161,nan,nan,0,0,off,off
3,3,2026-08-21T17:20:53.006,1787304053.006409883,NAVIGATING,map,base_link,2.927855,-2.448406,1.357679,3.361219,-0.500548,map,3.361219,-0.500548,1.995450,-0.011573,1.995483,-0.005800,548,90,0,1.586467,0.999377,-0.718248,0.599626,-0.574599,,,off,policy_direct_scale,0.599626,-0.574599,0.599626,-0.574599,nan,nan,0,0,off,off
3,4,2026-08-21T17:20:53.546,1787304053.546714544,NAVIGATING,map,base_link,2.922993,-2.452085,1.353940,3.361219,-0.500548,map,3.361219,-0.500548,2.000118,-0.008068,2.000135,-0.004034,548,90,0,1.595988,0.999386,-0.716236,0.599632,-0.572989,,,off,policy_direct_scale,0.599632,-0.572989,0.599632,-0.572989,nan,nan,0,0,off,off
3,5,2026-08-21T17:20:54.107,1787304054.107009411,NAVIGATING,map,base_link,2.937256,-2.456808,1.353219,3.361219,-0.500548,map,3.361219,-0.500548,2.001656,0.008319,2.001673,0.004156,548,90,0,1.574679,0.999390,-0.703579,0.599634,-0.562863,,,off,policy_direct_scale,0.599634,-0.562863,0.599634,-0.562863,nan,nan,0,0,off,off
3,6,2026-08-21T17:20:54.645,1787304054.645638704,NAVIGATING,map,base_link,2.923874,-2.443646,1.355885,3.361219,-0.500548,map,3.361219,-0.500548,1.991666,-0.012898,1.991708,-0.006476,548,90,0,1.582548,0.999387,-0.718446,0.599632,-0.574757,,,off,policy_direct_scale,0.599632,-0.574757,0.599632,-0.574757,nan,nan,0,0,off,off
3,7,2026-08-21T17:20:55.156,1787304055.156604528,NAVIGATING,map,base_link,2.925644,-2.449097,1.354946,3.361219,-0.500548,map,3.361219,-0.500548,1.996623,-0.008130,1.996639,-0.004072,548,90,0,1.581942,0.999320,-0.719909,0.599592,-0.575927,,,off,policy_direct_scale,0.599592,-0.575927,0.599592,-0.575927,nan,nan,0,0,off,off
3,8,2026-08-21T17:20:55.706,1787304055.706513166,NAVIGATING,map,base_link,2.930953,-2.453511,1.355001,3.361219,-0.500548,map,3.361219,-0.500548,1.999797,-0.002111,1.999798,-0.001055,548,90,0,1.599996,0.999327,-0.715731,0.599596,-0.572585,,,off,policy_direct_scale,0.599596,-0.572585,0.599596,-0.572585,nan,nan,0,0,off,off
3,9,2026-08-21T17:20:56.217,1787304056.217420101,NAVIGATING,map,base_link,2.932294,-2.451686,1.355110,3.361219,-0.500548,map,3.361219,-0.500548,1.997727,-0.001409,1.997727,-0.000705,548,90,0,1.579969,0.999326,-0.714259,0.599595,-0.571407,,,off,policy_direct_scale,0.599595,-0.571407,0.599595,-0.571407,nan,nan,0,0,off,off
