cmd_vx,cmd_vy,cmd_wz,information_gain,cost,score
-1.0,0.0,0.0,2.267084111789349e-07,0.0,2.267084111789349e-07
-0.5,0.0,0.0,1.6924610344321508e-07,0.0,1.6924610344321508e-07
0.0,0.0,0.0,4.831522332258407e-07,0.0,-inf
0.5,0.0,0.0,7.737530697234087e-07,0.0,-inf
1.0,0.0,0.0,7.804082185344136e-07,0.0,-inf
0.0,-0.5,0.0,9.395321528420664e-08,0.0,9.395321528420664e-08
0.0,-0.25,0.0,2.4228991103511134e-07,0.0,2.4228991103511134e-07
0.0,0.25,0.0,3.060087349342204e-07,0.0,-inf
0.0,0.5,0.0,1.2347054059294644e-07,0.0,1.2347054059294644e-07
0.0,0.0,-1.5,2.972786017765608e-07,0.0,-inf
0.0,0.0,-0.75,4.021354231417586e-07,0.0,-inf
0.0,0.0,0.75,3.238736478415089e-07,0.0,-inf
0.0,0.0,1.5,2.6396477627950716e-07,0.0,2.6396477627950716e-07
0.5007137097418308,0.30246617645025253,1.0001929141581059,1.7949759565815434e-07,0.0,1.7949759565815434e-07
-0.49596384912729263,-0.021186206489801407,-0.4864738108590245,2.883872236375798e-07,0.0,-inf
-0.7474131491035223,0.04153157863765955,0.5017785988748074,2.421020763117372e-07,0.0,2.421020763117372e-07
0.2561004962772131,-0.26031170319765806,-1.008323167450726,3.9885160070197187e-07,0.0,-inf
0.1602389346808195,0.22782151028513908,-0.10488591715693474,1.1237527192875603e-06,0.0,-inf
-0.8432131838053465,-0.446542464196682,1.3612929610535502,3.1922499485981465e-07,0.0,-inf
-0.08785790205001831,0.49068060982972383,-1.400175679475069,5.774854273439106e-07,0.0,-inf
0.9087581895291805,-0.20945975091308355,0.13631905149668455,6.296597378898321e-07,0.0,-inf
0.8606342300772667,0.12379827443510294,-1.2838939363136888,6.141150359817876e-07,0.0,-inf
-0.1349371038377285,-0.34257743041962385,0.20314224064350128,2.9013806998613356e-07,0.0,-inf
-0.8873629365116358,0.345680370926857,-0.21126332972198725,2.2028842967658423e-07,0.0,2.2028842967658423e-07
0.11699754931032658,-0.06440136954188347,1.2992128059267998,6.534941412483035e-07,0.0,-inf
