vx,wz,epistemic_trace,error_norm
-1.0,-1.5,0.0005921883550949653,0.03665237895073165
-0.9666666666666667,-1.5,0.0005548716351026163,0.03538866450726055
-0.9333333333333333,-1.5,0.0005193832244693468,0.03412742348418845
-0.9,-1.5,0.00048572312319515663,0.03286894061166477
-0.8666666666666667,-1.5,0.0004538913312800455,0.03161354528361908
-0.8333333333333334,-1.5,0.000423887848724014,0.03036162049476342
-0.8,-1.5,0.00039571267552706126,0.029113613962181793
-0.7666666666666666,-1.5,0.0003693658116891884,0.027870052063319575
-0.7333333333333334,-1.5,0.0003448472572103944,0.026631557432633127
-0.7,-1.5,0.00032215701209068,0.025398871348259265
-0.6666666666666667,-1.5,0.0003012950763300448,0.02417288243974078
-0.6333333333333333,-1.5,0.00028226144992848934,0.022954663803417562
-0.6,-1.5,0.0002650561328860127,0.02174552138746314
-0.5666666666666667,-1.5,0.0002496791252026154,0.020547057592259207
-0.5333333333333333,-1.5,0.0002361304268782977,0.019361255542678677
-0.5,-1.5,0.00022441003791305933,0.018190591575880707
-0.4666666666666667,-1.5,0.00021451795830690026,0.017038186311177428
-0.43333333333333335,-1.5,0.00020645418805982022,0.015908008325072748
-0.4,-1.5,0.00020021872717181975,0.014805148772271258
-0.3666666666666667,-1.5,0.00019581157564289874,0.01373618930671368
-0.33333333333333337,-1.5,0.00019323273347305703,0.012709686399473846
-0.30000000000000004,-1.5,0.00019248220066229438,0.011736785133858453
-0.2666666666666667,-1.5,0.00019355997721061155,0.01083193830235631
-0.2333333333333334,-1.5,0.00019646606311800769,0.010013611471194658
-0.19999999999999996,-1.5,0.00020120045838448343,0.00930466051010642
-0.16666666666666663,-1.5,0.00020776316301003808,0.008731767571512847
-0.1333333333333333,-1.5,0.00019913852839217655,0.008723812556693005
-0.09999999999999998,-1.5,0.00017769740123322244,0.00952078181473217
-0.06666666666666665,-1.5,0.00016124571236977975,0.010701805558274128
-0.033333333333333326,-1.5,0.00014978346180184835,0.012155450343546724
0.0,-1.5,0.00014331064952942854,0.013795806569595847
0.033333333333333215,-1.5,0.00014182727555251993,0.015563950647599792
0.06666666666666665,-1.5,0.0001453333398711231,0.01742101649215956
0.10000000000000009,-1.5,0.00015382884248523756,0.019341407562099
0.1333333333333333,-1.5,0.00016731378339486324,0.021308009112779313
0.16666666666666674,-1.5,0.00017242334720838474,0.022144022101413943
0.19999999999999996,-1.5,0.00016626672957191656,0.02182895645979189
0.2333333333333334,-1.5,0.0001612451444257804,0.021522944703260653
0.2666666666666666,-1.5,0.00015735859176997647,0.021226378413574873
0.30000000000000004,-1.5,0.00015460707160450406,0.02093965892018004
0.33333333333333326,-1.5,0.000152990583929364,0.02066319612526581
0.3666666666666667,-1.5,0.00015250912874455522,0.02039740708544766
0.3999999999999999,-1.5,0.00015316270605007855,0.020142714335170116
0.43333333333333335,-1.5,0.00015495131584593376,0.01989954394069434
0.46666666666666656,-1.5,0.00015787495813212086,0.019668323278497667
0.5,-1.5,0.00016193363290863976,0.01944947853820012
0.5333333333333332,-1.5,0.00016712734017549066,0.019243431957653698
0.5666666666666667,-1.5,0.00017345607993267314,0.019050598806607925
0.6000000000000001,-1.5,0.00018091985218018783,0.018871384145110952
0.6333333333333333,-1.5,0.00018951865691803422,0.018706179393315748
0.6666666666666667,-1.5,0.00019925249414621252,0.0185553587601532
0.7,-1.5,0.0002101213638647226,0.01841927558894846
0.7333333333333334,-1.5,0.00022212526607356435,0.018298258687804027
0.7666666666666666,-1.5,0.00023526420077273793,0.018192608720865065
0.8,-1.5,0.0002495381679622438,0.018102594742625756
0.8333333333333333,-1.5,0.00026494716764208155,0.018028450960676186
0.8666666666666667,-1.5,0.000281491199812251,0.017970373812133542
0.8999999999999999,-1.5,0.00029917026447275204,0.01792851943509702
0.9333333333333333,-1.5,0.00031798436162358584,0.017903001608725662
0.9666666666666666,-1.5,0.0003379334912647509,0.017893890224038686
1.0,-1.5,0.0003590176533962479,0.017901210332779416
-1.0,-1.45,0.0005658333440060519,0.03572102780887713
-0.9666666666666667,-1.45,0.0005294590795962655,0.03445803328817148
-0.9333333333333333,-1.45,0.0004948845828835857,0.03319754848967413
-0.9,-1.45,0.00046210985386801014,0.03193987054809727
-0.8666666666666667,-1.45,0.00043113489254954025,0.030685344593201682
-0.8333333333333334,-1.45,0.00040195969892817593,0.029434373651349405
-0.8,-1.45,0.0003745842730039162,0.028187431045775875
-0.7666666666666666,-1.45,0.0003490086147767623,0.02694507604262547
-0.7333333333333334,-1.45,0.0003252327242467139,0.0257079737473561
-0.7,-1.45,0.00030325660141377047,0.0244769206134273
-0.6666666666666667,-1.45,0.00028308024627793295,0.023252877424239062
-0.6333333333333333,-1.45,0.0002647036588392005,0.022037012310355285
-0.6,-1.45,0.00024812683909757315,0.020830757352919203
-0.5666666666666667,-1.45,0.00023334978705305139,0.019635883720755583
-0.5333333333333333,-1.45,0.00022037250270563492,0.018454602254269037
-0.5,-1.45,0.0002091949860553239,0.017289699144313733
-0.4666666666666667,-1.45,0.00019981723710211813,0.01614472006285298
-0.43333333333333335,-1.45,0.00019223925584601763,0.015024220864466874
-0.4,-1.45,0.0001864610422870227,0.013934108386619919
-0.3666666666666667,-1.45,0.00018248259642513292,0.012882099120300465
-0.33333333333333337,-1.45,0.00018030391826034828,0.011878321271535684
-0.30000000000000004,-1.45,0.00017992500779266966,0.01093606382496795
-0.2666666666666667,-1.45,0.00018134586502209586,0.0100726066639734
-0.2333333333333334,-1.45,0.00018456648994862764,0.0093099009285737
-0.19999999999999996,-1.45,0.00018958688257226464,0.008674562978155565
-0.16666666666666663,-1.45,0.00019640704289300708,0.008196265472366255
-0.1333333333333333,-1.45,0.00018794205892969142,0.008138461159470272
-0.09999999999999998,-1.45,0.0001665704035606341,0.008768649849109125
