map,seed,method,success,collision,arrival_time_s,completion_time_s,path_length_m,arrival_x,arrival_y,goal_distance_at_arrival_m,final_x,final_y,goal_distance_m,stall_recovery_attempts,regular_recovery_attempts,emergency_recovery_attempts,velocity_feedback_updates,height_rate_guard_updates,high_rate_height_interlock_updates,serious_safety_event
replicate_offset_slalom,10501,B4_d_opt,True,False,29.5,29.5,3.349103774264222,2.9190597534179688,0.010997772216796875,0.24119111388428605,2.7896652221679688,-0.009754180908203125,0.3704632123667477,1,1,0,261,120,166,False
replicate_offset_slalom,10502,B4_d_opt,True,False,25.6,25.6,3.237351142201078,2.9219970703125,-0.0070400238037109375,0.2381070273532261,2.8421974182128906,-0.02695465087890625,0.31894362228230266,0,0,0,236,108,130,False
replicate_offset_slalom,10503,B4_d_opt,True,False,27.900000000000002,27.900000000000002,3.3077271833608393,2.918010711669922,0.018350601196289062,0.24268407494263608,2.8612403869628906,0.01410675048828125,0.29909247197383965,1,1,0,245,92,233,False
replicate_offset_slalom,10504,B4_d_opt,True,False,27.7,27.7,3.3353884992029634,2.9233741760253906,-0.0800480842590332,0.24979887182532304,2.852336883544922,-0.09232568740844727,0.3212174120160571,1,1,0,243,124,34,False
replicate_offset_slalom,10505,B4_d_opt,True,False,24.900000000000002,24.900000000000002,3.254517083092651,2.9311447143554688,-0.06092524528503418,0.2368261541310031,2.8589210510253906,-0.10057806968688965,0.317434216204864,0,0,0,229,116,55,False
replicate_offset_slalom,10506,B4_d_opt,True,False,26.1,26.1,3.3106785496311204,2.9279708862304688,0.03983879089355469,0.23542438042083602,2.8680267333984375,0.03914070129394531,0.29458510299702706,1,1,0,227,88,206,False
replicate_offset_slalom,10507,B4_d_opt,True,False,25.6,25.6,3.267222112383024,2.91082763671875,0.006072998046875,0.24924635991011113,2.806591033935547,-0.002338409423828125,0.35341670228411576,0,0,0,236,109,59,False
replicate_offset_slalom,10508,B4_d_opt,True,False,28.400000000000002,28.400000000000002,3.3593692409194773,2.9109535217285156,0.013078689575195312,0.24938965588097942,2.939300537109375,0.025880813598632812,0.22221176708882362,1,1,0,250,125,134,False
replicate_offset_slalom,10509,B4_d_opt,True,False,27.6,27.6,3.3338385559545713,2.9110145568847656,-0.014417648315429688,0.24940252497967436,2.853433609008789,-0.027278900146484375,0.30777766403457213,0,0,0,256,110,48,False
replicate_offset_slalom,10510,B4_d_opt,True,False,31.8,31.8,3.3845996559630294,2.9251327514648438,0.0035533905029296875,0.2348941272542616,2.851705551147461,-0.016292572021484375,0.3087246590351444,1,1,0,284,124,225,False
replicate_offset_slalom,10511,B4_d_opt,True,False,29.6,29.6,3.3209507555329765,2.9262237548828125,-0.05605316162109375,0.24040234963246898,2.865215301513672,-0.07959365844726562,0.30534106983289266,1,1,0,262,123,211,False
replicate_offset_slalom,10512,B4_d_opt,True,False,24.5,24.5,3.1688837802867056,2.9178199768066406,0.010292530059814453,0.24239863821599397,2.8887462615966797,0.021349668502807617,0.27209262934331163,0,0,0,225,108,120,False
replicate_offset_slalom,10513,B4_d_opt,True,False,26.5,26.5,3.221250472619431,2.925434112548828,-0.0751032829284668,0.24629587625940721,2.8169384002685547,-0.11559772491455078,0.362013943399586,0,0,0,245,132,104,False
replicate_offset_slalom,10514,B4_d_opt,True,False,30.7,30.7,3.459411191430263,2.9115066528320312,0.006694793701171875,0.2485835148384582,2.845945358276367,-0.012493133544921875,0.31430303271513416,1,1,0,273,136,36,False
replicate_offset_slalom,10515,B4_d_opt,True,False,23.2,23.2,3.1846141788118985,2.9155235290527344,0.003833770751953125,0.24450652883922716,2.923919677734375,0.009876251220703125,0.23628681490767922,0,0,0,212,78,135,False
