session_id,trial_id,cmd_vx,cmd_vy,cmd_wz,design_source,ramp_in_s,settle_s,measure_s,ramp_out_s,sample_rate_hz
go2-session-03,2,-0.16881128069779694,-0.2680761764149421,-0.24353647117369615,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,3,0.2528414761974711,-0.13127991992718377,0.00048358775088241934,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,4,0.35,0.15,-0.45,anchor,0.6,0.8,2.0,0.6,50.0
go2-session-03,5,-0.07036697328203256,-0.24748617478543888,0.6639548002778222,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,6,0.028605191708173106,0.24909460928281185,-0.6106676226108138,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,7,-0.09563883154811581,0.11779038433139366,-0.5929372888722857,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,8,-0.371567998503046,0.0915608355935113,-0.42998950649735407,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,9,0.25,0.0,0.5,sentinel,0.6,0.8,2.0,0.6,50.0
go2-session-03,10,0.17115293874422,-0.2023254105999927,-0.033762780773434864,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,11,-0.14477356168698985,0.1563737260699526,0.42324565563753347,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,12,-0.5,0.0,0.0,anchor,0.6,0.8,2.0,0.6,50.0
go2-session-03,13,-0.4047303326169125,0.17873282701365995,0.4767123317117521,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,14,-0.2075308732122516,-0.2780791061860435,0.5151253093509023,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,15,-0.5384290060203328,0.20320639543559976,0.5637651577345206,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,16,-0.028563789387007765,-0.25768131440250347,0.31550684194105605,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,17,-0.3014487372798729,0.09522428497112817,-0.6221489873347993,lhs,0.6,0.8,2.0,0.6,50.0
go2-session-03,18,0.0,0.25,0.0,anchor,0.6,0.8,2.0,0.6,50.0
go2-session-03,19,0.25,0.0,0.5,sentinel,0.6,0.8,2.0,0.6,50.0
go2-session-03,20,0.3092052752546365,0.17111893300761094,0.085104567769681,lhs,0.6,0.8,2.0,0.6,50.0
