family,method,seed,budget,distribution,rmse
affine,d_opt,1013,24,forward_heavy,0.018875499586868003
affine,d_opt,1013,24,left_heavy,0.010794789621638762
affine,d_opt,1013,24,right_heavy,0.018163876088959127
affine,d_opt,1013,24,broad_uniform,0.016871971333194784
affine,d_opt,1013,30,declared,0.014900875306235944
affine,d_opt,1013,30,forward_heavy,0.015908393282231256
affine,d_opt,1013,30,left_heavy,0.01030050482602823
affine,d_opt,1013,30,right_heavy,0.015793880981070256
affine,d_opt,1013,30,broad_uniform,0.01628001760466339
affine,d_opt,1014,18,declared,0.020101011044295937
affine,d_opt,1014,18,forward_heavy,0.01958593898352904
affine,d_opt,1014,18,left_heavy,0.017652932681016444
affine,d_opt,1014,18,right_heavy,0.02379214346111687
affine,d_opt,1014,18,broad_uniform,0.02381414247647732
affine,d_opt,1014,24,declared,0.01791604169635587
affine,d_opt,1014,24,forward_heavy,0.018621494374727963
affine,d_opt,1014,24,left_heavy,0.013275069929862944
affine,d_opt,1014,24,right_heavy,0.01988661335586323
affine,d_opt,1014,24,broad_uniform,0.017225117647720983
affine,d_opt,1014,30,declared,0.010331825246744865
affine,d_opt,1014,30,forward_heavy,0.009972471250345637
affine,d_opt,1014,30,left_heavy,0.009491402376999993
affine,d_opt,1014,30,right_heavy,0.012130683557307963
affine,d_opt,1014,30,broad_uniform,0.01519187983329109
affine,d_opt,1015,18,declared,0.024028750376196888
affine,d_opt,1015,18,forward_heavy,0.025141467832275072
affine,d_opt,1015,18,left_heavy,0.02460198455416498
affine,d_opt,1015,18,right_heavy,0.019440434679362364
affine,d_opt,1015,18,broad_uniform,0.02719997397275481
affine,d_opt,1015,24,declared,0.016625118139541293
affine,d_opt,1015,24,forward_heavy,0.017555404704517667
affine,d_opt,1015,24,left_heavy,0.015787337272506734
affine,d_opt,1015,24,right_heavy,0.014378306391526544
affine,d_opt,1015,24,broad_uniform,0.018104196731096957
affine,d_opt,1015,30,declared,0.013839302370551532
affine,d_opt,1015,30,forward_heavy,0.014834205813701777
affine,d_opt,1015,30,left_heavy,0.012593874046775339
affine,d_opt,1015,30,right_heavy,0.011754286673803698
affine,d_opt,1015,30,broad_uniform,0.016141640847559716
affine,d_opt,1016,18,declared,0.02815749239674332
affine,d_opt,1016,18,forward_heavy,0.03006309611846168
affine,d_opt,1016,18,left_heavy,0.0283187770312143
affine,d_opt,1016,18,right_heavy,0.020952190577965067
affine,d_opt,1016,18,broad_uniform,0.027057562240145685
affine,d_opt,1016,24,declared,0.016217515859012342
affine,d_opt,1016,24,forward_heavy,0.01624323476924847
affine,d_opt,1016,24,left_heavy,0.012988780915081665
affine,d_opt,1016,24,right_heavy,0.019000731210949372
affine,d_opt,1016,24,broad_uniform,0.016407380107271965
affine,d_opt,1016,30,declared,0.014426524270671818
affine,d_opt,1016,30,forward_heavy,0.014745442608963126
affine,d_opt,1016,30,left_heavy,0.010916193764730039
affine,d_opt,1016,30,right_heavy,0.016558418209366415
affine,d_opt,1016,30,broad_uniform,0.01323442469034357
affine,d_opt,1017,18,declared,0.01906026166263703
affine,d_opt,1017,18,forward_heavy,0.01947839707986757
affine,d_opt,1017,18,left_heavy,0.01909981637784338
affine,d_opt,1017,18,right_heavy,0.017655009748660452
affine,d_opt,1017,18,broad_uniform,0.026279638665925656
affine,d_opt,1017,24,declared,0.009135920837514912
affine,d_opt,1017,24,forward_heavy,0.008941665096594428
affine,d_opt,1017,24,left_heavy,0.010192373597854961
affine,d_opt,1017,24,right_heavy,0.00851890791003003
affine,d_opt,1017,24,broad_uniform,0.018268416443298272
affine,d_opt,1017,30,declared,0.008353080872046673
affine,d_opt,1017,30,forward_heavy,0.008331083268236476
affine,d_opt,1017,30,left_heavy,0.008560776771518864
affine,d_opt,1017,30,right_heavy,0.008195385947235307
affine,d_opt,1017,30,broad_uniform,0.01743172291862208
affine,d_opt,1018,18,declared,0.016027637511468185
affine,d_opt,1018,18,forward_heavy,0.015019456040782414
affine,d_opt,1018,18,left_heavy,0.01606569147234208
affine,d_opt,1018,18,right_heavy,0.018779572447313334
affine,d_opt,1018,18,broad_uniform,0.022786216589740328
affine,d_opt,1018,24,declared,0.014516073531372619
affine,d_opt,1018,24,forward_heavy,0.014235276074314693
affine,d_opt,1018,24,left_heavy,0.01526296186029151
affine,d_opt,1018,24,right_heavy,0.014561193053392854
affine,d_opt,1018,24,broad_uniform,0.017456048158870544
affine,d_opt,1018,30,declared,0.01549459453043418
affine,d_opt,1018,30,forward_heavy,0.015445745623277489
affine,d_opt,1018,30,left_heavy,0.014229398972894441
affine,d_opt,1018,30,right_heavy,0.016878794341367274
affine,d_opt,1018,30,broad_uniform,0.015270738556843048
affine,d_opt,1019,18,declared,0.025492837093240264
affine,d_opt,1019,18,forward_heavy,0.025237134897691554
affine,d_opt,1019,18,left_heavy,0.02294266674890901
affine,d_opt,1019,18,right_heavy,0.028668883934358725
affine,d_opt,1019,18,broad_uniform,0.030127699270801084
affine,d_opt,1019,24,declared,0.01446456176319302
affine,d_opt,1019,24,forward_heavy,0.014110412336143938
affine,d_opt,1019,24,left_heavy,0.011140976437278223
affine,d_opt,1019,24,right_heavy,0.01820467522137811
affine,d_opt,1019,24,broad_uniform,0.021346978523436512
affine,d_opt,1019,30,declared,0.014991690172466236
affine,d_opt,1019,30,forward_heavy,0.014140331999895856
affine,d_opt,1019,30,left_heavy,0.013731211325953585
affine,d_opt,1019,30,right_heavy,0.018447453929193634
affine,d_opt,1019,30,broad_uniform,0.01944371387070788
affine,d_opt,1020,18,declared,0.02515840692998375
affine,d_opt,1020,18,forward_heavy,0.025784789778977454
affine,d_opt,1020,18,left_heavy,0.021134035004955525
affine,d_opt,1020,18,right_heavy,0.02706900581827121
affine,d_opt,1020,18,broad_uniform,0.02868498469287593
affine,d_opt,1020,24,declared,0.012212216565292252
affine,d_opt,1020,24,forward_heavy,0.011782851210006147
affine,d_opt,1020,24,left_heavy,0.010685821148226611
affine,d_opt,1020,24,right_heavy,0.01477786871712184
affine,d_opt,1020,24,broad_uniform,0.017565370883569232
affine,d_opt,1020,30,declared,0.012197184564315594
affine,d_opt,1020,30,forward_heavy,0.012385099072194247
affine,d_opt,1020,30,left_heavy,0.0099224647872771
affine,d_opt,1020,30,right_heavy,0.01371589756210553
affine,d_opt,1020,30,broad_uniform,0.015565914687382972
affine,lhs,1001,18,declared,0.03732425029995039
affine,lhs,1001,18,forward_heavy,0.037771032389603484
affine,lhs,1001,18,left_heavy,0.035900974289736994
affine,lhs,1001,18,right_heavy,0.03741956298746211
affine,lhs,1001,18,broad_uniform,0.05020343273873377
affine,lhs,1001,24,declared,0.023720499951571057
affine,lhs,1001,24,forward_heavy,0.02330818270674565
affine,lhs,1001,24,left_heavy,0.02122387567435397
affine,lhs,1001,24,right_heavy,0.027249337138661116
affine,lhs,1001,24,broad_uniform,0.027999925139568983
affine,lhs,1001,30,declared,0.020385455338477278
affine,lhs,1001,30,forward_heavy,0.017693184094941816
affine,lhs,1001,30,left_heavy,0.022188528080327362
affine,lhs,1001,30,right_heavy,0.025527589479070106
affine,lhs,1001,30,broad_uniform,0.023508202899974063
affine,lhs,1002,18,declared,0.035348238147456655
affine,lhs,1002,18,forward_heavy,0.03736791536115713
affine,lhs,1002,18,left_heavy,0.032044385941735996
affine,lhs,1002,18,right_heavy,0.032117134564564186
affine,lhs,1002,18,broad_uniform,0.04240255370850089
affine,lhs,1002,24,declared,0.038286095515748665
affine,lhs,1002,24,forward_heavy,0.04009642714134885
affine,lhs,1002,24,left_heavy,0.034624173274242206
affine,lhs,1002,24,right_heavy,0.03620139037470848
affine,lhs,1002,24,broad_uniform,0.04646157062156551
affine,lhs,1002,30,declared,0.022907759369273622
affine,lhs,1002,30,forward_heavy,0.023946735460530878
affine,lhs,1002,30,left_heavy,0.020574652617342225
affine,lhs,1002,30,right_heavy,0.021954605023473968
affine,lhs,1002,30,broad_uniform,0.026977896954985474
affine,lhs,1003,18,declared,0.02511727411510581
affine,lhs,1003,18,forward_heavy,0.02601279908179545
affine,lhs,1003,18,left_heavy,0.02113289031255077
affine,lhs,1003,18,right_heavy,0.0261812990933323
affine,lhs,1003,18,broad_uniform,0.033831815469795475
affine,lhs,1003,24,declared,0.02214315663711151
affine,lhs,1003,24,forward_heavy,0.02194613709013891
affine,lhs,1003,24,left_heavy,0.021452835423271713
affine,lhs,1003,24,right_heavy,0.023438690895833558
affine,lhs,1003,24,broad_uniform,0.025268666907640007
affine,lhs,1003,30,declared,0.021308035882939728
affine,lhs,1003,30,forward_heavy,0.02114312264088454
affine,lhs,1003,30,left_heavy,0.022043537596358846
affine,lhs,1003,30,right_heavy,0.021017341720369842
affine,lhs,1003,30,broad_uniform,0.023818952566207117
affine,lhs,1004,18,declared,0.023411742711856028
affine,lhs,1004,18,forward_heavy,0.02417471869406489
affine,lhs,1004,18,left_heavy,0.02178486324751098
affine,lhs,1004,18,right_heavy,0.02267026416743107
affine,lhs,1004,18,broad_uniform,0.04294193848398156
affine,lhs,1004,24,declared,0.02489854630858952
affine,lhs,1004,24,forward_heavy,0.022503953433086994
affine,lhs,1004,24,left_heavy,0.028022291370615637
affine,lhs,1004,24,right_heavy,0.02820727358333109
affine,lhs,1004,24,broad_uniform,0.028965525620765296
affine,lhs,1004,30,declared,0.021849823063348154
affine,lhs,1004,30,forward_heavy,0.020133517440816776
affine,lhs,1004,30,left_heavy,0.025236648980526133
affine,lhs,1004,30,right_heavy,0.023038549132833097
affine,lhs,1004,30,broad_uniform,0.02157250833791784
affine,lhs,1005,18,declared,0.04028100101636316
affine,lhs,1005,18,forward_heavy,0.04115112356307972
affine,lhs,1005,18,left_heavy,0.038449709084298345
affine,lhs,1005,18,right_heavy,0.03945382091891023
affine,lhs,1005,18,broad_uniform,0.08911695834284036
affine,lhs,1005,24,declared,0.022984943736259447
affine,lhs,1005,24,forward_heavy,0.025066967206393797
affine,lhs,1005,24,left_heavy,0.01845294812372889
affine,lhs,1005,24,right_heavy,0.020453582220185135
affine,lhs,1005,24,broad_uniform,0.04126838718916063
affine,lhs,1005,30,declared,0.02170178175454116
affine,lhs,1005,30,forward_heavy,0.024106975245971028
affine,lhs,1005,30,left_heavy,0.017103914762605768
affine,lhs,1005,30,right_heavy,0.017876680560439482
affine,lhs,1005,30,broad_uniform,0.04506123715141107
affine,lhs,1006,18,declared,0.03310488694865241
affine,lhs,1006,18,forward_heavy,0.031754196481579455
affine,lhs,1006,18,left_heavy,0.034919108676182656
affine,lhs,1006,18,right_heavy,0.035156759200924405
affine,lhs,1006,18,broad_uniform,0.041600416443680045
affine,lhs,1006,24,declared,0.0286104614641768
affine,lhs,1006,24,forward_heavy,0.027810208980116068
affine,lhs,1006,24,left_heavy,0.024154934312279
affine,lhs,1006,24,right_heavy,0.034776964317364885
affine,lhs,1006,24,broad_uniform,0.030824982377377005
affine,lhs,1006,30,declared,0.026639850502122395
affine,lhs,1006,30,forward_heavy,0.026106552483585264
affine,lhs,1006,30,left_heavy,0.0232771820392982
affine,lhs,1006,30,right_heavy,0.031241332103949263
affine,lhs,1006,30,broad_uniform,0.022736100916593758
affine,lhs,1007,18,declared,0.03532476352768079
affine,lhs,1007,18,forward_heavy,0.033287250648091536
affine,lhs,1007,18,left_heavy,0.031747260045219605
affine,lhs,1007,18,right_heavy,0.044016731982352356
affine,lhs,1007,18,broad_uniform,0.048633047753708275
affine,lhs,1007,24,declared,0.017292080867663772
affine,lhs,1007,24,forward_heavy,0.01740246998177826
affine,lhs,1007,24,left_heavy,0.01772921388414786
affine,lhs,1007,24,right_heavy,0.01645609446451303
affine,lhs,1007,24,broad_uniform,0.03810037218129289
affine,lhs,1007,30,declared,0.013964193741708165
affine,lhs,1007,30,forward_heavy,0.014692708048689777
affine,lhs,1007,30,left_heavy,0.012756216940456493
affine,lhs,1007,30,right_heavy,0.01283276256180654
affine,lhs,1007,30,broad_uniform,0.038290297980994134
affine,lhs,1008,18,declared,0.02429179479051844
affine,lhs,1008,18,forward_heavy,0.026842055055835482
affine,lhs,1008,18,left_heavy,0.017508091232022273
affine,lhs,1008,18,right_heavy,0.022093734792814915
affine,lhs,1008,18,broad_uniform,0.044421892452813035
affine,lhs,1008,24,declared,0.023731606502019425
affine,lhs,1008,24,forward_heavy,0.02473387239507939
affine,lhs,1008,24,left_heavy,0.019112418156169795
affine,lhs,1008,24,right_heavy,0.024973290935865734
affine,lhs,1008,24,broad_uniform,0.03639129222295496
affine,lhs,1008,30,declared,0.015226326598708376
affine,lhs,1008,30,forward_heavy,0.014733395535541486
affine,lhs,1008,30,left_heavy,0.014442252169640483
affine,lhs,1008,30,right_heavy,0.017391602546382962
affine,lhs,1008,30,broad_uniform,0.027344641057311932
affine,lhs,1009,18,declared,0.03548668544128059
affine,lhs,1009,18,forward_heavy,0.031187816162472036
affine,lhs,1009,18,left_heavy,0.04554973134456457
affine,lhs,1009,18,right_heavy,0.035753608847715154
affine,lhs,1009,18,broad_uniform,0.039364265774637135
affine,lhs,1009,24,declared,0.02889854638707324
affine,lhs,1009,24,forward_heavy,0.026983459555438925
affine,lhs,1009,24,left_heavy,0.037519819720961856
affine,lhs,1009,24,right_heavy,0.023582851199033063
affine,lhs,1009,24,broad_uniform,0.03366728282325367
affine,lhs,1009,30,declared,0.016878792771088683
affine,lhs,1009,30,forward_heavy,0.0155509876346307
affine,lhs,1009,30,left_heavy,0.018828788979436767
affine,lhs,1009,30,right_heavy,0.018551821045114374
affine,lhs,1009,30,broad_uniform,0.02814682486632029
affine,lhs,1010,18,declared,0.02051018987665591
affine,lhs,1010,18,forward_heavy,0.022158620883448374
affine,lhs,1010,18,left_heavy,0.018331149223602048
affine,lhs,1010,18,right_heavy,0.017111322058844927
affine,lhs,1010,18,broad_uniform,0.03898066509220362
affine,lhs,1010,24,declared,0.022187672273905727
affine,lhs,1010,24,forward_heavy,0.024396955503106242
affine,lhs,1010,24,left_heavy,0.01796738370618148
affine,lhs,1010,24,right_heavy,0.018811281833419635
affine,lhs,1010,24,broad_uniform,0.028564644284724484
affine,lhs,1010,30,declared,0.02183210801496946
affine,lhs,1010,30,forward_heavy,0.022765488845280193
affine,lhs,1010,30,left_heavy,0.022011774112006798
affine,lhs,1010,30,right_heavy,0.018415178782387066
affine,lhs,1010,30,broad_uniform,0.027136026529769233
affine,lhs,1011,18,declared,0.025860035684482467
affine,lhs,1011,18,forward_heavy,0.027272354991506053
affine,lhs,1011,18,left_heavy,0.020493396998590166
affine,lhs,1011,18,right_heavy,0.026483768353024902
affine,lhs,1011,18,broad_uniform,0.054227058840792194
affine,lhs,1011,24,declared,0.021408914715119593
affine,lhs,1011,24,forward_heavy,0.021796384912242086
affine,lhs,1011,24,left_heavy,0.019116514870923362
affine,lhs,1011,24,right_heavy,0.022484036998617025
affine,lhs,1011,24,broad_uniform,0.041373551315174915
affine,lhs,1011,30,declared,0.012924480631373473
affine,lhs,1011,30,forward_heavy,0.012709264554258921
affine,lhs,1011,30,left_heavy,0.010624917787316597
affine,lhs,1011,30,right_heavy,0.01555414126112178
affine,lhs,1011,30,broad_uniform,0.02899265300585847
affine,lhs,1012,18,declared,0.0346069915841999
affine,lhs,1012,18,forward_heavy,0.03245268040728821
affine,lhs,1012,18,left_heavy,0.04215781352958444
affine,lhs,1012,18,right_heavy,0.032051994576045024
affine,lhs,1012,18,broad_uniform,0.08259909074835753
affine,lhs,1012,24,declared,0.016602715271345377
affine,lhs,1012,24,forward_heavy,0.016056158500853773
affine,lhs,1012,24,left_heavy,0.013358116959654982
affine,lhs,1012,24,right_heavy,0.020850254860682146
affine,lhs,1012,24,broad_uniform,0.03892130519893309
affine,lhs,1012,30,declared,0.014727444163171398
affine,lhs,1012,30,forward_heavy,0.015054095257221732
affine,lhs,1012,30,left_heavy,0.012093431221291993
affine,lhs,1012,30,right_heavy,0.016189396390170308
affine,lhs,1012,30,broad_uniform,0.023759704986302067
affine,lhs,1013,18,declared,0.046508388449061036
affine,lhs,1013,18,forward_heavy,0.045750222208035485
affine,lhs,1013,18,left_heavy,0.05151211680711976
affine,lhs,1013,18,right_heavy,0.043089508083612865
affine,lhs,1013,18,broad_uniform,0.07390846683597696
affine,lhs,1013,24,declared,0.02925321073313223
affine,lhs,1013,24,forward_heavy,0.029585382741034574
affine,lhs,1013,24,left_heavy,0.02886216031071902
affine,lhs,1013,24,right_heavy,0.028624703006924965
affine,lhs,1013,24,broad_uniform,0.043532522557933225
affine,lhs,1013,30,declared,0.0163035295225267
affine,lhs,1013,30,forward_heavy,0.015959717250659124
affine,lhs,1013,30,left_heavy,0.01524079310148499
affine,lhs,1013,30,right_heavy,0.0183297158854069
affine,lhs,1013,30,broad_uniform,0.027599676433000042
affine,lhs,1014,18,declared,0.022415436702905554
affine,lhs,1014,18,forward_heavy,0.023485357156824836
affine,lhs,1014,18,left_heavy,0.02296929336399721
affine,lhs,1014,18,right_heavy,0.017980613552167547
affine,lhs,1014,18,broad_uniform,0.03262745317795853
affine,lhs,1014,24,declared,0.02387493264232386
affine,lhs,1014,24,forward_heavy,0.024020790552940097
affine,lhs,1014,24,left_heavy,0.0256503300714219
affine,lhs,1014,24,right_heavy,0.02131976745144827
affine,lhs,1014,24,broad_uniform,0.029202386117637678
affine,lhs,1014,30,declared,0.025687084808439037
affine,lhs,1014,30,forward_heavy,0.027812478712771708
affine,lhs,1014,30,left_heavy,0.021867881542010442
affine,lhs,1014,30,right_heavy,0.02238083909928922
affine,lhs,1014,30,broad_uniform,0.028096124114704357
affine,lhs,1015,18,declared,0.03657505293134328
affine,lhs,1015,18,forward_heavy,0.03507129154857852
affine,lhs,1015,18,left_heavy,0.03701667650481471
affine,lhs,1015,18,right_heavy,0.04046289861036337
affine,lhs,1015,18,broad_uniform,0.07587612048206666
affine,lhs,1015,24,declared,0.02475367993337512
affine,lhs,1015,24,forward_heavy,0.024420735289259424
affine,lhs,1015,24,left_heavy,0.02405711258762321
affine,lhs,1015,24,right_heavy,0.026453805316820553
affine,lhs,1015,24,broad_uniform,0.039704855188499304
affine,lhs,1015,30,declared,0.015360637388357537
affine,lhs,1015,30,forward_heavy,0.015231235945887274
affine,lhs,1015,30,left_heavy,0.014263166132744714
affine,lhs,1015,30,right_heavy,0.016820074830103452
affine,lhs,1015,30,broad_uniform,0.025064384916115096
affine,lhs,1016,18,declared,0.038198919071624066
affine,lhs,1016,18,forward_heavy,0.04020249351634768
affine,lhs,1016,18,left_heavy,0.036750526754374804
affine,lhs,1016,18,right_heavy,0.03298083444708265
affine,lhs,1016,18,broad_uniform,0.05217638185347034
affine,lhs,1016,24,declared,0.02538038148266262
affine,lhs,1016,24,forward_heavy,0.027868625080323235
affine,lhs,1016,24,left_heavy,0.020946802178074077
affine,lhs,1016,24,right_heavy,0.021267906541521303
affine,lhs,1016,24,broad_uniform,0.029558040828101498
affine,lhs,1016,30,declared,0.02098297978538019
affine,lhs,1016,30,forward_heavy,0.021386538499373116
affine,lhs,1016,30,left_heavy,0.022016117472852457
affine,lhs,1016,30,right_heavy,0.018435079326862693
affine,lhs,1016,30,broad_uniform,0.025660952847322383
affine,lhs,1017,18,declared,0.03057713583553982
affine,lhs,1017,18,forward_heavy,0.03133230500150056
affine,lhs,1017,18,left_heavy,0.0291859430862594
affine,lhs,1017,18,right_heavy,0.029642038461480048
affine,lhs,1017,18,broad_uniform,0.047064291360445834
affine,lhs,1017,24,declared,0.02482623548728836
affine,lhs,1017,24,forward_heavy,0.025850758845370674
affine,lhs,1017,24,left_heavy,0.020282932971116538
affine,lhs,1017,24,right_heavy,0.02596064778280576
affine,lhs,1017,24,broad_uniform,0.03258182560074261
affine,lhs,1017,30,declared,0.01609930298558014
affine,lhs,1017,30,forward_heavy,0.016169394414458957
affine,lhs,1017,30,left_heavy,0.013649730072003373
affine,lhs,1017,30,right_heavy,0.018163720995495135
affine,lhs,1017,30,broad_uniform,0.025816920703129798
affine,lhs,1018,18,declared,0.03306391446291138
affine,lhs,1018,18,forward_heavy,0.034280792254605306
affine,lhs,1018,18,left_heavy,0.03339875942000399
affine,lhs,1018,18,right_heavy,0.028553180213581067
affine,lhs,1018,18,broad_uniform,0.0561410240626237
affine,lhs,1018,24,declared,0.027574823098535352
affine,lhs,1018,24,forward_heavy,0.028398797744844318
affine,lhs,1018,24,left_heavy,0.0267626302814882
affine,lhs,1018,24,right_heavy,0.025775924527027122
affine,lhs,1018,24,broad_uniform,0.043187708892623675
affine,lhs,1018,30,declared,0.02430992022021221
affine,lhs,1018,30,forward_heavy,0.025147408668535227
affine,lhs,1018,30,left_heavy,0.019956042353782982
affine,lhs,1018,30,right_heavy,0.025848027478109707
affine,lhs,1018,30,broad_uniform,0.0367418854196928
affine,lhs,1019,18,declared,0.028176436190912393
affine,lhs,1019,18,forward_heavy,0.022902974149273888
affine,lhs,1019,18,left_heavy,0.02652044039868032
affine,lhs,1019,18,right_heavy,0.04154601540913356
affine,lhs,1019,18,broad_uniform,0.05888526691133185
affine,lhs,1019,24,declared,0.017121289749225884
affine,lhs,1019,24,forward_heavy,0.014526697834749068
affine,lhs,1019,24,left_heavy,0.015888007724556386
affine,lhs,1019,24,right_heavy,0.024316117254198327
affine,lhs,1019,24,broad_uniform,0.033872500390274805
affine,lhs,1019,30,declared,0.0172519499472452
affine,lhs,1019,30,forward_heavy,0.017349011758240197
affine,lhs,1019,30,left_heavy,0.016434919344222317
affine,lhs,1019,30,right_heavy,0.01779262472341212
affine,lhs,1019,30,broad_uniform,0.0322511519423261
affine,lhs,1020,18,declared,0.016932696333866182
affine,lhs,1020,18,forward_heavy,0.017451207647656602
affine,lhs,1020,18,left_heavy,0.01607202901174694
affine,lhs,1020,18,right_heavy,0.01617784335830336
affine,lhs,1020,18,broad_uniform,0.038258367980434124
affine,lhs,1020,24,declared,0.014809364672999432
affine,lhs,1020,24,forward_heavy,0.014530706280901811
affine,lhs,1020,24,left_heavy,0.012308972965405436
affine,lhs,1020,24,right_heavy,0.0178050854598588
affine,lhs,1020,24,broad_uniform,0.02797214628341298
affine,lhs,1020,30,declared,0.01567031921387315
affine,lhs,1020,30,forward_heavy,0.016670028084992992
affine,lhs,1020,30,left_heavy,0.011561196587570257
affine,lhs,1020,30,right_heavy,0.016268367302682756
affine,lhs,1020,30,broad_uniform,0.02565355286350347
deadzone,active,1001,18,declared,0.02399591493791503
deadzone,active,1001,18,forward_heavy,0.024368447388942394
deadzone,active,1001,18,left_heavy,0.022323692758661275
deadzone,active,1001,18,right_heavy,0.02454704503041311
deadzone,active,1001,18,broad_uniform,0.08782244825690344
deadzone,active,1001,24,declared,0.018341906686196605
deadzone,active,1001,24,forward_heavy,0.01782492358441771
deadzone,active,1001,24,left_heavy,0.01813825256854656
deadzone,active,1001,24,right_heavy,0.020058629155388707
deadzone,active,1001,24,broad_uniform,0.08184016055481236
deadzone,active,1001,30,declared,0.020455359449174173
deadzone,active,1001,30,forward_heavy,0.019000571981562457
deadzone,active,1001,30,left_heavy,0.017750025745151575
deadzone,active,1001,30,right_heavy,0.02658459014582673
deadzone,active,1001,30,broad_uniform,0.04980219555818696
deadzone,active,1002,18,declared,0.017621212126111292
deadzone,active,1002,18,forward_heavy,0.018296599797538584
deadzone,active,1002,18,left_heavy,0.015330281224991698
deadzone,active,1002,18,right_heavy,0.017770846974931018
deadzone,active,1002,18,broad_uniform,0.04454045366253432
deadzone,active,1002,24,declared,0.016215126980159478
deadzone,active,1002,24,forward_heavy,0.015665503201755703
deadzone,active,1002,24,left_heavy,0.018158044475604467
deadzone,active,1002,24,right_heavy,0.015685287230955906
deadzone,active,1002,24,broad_uniform,0.038885710128619785
deadzone,active,1002,30,declared,0.013552975074002886
deadzone,active,1002,30,forward_heavy,0.013204863590131417
deadzone,active,1002,30,left_heavy,0.014906279866508458
deadzone,active,1002,30,right_heavy,0.013095204231845
deadzone,active,1002,30,broad_uniform,0.029634030507440838
deadzone,active,1003,18,declared,0.023421806658680353
deadzone,active,1003,18,forward_heavy,0.02400593319678385
deadzone,active,1003,18,left_heavy,0.02028347128043497
deadzone,active,1003,18,right_heavy,0.02467770558548456
deadzone,active,1003,18,broad_uniform,0.10463430424521988
deadzone,active,1003,24,declared,0.019554745507797372
deadzone,active,1003,24,forward_heavy,0.020236197805236843
deadzone,active,1003,24,left_heavy,0.018205188580792758
deadzone,active,1003,24,right_heavy,0.0187789674901529
deadzone,active,1003,24,broad_uniform,0.08984182617248346
deadzone,active,1003,30,declared,0.01995992005914392
deadzone,active,1003,30,forward_heavy,0.020433646119602324
deadzone,active,1003,30,left_heavy,0.01531610799362908
deadzone,active,1003,30,right_heavy,0.022667616051459866
deadzone,active,1003,30,broad_uniform,0.03484542631951136
deadzone,active,1004,18,declared,0.015968117988618382
deadzone,active,1004,18,forward_heavy,0.01648757049819183
deadzone,active,1004,18,left_heavy,0.016700789606018288
deadzone,active,1004,18,right_heavy,0.013309751415913184
deadzone,active,1004,18,broad_uniform,0.050707032909953056
deadzone,active,1004,24,declared,0.016574707723241676
deadzone,active,1004,24,forward_heavy,0.015904369872503748
deadzone,active,1004,24,left_heavy,0.014463326389443906
deadzone,active,1004,24,right_heavy,0.020302015047960698
deadzone,active,1004,24,broad_uniform,0.053766349971462006
deadzone,active,1004,30,declared,0.014849183097669139
deadzone,active,1004,30,forward_heavy,0.014320572090350165
deadzone,active,1004,30,left_heavy,0.012286985247724477
deadzone,active,1004,30,right_heavy,0.01850695242064501
deadzone,active,1004,30,broad_uniform,0.031834505627287485
deadzone,active,1005,18,declared,0.021509441274451233
deadzone,active,1005,18,forward_heavy,0.021976054005281593
deadzone,active,1005,18,left_heavy,0.020743995221872206
deadzone,active,1005,18,right_heavy,0.020838054124232938
deadzone,active,1005,18,broad_uniform,0.04330628912762756
deadzone,active,1005,24,declared,0.013529898649228642
deadzone,active,1005,24,forward_heavy,0.013138786069693032
deadzone,active,1005,24,left_heavy,0.014550413765443635
deadzone,active,1005,24,right_heavy,0.01359549688465281
deadzone,active,1005,24,broad_uniform,0.043845172398291096
deadzone,active,1005,30,declared,0.014368450432110276
deadzone,active,1005,30,forward_heavy,0.014900408209603505
deadzone,active,1005,30,left_heavy,0.0134284071242177
deadzone,active,1005,30,right_heavy,0.013639521559416124
deadzone,active,1005,30,broad_uniform,0.029689043884378933
deadzone,active,1006,18,declared,0.021760141913214785
deadzone,active,1006,18,forward_heavy,0.022445859300115948
deadzone,active,1006,18,left_heavy,0.02491548004617431
deadzone,active,1006,18,right_heavy,0.014911286842267195
deadzone,active,1006,18,broad_uniform,0.0375246828558797
deadzone,active,1006,24,declared,0.016541156126239433
deadzone,active,1006,24,forward_heavy,0.01653278013463948
deadzone,active,1006,24,left_heavy,0.01963878586826784
deadzone,active,1006,24,right_heavy,0.012445788506507996
deadzone,active,1006,24,broad_uniform,0.04054585336648905
deadzone,active,1006,30,declared,0.011448863293409158
deadzone,active,1006,30,forward_heavy,0.011654833810492425
deadzone,active,1006,30,left_heavy,0.01221231658372939
deadzone,active,1006,30,right_heavy,0.009851037644313651
deadzone,active,1006,30,broad_uniform,0.03062956886373715
deadzone,active,1007,18,declared,0.025267554843979398
deadzone,active,1007,18,forward_heavy,0.02593604736806141
deadzone,active,1007,18,left_heavy,0.025053593701002977
deadzone,active,1007,18,right_heavy,0.02331874579219275
deadzone,active,1007,18,broad_uniform,0.06563273737211249
deadzone,active,1007,24,declared,0.024249837152992795
deadzone,active,1007,24,forward_heavy,0.022294596546396667
deadzone,active,1007,24,left_heavy,0.02977001069826568
deadzone,active,1007,24,right_heavy,0.023498588236191702
deadzone,active,1007,24,broad_uniform,0.061820755766173636
deadzone,active,1007,30,declared,0.017057371165040615
deadzone,active,1007,30,forward_heavy,0.015984208951301544
deadzone,active,1007,30,left_heavy,0.021965806264264434
