run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,route_order,posterior_path,start_pose_error_m,start_yaw_error_deg,start_reference_age_ms,start_scan_age_ms,start_stable_samples,status,terminal_reason,success,route_reached,data_quality_valid,data_quality_reason,collision,duration_s,path_length_m,final_goal_distance_m,route_goal_count,waypoints_reached,trace_ticks,planned_action_rate_hz,max_scan_age_ms,max_reference_age_ms,max_sent_action_age_ms,bag_path,created_at
p8_nav_official_20260821_r21,NAV_BLOCK_01_B3_sobol_NAV_real_offset_slalom,NAV_BLOCK_01_B3_sobol_NAV_real_offset_slalom_attempt_01,NAV_BLOCK_01,B3_sobol,real_offset_slalom,A,/home/unitree/lly/p8_real/p8_nav_official_20260821_r21/posterior/NAV_BLOCK_01_B3_sobol_final.npz,0.01741633976981774,0.8925727776768719,83.27651023864746,83.26172828674316,20,INVALID,data_quality_invalid,False,True,False,reference age exceeded data-quality threshold; planned-action age exceeded data-quality threshold,False,28.671836729999995,13.963952190309332,0.24478419323864298,5,4,644,22.46106540241868,89.7831916809082,137.85934448242188,353.1954288482666,/home/unitree/lly/p8_real/p8_nav_official_20260821_r21/bags/NAV_BLOCK_01_B3_sobol_part_01,2026-08-21T14:23:04Z
