map,seed,method,success,collision,arrival_time_s,completion_time_s,path_length_m,arrival_x,arrival_y,goal_distance_at_arrival_m,final_x,final_y,goal_distance_m,stall_recovery_attempts,regular_recovery_attempts,emergency_recovery_attempts,velocity_feedback_updates,height_rate_guard_updates,high_rate_height_interlock_updates,serious_safety_event
replicate_offset_slalom,10535,B0_raw,False,False,nan,60.0,0.440085531465229,nan,nan,nan,0.16010430455207825,0.007959365844726562,2.9999062543805635,3,3,0,0,6,148,False
replicate_offset_slalom,10536,B0_raw,False,False,nan,60.0,1.0643470180525583,nan,nan,nan,0.4916739761829376,0.006071805953979492,2.6683329320395752,4,3,1,0,32,172,False
replicate_offset_slalom,10537,B0_raw,False,False,nan,60.0,0.7328639937936146,nan,nan,nan,0.2054307460784912,0.05033445358276367,2.9549979751999453,3,3,0,0,0,27,False
replicate_offset_slalom,10538,B0_raw,False,False,nan,60.0,0.68214509391089,nan,nan,nan,0.21894562244415283,0.05997753143310547,2.9416658810981953,3,3,0,0,4,31,False
replicate_offset_slalom,10539,B0_raw,False,False,nan,60.0,0.9809419906221137,nan,nan,nan,0.3166060745716095,0.10439109802246094,2.845309564267025,3,3,0,0,0,53,False
replicate_offset_slalom,10540,B0_raw,False,False,nan,60.0,0.5803903028145214,nan,nan,nan,0.20189158618450165,0.06340980529785156,2.958787959839967,3,3,0,0,4,67,False
replicate_offset_slalom,10541,B0_raw,False,False,nan,60.0,0.9198038924660068,nan,nan,nan,0.4620223045349121,0.023956298828125,2.6980840515967346,3,2,1,0,26,64,False
replicate_offset_slalom,10542,B0_raw,False,False,nan,60.0,0.9712964241441568,nan,nan,nan,0.5484647750854492,0.06340599060058594,2.612304834932848,3,3,0,0,16,106,False
replicate_offset_slalom,10543,B0_raw,False,False,nan,60.0,0.6499569627388837,nan,nan,nan,0.2129364013671875,0.036182403564453125,2.9472857039510583,3,3,0,0,0,29,False
replicate_offset_slalom,10544,B0_raw,False,False,nan,60.0,0.7787575954208137,nan,nan,nan,0.34617185592651367,0.08200693130493164,2.815022905974673,3,3,0,0,12,94,False
replicate_offset_slalom,10545,B0_raw,False,False,nan,60.0,0.4530304282168345,nan,nan,nan,0.18289852142333984,0.031423091888427734,2.9772673081950782,3,3,0,0,4,128,False
replicate_offset_slalom,10546,B0_raw,False,False,nan,60.0,3.410419137428107,nan,nan,nan,2.520524024963379,0.05975914001464844,0.6422621563383037,3,3,0,0,92,146,False
replicate_offset_slalom,10547,B0_raw,False,False,nan,60.0,1.049346742349826,nan,nan,nan,0.5364394187927246,0.06642341613769531,2.6244013019117443,3,3,0,0,16,107,False
replicate_offset_slalom,10548,B0_raw,False,False,nan,60.0,0.4397124175488898,nan,nan,nan,0.14560651779174805,0.012414932250976562,3.014419047863516,3,3,0,0,0,104,False
replicate_offset_slalom,10549,B0_raw,False,False,nan,60.0,0.7666886258157319,nan,nan,nan,0.5456094741821289,0.03452110290527344,2.6146184287639453,1,0,1,0,18,138,False
replicate_offset_slalom,10550,B0_raw,False,False,nan,60.0,0.6572638579568775,nan,nan,nan,0.19690895080566406,0.0374908447265625,2.9633282182798957,3,3,0,0,4,39,False
replicate_offset_slalom,10551,B0_raw,False,False,nan,60.0,0.7323993168389507,nan,nan,nan,0.15310955047607422,0.056555747985839844,3.007422272988686,3,3,0,0,0,34,False
