run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,route_order,posterior_path,start_pose_error_m,start_yaw_error_deg,start_reference_age_ms,start_scan_age_ms,start_stable_samples,status,terminal_reason,success,route_reached,data_quality_valid,data_quality_reason,freshness_rule_version,collision,duration_s,path_length_m,final_goal_distance_m,route_goal_count,waypoints_reached,trace_ticks,planned_action_rate_hz,reference_rate_hz,scan_rate_hz,max_scan_age_ms,max_reference_age_ms,max_sent_action_age_ms,max_reference_source_age_ms,max_reference_receive_gap_ms,max_scan_receive_gap_ms,max_planned_action_receive_gap_ms,max_active_action_receive_gap_ms,max_active_action_receive_age_ms,bag_path,created_at
p8_nav_official_20260821_r32,NAV_BLOCK_01_B6_random_NAV_real_weighted_arc,NAV_BLOCK_01_B6_random_NAV_real_weighted_arc_attempt_01,NAV_BLOCK_01,B6_random,real_weighted_arc,B,/home/unitree/lly/p8_real/p8_nav_official_20260821_r32/posterior/NAV_BLOCK_01_B6_random_final.npz,0.014771747856502487,1.812198440297629,75.18434524536133,75.12974739074707,20,SUCCESS,reached,True,True,True,,p8_navigation_freshness_v2,False,22.319179281999823,7.851703376586476,0.23026393241400406,4,3,677,30.601483655397317,19.982813631489318,19.982813631489318,96.25005722045898,139.97983932495117,17.252683639526367,93.17874908447266,75.6533145904541,66.44630432128906,62.534332275390625,62.534332275390625,10.041475296020508,/home/unitree/lly/p8_real/p8_nav_official_20260821_r32/bags/NAV_BLOCK_01_B6_random_part_02,2026-08-21T16:01:43Z
