run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,freshness_rule_version,reference_max_age_ms,reference_age_p95_ms,reference_age_exceedance_count,reference_age_longest_exceedance_run,reference_measure_age_p95_ms,reference_measure_age_exceedance_count,reference_measure_age_longest_exceedance_run,reference_measure_max_gap_ms,reference_max_gap_ms,scan_max_age_ms,scan_age_p95_ms,scan_max_gap_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,1,PRE_001,"[0.351562, 0.023457, -0.31104]","[0.351562, 0.023457, -0.31104]","[0.2972498660471274, -0.010231287181763984, -0.24063492071376025]","[[6.695321394877339e-06, -7.863974902101104e-07, 0.0], [-7.863974902101104e-07, 8.812363948132926e-06, 0.0], [0.0, 0.0, 5.029306616448856e-06]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_01_v0001.npz,1787331397.7252302,1787331399.7252648,40,p8_trial_freshness_v2,105.53956031799316,87.7842903137207,0,0,79.27886247634886,0,0,63.7516975402832,71.1667537689209,84.73777770996094,57.24024772644043,68.07875633239746,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:56:40Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_02,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_02_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,2,PRE_002,"[-0.398438, 0.223457, 0.00896]","[-0.398438, 0.223457, 0.00896]","[-0.33746424885957327, 0.1835495537753205, 0.002990457850641863]","[[1.6497353922575017e-06, 3.7339165917894986e-08, 0.0], [3.733916591789491e-08, 1.628880802401381e-06, 0.0], [0.0, 0.0, 1.8026450277647849e-06]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_02_v0002.npz,1787331401.7777908,1787331403.7778232,40,p8_trial_freshness_v2,105.72624206542969,86.43269538879395,0,0,83.61811637878418,0,0,68.76802444458008,85.66093444824219,75.67286491394043,53.79176139831543,73.89068603515625,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:56:44Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_03,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_03_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,3,PRE_003,"[0.201562, -0.109877, 0.32896]","[0.201562, -0.109877, 0.32896]","[0.14911132515651515, -0.003182893587907176, 0.3237242388850542]","[[2.6275820336091158e-06, -4.204023687638754e-08, 0.0], [-4.204023687638755e-08, 4.375666644623493e-06, 0.0], [0.0, 0.0, 5.292489920866007e-06]]",True,,True,True,2,3,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_03_v0003.npz,1787331405.798284,1787331407.7983127,40,p8_trial_freshness_v2,110.89920997619629,81.1915397644043,0,0,78.66269350051878,0,0,76.38931274414062,91.78447723388672,62.88409233093262,51.21040344238281,63.37141990661621,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:56:48Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_04,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_04_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,4,PRE_004,"[-0.098437, 0.090123, 0.64896]","[-0.098437, 0.090123, 0.64896]","[-0.04498187974474146, 0.057255212394492834, 0.491688699229717]","[[8.136502682721219e-07, -1.1473225166146731e-07, 0.0], [-1.1473225166146731e-07, 3.455575661486646e-06, 0.0], [0.0, 0.0, 9.386901376193042e-06]]",True,,True,True,3,4,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_04_v0004.npz,1787331409.8157325,1787331411.8157752,40,p8_trial_freshness_v2,101.20654106140137,84.58590507507324,0,0,85.80271005630492,0,0,62.31379508972168,77.41641998291016,53.606510162353516,51.55539512634277,58.1815242767334,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:56:52Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_05,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_05_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,5,PRE_005,"[0.501563, 0.290123, -0.56704]","[0.501563, 0.290123, -0.56704]","[0.490663966524436, 0.16282800289910426, -0.4759397874716448]","[[9.365329829695981e-06, -2.5538511599934083e-05, 0.0], [-2.5538511599934087e-05, 0.00011370630227644353, 0.0], [0.0, 0.0, 7.588158847001911e-06]]",True,,True,True,4,5,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_05_v0005.npz,1787331413.8525171,1787331415.8525476,40,p8_trial_freshness_v2,94.61188316345215,85.39104461669922,0,0,85.68954467773435,0,0,73.33850860595703,73.33850860595703,73.60482215881348,55.7133674621582,68.81904602050781,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:56:56Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_06,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_06_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,6,PRE_006,"[-0.473437, -0.280247, -0.24704]","[-0.473437, -0.280247, -0.24704]","[-0.4085234985156639, -0.21907140942251127, -0.17305682423024005]","[[5.1040774807436005e-06, 4.8342731181356326e-06, 0.0], [4.8342731181356326e-06, 1.6393957473898236e-05, 0.0], [0.0, 0.0, 5.323454461501029e-07]]",True,,True,True,5,6,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_06_v0006.npz,1787331417.908713,1787331419.9087446,40,p8_trial_freshness_v2,93.40214729309082,80.57141304016113,0,0,78.90261411666869,0,0,60.55784225463867,63.44485282897949,54.2752742767334,50.58785676956177,60.988426208496094,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:57:00Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_07,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_07_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,7,PRE_007,"[0.126563, -0.080247, 0.07296]","[0.126563, -0.080247, 0.07296]","[-0.000625298817545701, 0.0002919464957237216, 0.002968744529066172]","[[1.8661625210844824e-07, -1.8166119514936342e-09, 0.0], [-1.8166119514936295e-09, 1.787375547945804e-07, 0.0], [0.0, 0.0, 2.946885613026529e-07]]",True,,True,True,6,7,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_07_v0007.npz,1787331421.9383326,1787331423.9383664,40,p8_trial_freshness_v2,112.47777938842773,84.50120687484741,0,0,80.59312105178832,0,0,68.23849678039551,85.13760566711426,55.60445785522461,50.85444450378418,62.35003471374512,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:57:04Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_08,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_08_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,8,PRE_008,"[-0.173437, 0.119753, 0.39296]","[-0.173437, 0.119753, 0.39296]","[-0.1027159092130159, 0.10329598818727706, 0.32907268540651835]","[[5.3165920689591366e-06, 2.887298814193903e-06, 0.0], [2.887298814193903e-06, 4.718442280165638e-06, 0.0], [0.0, 0.0, 4.630765185811149e-06]]",True,,True,True,7,8,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_08_v0008.npz,1787331425.996014,1787331427.9960494,41,p8_trial_freshness_v2,89.30015563964844,83.7857723236084,0,0,82.43274688720703,0,0,61.7060661315918,66.38669967651367,77.64244079589844,50.55546760559082,60.2869987487793,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:57:08Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_09,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_09_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,9,PRE_009,"[0.426563, -0.21358, 0.71296]","[0.426563, -0.21358, 0.71296]","[0.38875877705618866, -0.02821082160196489, 0.664017512311196]","[[4.696169429734826e-05, -1.6881760313766657e-05, 0.0], [-1.6881760313766654e-05, 6.493389576676156e-05, 0.0], [0.0, 0.0, 3.3311480314643803e-06]]",True,,True,True,8,9,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_09_v0009.npz,1787331430.034323,1787331432.034362,40,p8_trial_freshness_v2,89.74027633666992,84.55089330673218,0,0,83.59594345092773,0,0,61.61069869995117,73.65131378173828,63.805341720581055,55.63831329345703,66.42889976501465,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:57:12Z
p8_shift_official_20260822_r36,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_10,R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_10_attempt_01,SHIFT_BLOCK_01,full,,R1_command_gain_coupling,pre_calibration,10,PRE_010,"[-0.323437, -0.01358, -0.50304]","[-0.323437, -0.01358, -0.50304]","[-0.2488490635088005, -0.03434832199742337, -0.41432243340983627]","[[3.8028547552782227e-06, -7.189655567920837e-06, 0.0], [-7.189655567920838e-06, 2.0588276385215594e-05, 0.0], [0.0, 0.0, 5.56505260692602e-07]]",True,,True,True,9,10,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/posterior/R1_command_gain_coupling_SHIFT_BLOCK_01_full_PRE_CALIBRATION_10_v0010.npz,1787331434.074584,1787331436.0746117,40,p8_trial_freshness_v2,109.45367813110352,86.2884521484375,0,0,86.29359006881712,0,0,64.11099433898926,86.62629127502441,69.37479972839355,51.36990547180176,69.3514347076416,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r36/bags/R1_command_gain_coupling_SHIFT_BLOCK_01_full_part_01,SUCCESS,completed,2026-08-21T16:57:16Z
