scenario,seed,method,context_stage,monitor_trial,cmd_vx,cmd_vy,cmd_wz,measured_vx,measured_vy,measured_wz,predicted_vx,predicted_vy,predicted_wz,normalized_nis,cusum,alarm,valid,safety_events
confirm_friction_payload,10101,full,pre_shift,1,-0.3,0.0,-0.35,-0.2485842938781866,0.04545939383982771,-0.31100927866598316,-0.2829526852488909,0.004066889498434067,-0.29823523107967315,0.32297741737663804,0.0,False,True,
confirm_friction_payload,10102,full,pre_shift,1,-0.3,0.0,-0.35,-0.2295759894106956,0.021471411417232567,-0.3153026206060997,-0.26250890492442763,0.003667018703382434,-0.31854950705664203,0.1506926247972629,0.0,False,True,
confirm_friction_payload,10103,full,pre_shift,1,-0.3,0.0,-0.35,-0.27980775432792804,0.03786588203240049,-0.3317559199412431,-0.3091068788486937,-0.009719082792682288,-0.2993464915231592,0.3990066730811508,0.0,False,True,
confirm_friction_payload,10104,full,pre_shift,1,-0.3,0.0,-0.35,-0.3249778149937354,0.0407490463784997,-0.38696653010617155,-0.30766432677085476,-0.004023344104972264,-0.28723923363169096,0.827724449866508,0.0,False,True,
confirm_friction_payload,10105,full,pre_shift,1,-0.3,0.0,-0.35,-0.26909297022299283,0.028646901911984806,-0.32454245882842525,-0.2744614955846429,0.00954414852276956,-0.32615642811750173,0.04285601400041262,0.0,False,True,
confirm_friction_payload,10106,full,pre_shift,1,-0.3,0.0,-0.35,-0.318900204850521,0.025505726325398194,-0.3770998257467651,-0.30061108492722893,-0.0004070577319961873,-0.3157613542739084,0.32755717021303543,0.0,False,True,
confirm_friction_payload,10107,full,pre_shift,1,-0.3,0.0,-0.35,-0.30318098775871016,0.06261852157362464,-0.3571210165476507,-0.29353674177448774,-0.001933378561646815,-0.2983391578663615,0.6527964827911511,0.0,False,True,
confirm_friction_payload,10108,full,pre_shift,1,-0.3,0.0,-0.35,-0.31788182240974033,0.023232365356006174,-0.35304303171189244,-0.3150413051065348,-0.0025874639613897997,-0.3036478544279205,0.21495600076638954,0.0,False,True,
confirm_friction_payload,10109,full,pre_shift,1,-0.3,0.0,-0.35,-0.21133917673341893,0.009737154203615804,-0.289687374873002,-0.26413869375239835,0.01064531563501137,-0.33552407961654657,0.4140425627044035,0.0,False,True,
confirm_friction_payload,10110,full,pre_shift,1,-0.3,0.0,-0.35,-0.23249255698480953,0.02808637109517428,-0.31239140199253745,-0.2881218333601097,-0.0060689076556538915,-0.3029488432023361,0.46518332079359753,0.0,False,True,
confirm_friction_payload,10111,full,pre_shift,1,-0.3,0.0,-0.35,-0.3240931313801594,0.017931282777332767,-0.3836367570740258,-0.30887304041755664,-0.005199722493567952,-0.306153531404028,0.43092536850982127,0.0,False,True,
confirm_friction_payload,10112,full,pre_shift,1,-0.3,0.0,-0.35,-0.2937171459728347,0.025718557377485022,-0.33996074488699585,-0.29278574056370354,-0.0023355549697736244,-0.2949244260309512,0.195019748650311,0.0,False,True,
confirm_friction_payload,10113,full,pre_shift,1,-0.3,0.0,-0.35,-0.30286570731514956,0.04819359554079955,-0.34814527267168477,-0.26622946382929585,0.005683787727984124,-0.31314373996002703,0.40814003410602084,0.0,False,True,
