# id timestamp x y z qx qy qz qw
287 1787326214.924223 0.230702 -1.203570 0.045970 -0.137518 -0.016397 0.990360 0.002787
288 1787326215.124376 0.030172 -1.206162 0.049695 -0.141358 -0.026518 0.989598 0.003355
289 1787326215.224312 -0.064075 -1.215916 0.053356 -0.120748 -0.025155 0.992363 -0.001727
290 1787326215.724385 -0.614085 -1.253421 0.058495 -0.116960 -0.019623 0.992465 -0.030814
291 1787326215.824255 -0.748513 -1.256551 0.057187 -0.143758 -0.006581 0.989014 -0.033783
292 1787326215.924353 -0.876606 -1.260925 0.052953 -0.149421 -0.006908 0.988741 -0.004182
293 1787326216.524335 -1.375261 -1.057155 0.036084 -0.138644 0.036326 0.976485 0.161045
294 1787326216.624427 -1.476268 -1.020222 0.027401 -0.133191 0.033939 0.978125 0.156140
295 1787326216.724274 -1.581414 -0.987216 0.016858 -0.155097 0.027324 0.977975 0.136980
296 1787326216.824347 -1.687823 -0.973876 -0.000876 -0.160749 0.020995 0.980113 0.114447
297 1787326216.924366 -1.787098 -0.955642 0.007283 -0.164883 -0.001582 0.978828 0.121268
298 1787326217.024472 -1.891293 -0.937629 0.007122 -0.146896 -0.007463 0.982074 0.117884
299 1787326217.124440 -2.011994 -0.911093 -0.001366 -0.159052 0.005463 0.981009 0.110880
300 1787326217.224361 -2.127019 -0.886049 0.003036 -0.141298 0.000723 0.983518 0.112811
301 1787326217.324482 -2.254085 -0.855431 0.002992 -0.150077 -0.001858 0.981897 0.115550
302 1787326217.524302 -2.509791 -0.797657 0.001353 -0.143467 0.000062 0.983877 0.106787
303 1787326217.624491 -2.635826 -0.776554 0.010756 -0.139318 0.009548 0.984680 0.104428
304 1787326217.724328 -2.763248 -0.753557 0.001513 -0.148323 0.005084 0.983174 0.106507
305 1787326217.824239 -2.892774 -0.726826 0.016313 -0.132400 -0.006820 0.985224 0.108430
306 1787326217.924421 -3.021108 -0.701502 -0.003886 -0.147095 -0.010207 0.984512 0.094844
307 1787326218.024378 -3.123031 -0.696572 0.002976 -0.142404 -0.015115 0.987866 0.060112
308 1787326218.124306 -3.214434 -0.713999 -0.007128 -0.138262 -0.018240 0.990183 0.009363
309 1787326218.924377 -3.581304 -1.166018 -0.015053 -0.095252 -0.089572 0.840517 -0.525770
310 1787326219.624398 -3.428573 -1.645252 0.015069 -0.016417 -0.140206 0.464400 -0.874303
311 1787326220.424125 -2.899322 -1.696347 0.000730 0.035081 -0.099204 -0.072500 -0.991802
312 1787326220.524464 -2.816297 -1.686421 -0.004848 0.042341 -0.131725 -0.057422 -0.988716
313 1787326220.624448 -2.736560 -1.670783 0.005204 0.048550 -0.123733 -0.059753 -0.989324
314 1787326220.724299 -2.629086 -1.651910 0.005516 0.020599 -0.124871 -0.070223 -0.989470
315 1787326220.824422 -2.514995 -1.634054 -0.008619 0.004097 -0.133478 -0.077206 -0.988031
316 1787326220.924168 -2.383838 -1.616444 -0.013334 0.008901 -0.119799 -0.075772 -0.989862
317 1787326221.024215 -2.263409 -1.605096 -0.017342 0.018993 -0.141088 -0.068119 -0.987468
318 1787326221.123265 -2.134504 -1.590099 -0.009858 0.019334 -0.122707 -0.073932 -0.989497
319 1787326221.224467 -2.020948 -1.563662 -0.009820 0.030698 -0.126728 -0.095827 -0.986821
320 1787326221.324205 -1.923932 -1.543711 -0.002813 0.033586 -0.127345 -0.099552 -0.986278
321 1787326221.524292 -1.712155 -1.516371 0.016437 0.034591 -0.121516 -0.097377 -0.987196
322 1787326221.624435 -1.606123 -1.499437 0.023139 0.026467 -0.115230 -0.101913 -0.987742
323 1787326221.724334 -1.490388 -1.482961 0.039823 0.018386 -0.110158 -0.107087 -0.987957
324 1787326221.824438 -1.359991 -1.457102 0.042727 0.027023 -0.095137 -0.104849 -0.989558
325 1787326221.924410 -1.239967 -1.433873 0.039477 0.024697 -0.119325 -0.100097 -0.987488
326 1787326222.024478 -1.126739 -1.404573 0.048664 0.023844 -0.096156 -0.103021 -0.989733
327 1787326222.124336 -0.999928 -1.373078 0.043266 0.017746 -0.127380 -0.110457 -0.985525
328 1787326222.224413 -0.890118 -1.341770 0.053889 0.018457 -0.115834 -0.106990 -0.987317
329 1787326222.324472 -0.753904 -1.305309 0.042642 0.024449 -0.137523 -0.104128 -0.984707
330 1787326222.424406 -0.630182 -1.269497 0.048914 0.029625 -0.127391 -0.103226 -0.986021
331 1787326222.524293 -0.495364 -1.234392 0.037018 0.020446 -0.135214 -0.113090 -0.984129
332 1787326222.624477 -0.377167 -1.199567 0.028868 0.036334 -0.131927 -0.136440 -0.981152
333 1787326222.724379 -0.275762 -1.166931 0.023817 0.055550 -0.131986 -0.135026 -0.980440
334 1787326222.924427 -0.072796 -1.110901 0.033357 0.049918 -0.113169 -0.136136 -0.982938
335 1787326223.024388 0.039592 -1.081631 0.030001 0.030547 -0.136456 -0.145671 -0.979401
336 1787326223.124373 0.154818 -1.052633 0.044741 0.026311 -0.127327 -0.148457 -0.980335
337 1787326223.224266 0.248538 -1.010163 0.045985 0.035857 -0.129091 -0.170595 -0.976190
338 1787326223.324374 0.339997 -0.974959 0.065975 0.048519 -0.131291 -0.207481 -0.968174
339 1787326224.024352 0.693791 -0.546698 0.039836 0.076392 -0.117559 -0.408954 -0.901721
340 1787326224.224279 0.809519 -0.359952 0.040264 0.076941 -0.116247 -0.426876 -0.893501
341 1787326224.324355 0.846933 -0.267605 0.050370 0.087235 -0.114811 -0.456498 -0.877963
342 1787326224.424339 0.894292 -0.188694 0.047237 0.081114 -0.116936 -0.478703 -0.866366
343 1787326224.524253 0.937295 -0.119586 0.058302 0.070720 -0.108920 -0.467788 -0.874248
344 1787326226.124360 0.413206 -0.041737 0.057251 0.012841 -0.109306 0.035883 -0.993277
345 1787326226.224309 0.357746 -0.034076 0.058875 -0.012530 -0.106744 0.026730 -0.993848
346 1787326226.324337 0.348471 -0.034502 0.052127 -0.009523 -0.108001 0.015312 -0.993987
347 1787326226.424157 0.365421 -0.041047 0.047838 -0.004171 -0.112495 0.012094 -0.993570
348 1787326226.524296 0.371155 -0.048603 0.047464 -0.004009 -0.111232 0.007994 -0.993754
349 1787326226.624352 0.371592 -0.059731 0.050581 -0.002945 -0.106883 0.003098 -0.994262
350 1787326226.724333 0.370931 -0.064863 0.050924 -0.001417 -0.104668 -0.003725 -0.994499
351 1787326226.824417 0.370908 -0.066881 0.049514 0.002220 -0.105473 -0.008034 -0.994387
352 1787326226.924380 0.368663 -0.062265 0.048319 0.002913 -0.105278 -0.009602 -0.994392
353 1787326227.124388 0.370816 -0.061597 0.048901 0.002951 -0.103713 -0.011530 -0.994536
354 1787326227.224270 0.358943 -0.060679 0.048580 0.002412 -0.103307 -0.012979 -0.994562
355 1787326227.824358 0.344139 -0.060176 0.054679 0.002663 -0.101803 -0.014486 -0.994696
356 1787326228.224369 0.338773 -0.064737 0.053267 0.002165 -0.101327 -0.016056 -0.994721
357 1787326229.524339 0.315160 -0.070299 0.053710 -0.001464 -0.092234 -0.018245 -0.995569
358 1787326229.724405 0.314895 -0.062775 0.051417 -0.000362 -0.091583 -0.020008 -0.995596
359 1787326230.024373 0.310806 -0.060412 0.056032 0.002742 -0.094647 -0.021969 -0.995265
360 1787326230.324395 0.303589 -0.061478 0.052251 0.002699 -0.094991 -0.023444 -0.995198
361 1787326236.524233 0.323708 -0.066389 0.047954 0.004161 -0.097012 -0.025229 -0.994955
