map,seed,method,trial,source,cmd_vx,cmd_vy,cmd_wz,measured_vx,measured_vy,measured_wz,valid,safety_events
replicate_extended_lane,10501,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.13863038665871277,-0.08334619646062641,-0.39028876947412805,True,
replicate_extended_lane,10502,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.14955562312489282,-0.20980443607495777,-0.35519772789229664,True,
replicate_extended_lane,10503,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.20254665097380944,-0.22232821075901557,-0.3090220673724833,True,
replicate_extended_lane,10504,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.2380626305552453,-0.16036199815289992,-0.2973531136780701,True,
replicate_extended_lane,10505,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.18020042921556864,-0.19200022818088028,-0.3315111936530139,True,
replicate_extended_lane,10506,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.17974065938092026,-0.1628629632207026,-0.3713590885385739,True,
replicate_extended_lane,10507,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.19784228344295618,-0.17624417030750422,-0.3650526881976906,True,
replicate_extended_lane,10508,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.21638984633937103,-0.22507377871026507,-0.2795237161056393,True,
replicate_extended_lane,10509,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.26962788847419866,-0.21003195093400825,-0.3457078858191829,True,
replicate_extended_lane,10510,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.20588066269256255,-0.1480115347742936,-0.36013019841217975,True,
replicate_extended_lane,10511,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.1342779887798024,-0.12101014179234638,-0.43408331957497076,True,
replicate_extended_lane,10512,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.12280875912254201,-0.1764235486517453,-0.33130267096857047,True,
replicate_extended_lane,10513,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.10279731299945677,-0.049961375920640386,-0.4380128680748392,True,
replicate_extended_lane,10514,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.15025040170396736,-0.1413977783683697,-0.40551778324855653,True,
replicate_extended_lane,10515,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.2548148239434196,-0.11923111264177437,-0.3912211794519032,True,
replicate_extended_lane,10516,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.21364339783378222,-0.21778949362310565,-0.34422237613621237,True,
replicate_extended_lane,10517,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.2531618060520567,-0.10591151428310476,-0.33073020867590885,True,
replicate_extended_lane,10518,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.22617316277315624,-0.16403096901827144,-0.3273217006469276,True,
replicate_extended_lane,10519,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.11007816801062013,-0.24345854426695585,-0.321947537972446,True,
replicate_extended_lane,10520,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.2103825835933633,-0.2417902005940366,-0.4123765077297056,True,
replicate_extended_lane,10521,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.26259179801880095,-0.2423898614826789,-0.31982635916458985,True,
replicate_extended_lane,10522,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.21529118001926853,-0.18674284870121977,-0.29887529588435796,True,
replicate_extended_lane,10523,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.11877857619864891,-0.09680862860841079,-0.3578240602637813,True,
replicate_extended_lane,10524,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.09647556084246149,-0.23166020642746118,-0.28745141896226273,True,
replicate_extended_lane,10525,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.21748362299364338,-0.193584873292524,-0.35570429210499477,True,
replicate_extended_lane,10526,B4_d_opt,1,d_optimal,-0.2833553120493889,-0.2992605121806264,-0.5199953781440854,-0.2829542115945581,-0.12023112047207214,-0.3513947451198043,True,
