scenario,seed,passive_early_mean_rmse,full_early_mean_rmse,passive_minus_full_early_rmse,passive_final_rmse,full_final_rmse,full_minus_passive_final_rmse,passive_recovery_trials,full_recovery_trials
confirm_gain_recoupling,10101,0.12103263897102344,0.11696611595268523,0.004066523018338208,0.11054384610360535,0.11966966381611342,0.009125817712508075,4.0,4.0
confirm_gain_recoupling,10102,0.10693430069393668,0.09245728155029452,0.014477019143642161,0.09745743552631375,0.1103638950687986,0.012906459542484844,4.0,4.0
confirm_gain_recoupling,10103,0.11194098999599052,0.10495012829225102,0.006990861703739498,0.11128182078216277,0.14266257698785642,0.03138075620569365,6.0,5.0
confirm_gain_recoupling,10104,0.10545310233812448,0.09778538914042678,0.007667713197697698,0.10705188673432413,0.11581438307260349,0.008762496338279357,4.0,4.0
confirm_gain_recoupling,10105,0.09451520809298243,0.08468646785629973,0.009828740236682704,0.10187438158652186,0.11407368797436203,0.01219930638784017,4.0,4.0
confirm_gain_recoupling,10106,0.13416319948780928,0.12294392213819355,0.011219277349615725,0.14371490839752826,0.15885629979554908,0.015141391398020815,7.0,6.0
confirm_gain_recoupling,10107,0.09554735742647814,0.08096630165490486,0.014581055771573287,0.09337382303648041,0.10512531494909844,0.011751491912618026,4.0,4.0
confirm_gain_recoupling,10108,0.10238118155582765,0.09320034995115108,0.009180831604676573,0.09526623391735642,0.12499843420492977,0.029732200287573354,6.0,5.0
confirm_gain_recoupling,10109,0.11186947203488634,0.09635458994397,0.015514882090916338,0.09444808124466927,0.10723516542885918,0.012787084184189904,4.0,4.0
confirm_gain_recoupling,10110,0.12142924237003928,0.11022289146660495,0.011206350903434331,0.13042574210883015,0.14283146669152297,0.012405724582692818,7.0,6.0
confirm_gain_recoupling,10111,0.1132062632237678,0.09607474668166167,0.017131516542106123,0.10626959347221274,0.11940352631279871,0.013133932840585977,6.0,6.0
confirm_gain_recoupling,10112,0.08694933524771108,0.07909740339413894,0.007851931853572136,0.10821187962575587,0.10884206814385125,0.0006301885180953759,4.0,4.0
confirm_gain_recoupling,10113,0.11005970132541616,0.09803318251867917,0.012026518806736997,0.09439762647214461,0.11092900285175494,0.01653137637961033,4.0,4.0
confirm_gain_recoupling,10114,0.10080961041226573,0.09740382516560525,0.003405785246660478,0.09817538491279984,0.10947867992454402,0.01130329501174418,4.0,4.0
